seat_name,division,district,total_voters,male_voters,female_voters,hijra_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Amar Bangladesh Party (AB),Bangladesh Congress,Bangladesh Development Party (BDP),Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Liberal Democratic Party (LDP),Bangladesh Muslim League (BML),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Sangskritik Muktijote (BSM),Communist Party of Bangladesh (CPB),Ganosanhati Andolan (GSA),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islamic Front Bangladesh (IFB),Jamiat Ulema-e-Islam Bangladesh (JUIB),Janotar Dol,Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Khelafat Majlis,National Citizen Party (NCP),Revolutionary Workers Party of Bangladesh (RWPB)
Dhaka 7,Dhaka,Dhaka,479376.0,248481.0,230883.0,12.0,203149.0,"Hamidur Rahman (Bangladesh Nationalist Party (BNP)) 51.5%, Md. Enayat Ullah (Bangladesh Jamaat-e-Islami (Jamaat)) 48.5%","Bangladesh Nationalist Party (BNP) (51.5%), Bangladesh Jamaat-e-Islami (Jamaat) (48.5%)",104666.0,0.5152178942549557,98483.0,0.48478210574504427,0.0,0.0,98483.0,0.48478210574504427,104666.0,0.5152178942549557,0.0,0.0,-,-,-,-,98483.0,-,-,-,-,-,-,-,104666.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 8,Dhaka,Dhaka,275471.0,152795.0,122675.0,1.0,113493.0,"Mirza Abbas Uddin Ahmed (Bangladesh Nationalist Party (BNP)) 52.3%, Md. Nasiruddin Patwary (National Citizen Party (NCP)) 47.7%","Bangladesh Nationalist Party (BNP) (52.3%), National Citizen Party (NCP) (47.7%)",59366.0,0.5230807186346295,0.0,0.0,0.0,0.0,54127.0,0.47691928136537054,59366.0,0.5230807186346295,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,59366.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54127.0,-
Dhaka 9,Dhaka,Dhaka,469360.0,237673.0,231682.0,5.0,164672.0,"Habibur Rashid (Bangladesh Nationalist Party (BNP)) 67.5%, Md. Javed Mia (National Citizen Party (NCP)) 32.5%","Bangladesh Nationalist Party (BNP) (67.5%), National Citizen Party (NCP) (32.5%)",111212.0,0.6753546443839875,0.0,0.0,0.0,0.0,53460.0,0.32464535561601243,111212.0,0.6753546443839875,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,111212.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53460.0,-
Dhaka 10,Dhaka,Dhaka,388660.0,204604.0,184050.0,6.0,157572.0,"Shaikh Rabiul Alam (Bangladesh Nationalist Party (BNP)) 51.0%, Md. Jashim Uddin Sarker (Bangladesh Jamaat-e-Islami (Jamaat)) 49.0%","Bangladesh Nationalist Party (BNP) (51.0%), Bangladesh Jamaat-e-Islami (Jamaat) (49.0%)",80436.0,0.5104714035488539,77136.0,0.48952859645114616,0.0,0.0,77136.0,0.48952859645114616,80436.0,0.5104714035488539,0.0,0.0,-,-,-,-,77136.0,-,-,-,-,-,-,-,80436.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 11,Dhaka,Dhaka,439078.0,222877.0,216198.0,3.0,185705.0,"Md. Nahid Islam (National Citizen Party (NCP)) 50.5%, M. A. Quayum (Bangladesh Nationalist Party (BNP)) 49.5%","National Citizen Party (NCP) (50.5%), Bangladesh Nationalist Party (BNP) (49.5%)",91833.0,0.49451011012089063,0.0,0.0,0.0,0.0,93872.0,0.5054898898791094,91833.0,0.49451011012089063,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,91833.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93872.0,-
Dhaka 12,Dhaka,Dhaka,333320.0,174349.0,158968.0,3.0,84736.0,"Md. Saiful Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 63.5%, Saiful Haq (Revolutionary Workers Party of Bangladesh (RWPB)) 36.5%","Bangladesh Jamaat-e-Islami (Jamaat) (63.5%), Revolutionary Workers Party of Bangladesh (RWPB) (36.5%)",0.0,0.0,53773.0,0.6345945052870091,30963.0,0.36540549471299094,53773.0,0.6345945052870091,30963.0,0.36540549471299094,0.0,0.0,-,-,-,-,53773.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30963.0
Dhaka 13,Dhaka,Dhaka,408791.0,209812.0,198971.0,8.0,174454.0,"Bobby Hajjaj (Bangladesh Nationalist Party (BNP)) 50.7%, Md. Mamunul Haque (Bangladesh Khelafat Majlish (BKM)) 49.3%","Bangladesh Nationalist Party (BNP) (50.7%), Bangladesh Khelafat Majlish (BKM) (49.3%)",88387.0,0.5066493172985429,0.0,0.0,0.0,0.0,86067.0,0.4933506827014571,88387.0,0.5066493172985429,0.0,0.0,-,-,-,-,-,-,-,-,86067.0,-,-,-,88387.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 14,Dhaka,Dhaka,456044.0,232066.0,223974.0,4.0,184436.0,"Mir Ahmad Binqasem (Bangladesh Jamaat-e-Islami (Jamaat)) 54.8%, Sanjida Islam (Bangladesh Nationalist Party (BNP)) 45.2%","Bangladesh Jamaat-e-Islami (Jamaat) (54.8%), Bangladesh Nationalist Party (BNP) (45.2%)",83323.0,0.4517718883515149,101113.0,0.5482281116484851,0.0,0.0,101113.0,0.5482281116484851,83323.0,0.4517718883515149,0.0,0.0,-,-,-,-,101113.0,-,-,-,-,-,-,-,83323.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 15,Dhaka,Dhaka,351718.0,179616.0,172098.0,4.0,148648.0,"Md. Shafiqur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 57.3%, Md. Shafiqul Islam Khan (Bangladesh Nationalist Party (BNP)) 42.7%","Bangladesh Jamaat-e-Islami (Jamaat) (57.3%), Bangladesh Nationalist Party (BNP) (42.7%)",63517.0,0.4272980463914752,85131.0,0.5727019536085248,0.0,0.0,85131.0,0.5727019536085248,63517.0,0.4272980463914752,0.0,0.0,-,-,-,-,85131.0,-,-,-,-,-,-,-,63517.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 16,Dhaka,Dhaka,400499.0,201168.0,199323.0,8.0,174295.0,"Md. Abdul Baten (Bangladesh Jamaat-e-Islami (Jamaat)) 51.0%, Md. Aminul Haque (Bangladesh Nationalist Party (BNP)) 49.0%","Bangladesh Jamaat-e-Islami (Jamaat) (51.0%), Bangladesh Nationalist Party (BNP) (49.0%)",85467.0,0.49035830058234603,88828.0,0.509641699417654,0.0,0.0,88828.0,0.509641699417654,85467.0,0.49035830058234603,0.0,0.0,-,-,-,-,88828.0,-,-,-,-,-,-,-,85467.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 17,Dhaka,Dhaka,333777.0,174709.0,159060.0,8.0,140999.0,"Tarique Rahman (Bangladesh Nationalist Party (BNP)) 51.6%, S. M. Khaliduzzaman (Bangladesh Jamaat-e-Islami (Jamaat)) 48.4%","Bangladesh Nationalist Party (BNP) (51.6%), Bangladesh Jamaat-e-Islami (Jamaat) (48.4%)",72699.0,0.5155994014141945,68300.0,0.4844005985858056,0.0,0.0,68300.0,0.4844005985858056,72699.0,0.5155994014141945,0.0,0.0,-,-,-,-,68300.0,-,-,-,-,-,-,-,72699.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 18,Dhaka,Dhaka,613883.0,313050.0,300827.0,6.0,256012.0,"S. M. Jahangir Hossain (Bangladesh Nationalist Party (BNP)) 56.5%, Ariful Islam (National Citizen Party (NCP)) 43.5%","Bangladesh Nationalist Party (BNP) (56.5%), National Citizen Party (NCP) (43.5%)",144715.0,0.5652664718841305,0.0,0.0,0.0,0.0,111297.0,0.43473352811586957,144715.0,0.5652664718841305,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,144715.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111297.0,-
Dhaka 19,Dhaka,Dhaka,747070.0,379906.0,367151.0,13.0,314259.0,"Dewan Md. Salahuddin (Bangladesh Nationalist Party (BNP)) 60.8%, Dilshana Parul (National Citizen Party (NCP)) 39.2%","Bangladesh Nationalist Party (BNP) (60.8%), National Citizen Party (NCP) (39.2%)",190976.0,0.6077025638088328,0.0,0.0,0.0,0.0,123283.0,0.39229743619116714,190976.0,0.6077025638088328,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,190976.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123283.0,-
Dhaka 20,Dhaka,Dhaka,376639.0,187835.0,188802.0,2.0,220291.0,"Md. Tamiz Uddin (Bangladesh Nationalist Party (BNP)) 73.8%, Nabila Tasnid (National Citizen Party (NCP)) 26.2%","Bangladesh Nationalist Party (BNP) (73.8%), National Citizen Party (NCP) (26.2%)",162504.0,0.7376787975904598,0.0,0.0,0.0,0.0,57787.0,0.2623212024095401,162504.0,0.7376787975904598,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,162504.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57787.0,-
Dinajpur 1,Rangpur,Dinajpur,417133.0,208919.0,208212.0,2.0,296795.0,"Md. Monjurul Islam (Bangladesh Nationalist Party (BNP)) 60.4%, Md. Matiur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 39.6%","Bangladesh Nationalist Party (BNP) (60.4%), Bangladesh Jamaat-e-Islami (Jamaat) (39.6%)",179314.0,0.6041678599706868,117481.0,0.39583214002931316,0.0,0.0,117481.0,0.39583214002931316,179314.0,0.6041678599706868,0.0,0.0,-,-,-,-,117481.0,-,-,-,-,-,-,-,179314.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dinajpur 2,Rangpur,Dinajpur,371478.0,187112.0,184366.0,-,246148.0,"Md. Sadiq Reaz (Bangladesh Nationalist Party (BNP)) 58.6%, A. K. M. Afjalul Anam (Bangladesh Jamaat-e-Islami (Jamaat)) 41.4%","Bangladesh Nationalist Party (BNP) (58.6%), Bangladesh Jamaat-e-Islami (Jamaat) (41.4%)",144317.0,0.5863017371662577,101831.0,0.4136982628337423,0.0,0.0,101831.0,0.4136982628337423,144317.0,0.5863017371662577,0.0,0.0,-,-,-,-,101831.0,-,-,-,-,-,-,-,144317.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dinajpur 3,Rangpur,Dinajpur,415636.0,205486.0,210148.0,2.0,273825.0,"Syed Jahangir Alam (Bangladesh Nationalist Party (BNP)) 50.8%, Md. Maynul Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 49.2%","Bangladesh Nationalist Party (BNP) (50.8%), Bangladesh Jamaat-e-Islami (Jamaat) (49.2%)",139207.0,0.5083794394229891,134618.0,0.49162056057701087,0.0,0.0,134618.0,0.49162056057701087,139207.0,0.5083794394229891,0.0,0.0,-,-,-,-,134618.0,-,-,-,-,-,-,-,139207.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dinajpur 4,Rangpur,Dinajpur,421278.0,211304.0,209972.0,2.0,293243.0,"Akhtaruzzaman Mia (Bangladesh Nationalist Party (BNP)) 56.5%, Md. Aftab Uddin Molla (Bangladesh Jamaat-e-Islami (Jamaat)) 43.5%","Bangladesh Nationalist Party (BNP) (56.5%), Bangladesh Jamaat-e-Islami (Jamaat) (43.5%)",165577.0,0.5646409291952408,127666.0,0.4353590708047592,0.0,0.0,127666.0,0.4353590708047592,165577.0,0.5646409291952408,0.0,0.0,-,-,-,-,127666.0,-,-,-,-,-,-,-,165577.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dinajpur 5,Rangpur,Dinajpur,477516.0,238583.0,238930.0,3.0,222598.0,"A. Z. M. Rezwanul Haque (Independent Candidate (Independent)) 51.1%, Md. Abdul Ahad (National Citizen Party (NCP)) 48.9%","Independent Candidate (Independent) (51.1%), National Citizen Party (NCP) (48.9%)",0.0,0.0,0.0,0.0,0.0,0.0,108948.0,0.4894383597336903,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113650.0,-,-,-,-,-,-,-,-,108948.0,-
Dinajpur 6,Rangpur,Dinajpur,557692.0,278086.0,279593.0,13.0,392606.0,"Abu Zafar Md. Zahid Hossain (Bangladesh Nationalist Party (BNP)) 51.9%, Md. Anowarul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 48.1%","Bangladesh Nationalist Party (BNP) (51.9%), Bangladesh Jamaat-e-Islami (Jamaat) (48.1%)",203887.0,0.5193170761526823,188719.0,0.48068292384731764,0.0,0.0,188719.0,0.48068292384731764,203887.0,0.5193170761526823,0.0,0.0,-,-,-,-,188719.0,-,-,-,-,-,-,-,203887.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faridpur 1,Dhaka,Faridpur,510540.0,259335.0,251204.0,1.0,281247.0,"Md. Elias Molla (Bangladesh Jamaat-e-Islami (Jamaat)) 55.0%, Khandaker Nasirul Islam (Bangladesh Nationalist Party (BNP)) 45.0%","Bangladesh Jamaat-e-Islami (Jamaat) (55.0%), Bangladesh Nationalist Party (BNP) (45.0%)",126475.0,0.4496936856215355,154772.0,0.5503063143784644,0.0,0.0,154772.0,0.5503063143784644,126475.0,0.4496936856215355,0.0,0.0,-,-,-,-,154772.0,-,-,-,-,-,-,-,126475.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faridpur 2,Dhaka,Faridpur,332041.0,172904.0,159137.0,-,210999.0,"Shama Obaid Islam (Bangladesh Nationalist Party (BNP)) 57.7%, Md. Akram Ali (Bangladesh Khelafat Majlish (BKM)) 42.3%","Bangladesh Nationalist Party (BNP) (57.7%), Bangladesh Khelafat Majlish (BKM) (42.3%)",121694.0,0.5767515485855383,0.0,0.0,0.0,0.0,89305.0,0.42324845141446166,121694.0,0.5767515485855383,0.0,0.0,-,-,-,-,-,-,-,-,89305.0,-,-,-,121694.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faridpur 3,Dhaka,Faridpur,432628.0,216022.0,216600.0,6.0,272660.0,"Nayab Yusuf Ahmed (Bangladesh Nationalist Party (BNP)) 54.5%, Md. Abdut Tawab (Bangladesh Jamaat-e-Islami (Jamaat)) 45.5%","Bangladesh Nationalist Party (BNP) (54.5%), Bangladesh Jamaat-e-Islami (Jamaat) (45.5%)",148545.0,0.5447993838480159,124115.0,0.45520061615198415,0.0,0.0,124115.0,0.45520061615198415,148545.0,0.5447993838480159,0.0,0.0,-,-,-,-,124115.0,-,-,-,-,-,-,-,148545.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faridpur 4,Dhaka,Faridpur,496706.0,254655.0,242050.0,1.0,203248.0,"Md. Shahidul Islam (Bangladesh Nationalist Party (BNP)) 62.7%, Md. Sarwar Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 37.3%","Bangladesh Nationalist Party (BNP) (62.7%), Bangladesh Jamaat-e-Islami (Jamaat) (37.3%)",127443.0,0.6270320003148863,75805.0,0.37296799968511374,0.0,0.0,75805.0,0.37296799968511374,127443.0,0.6270320003148863,0.0,0.0,-,-,-,-,75805.0,-,-,-,-,-,-,-,127443.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Feni 1,Chattogram,Feni,385652.0,198759.0,186890.0,3.0,212495.0,"Munshi Rafiqul Alam (Bangladesh Nationalist Party (BNP)) 56.4%, S. M. Kamal Uddin (Bangladesh Jamaat-e-Islami (Jamaat)) 40.3%, Kazi Golam Kibria (Islami Andolan Bangladesh (IAB)) 2.5%","Bangladesh Nationalist Party (BNP) (56.4%), Bangladesh Jamaat-e-Islami (Jamaat) (40.3%), Islami Andolan Bangladesh (IAB) (2.5%)",119904.0,0.5642673945269301,85615.0,0.40290359773171136,0.0,0.0,85925.0,0.4043624555871903,119904.0,0.5642673945269301,0.0,0.0,-,215.0,-,-,85615.0,-,-,310.0,-,-,188.0,-,119904.0,-,-,-,-,-,-,-,-,5323.0,-,-,-,940.0,-,-,-,-
Feni 2,Chattogram,Feni,437078.0,225881.0,211194.0,3.0,211268.0,"Joynal Abdin (Bangladesh Nationalist Party (BNP)) 62.1%, Md. Mujibur Rahman Bhuiyan (Amar Bangladesh Party (AB)) 37.9%","Bangladesh Nationalist Party (BNP) (62.1%), Amar Bangladesh Party (AB) (37.9%)",131210.0,0.6210595073555862,0.0,0.0,0.0,0.0,80058.0,0.3789404926444137,131210.0,0.6210595073555862,0.0,0.0,80058.0,-,-,-,-,-,-,-,-,-,-,-,131210.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Feni 3,Chattogram,Feni,508194.0,263227.0,244965.0,2.0,265585.0,"Mr. Abdul Awal Mintu (Bangladesh Nationalist Party (BNP)) 59.3%, Md. Fakhruddin (Bangladesh Jamaat-e-Islami (Jamaat)) 40.7%","Bangladesh Nationalist Party (BNP) (59.3%), Bangladesh Jamaat-e-Islami (Jamaat) (40.7%)",157425.0,0.5927480844174181,108160.0,0.40725191558258184,0.0,0.0,108160.0,0.40725191558258184,157425.0,0.5927480844174181,0.0,0.0,-,-,-,-,108160.0,-,-,-,-,-,-,-,157425.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gaibandha 1,Rangpur,Gaibandha,419111.0,207573.0,211535.0,3.0,178723.0,"Md. Mazedur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 78.7%, Khandoker Ziaul Islam Md. Ali (Bangladesh Nationalist Party (BNP)) 21.3%","Bangladesh Jamaat-e-Islami (Jamaat) (78.7%), Bangladesh Nationalist Party (BNP) (21.3%)",37997.0,0.2126027427919182,140726.0,0.7873972572080817,0.0,0.0,140726.0,0.7873972572080817,37997.0,0.2126027427919182,0.0,0.0,-,-,-,-,140726.0,-,-,-,-,-,-,-,37997.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gaibandha 2,Rangpur,Gaibandha,411460.0,202034.0,209415.0,11.0,215520.0,"Md. Abdul Karim (Bangladesh Jamaat-e-Islami (Jamaat)) 56.9%, Md. Anisuzzaman Khan Babu (Bangladesh Nationalist Party (BNP)) 43.1%","Bangladesh Jamaat-e-Islami (Jamaat) (56.9%), Bangladesh Nationalist Party (BNP) (43.1%)",92890.0,0.4310040831477357,122630.0,0.5689959168522642,0.0,0.0,122630.0,0.5689959168522642,92890.0,0.4310040831477357,0.0,0.0,-,-,-,-,122630.0,-,-,-,-,-,-,-,92890.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gaibandha 3,Rangpur,Gaibandha,506185.0,248901.0,257275.0,9.0,303321.0,"Abul Kausar Md. Nazrul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 53.9%, Syed Mainul Hassain Sadik (Bangladesh Nationalist Party (BNP)) 46.1%","Bangladesh Jamaat-e-Islami (Jamaat) (53.9%), Bangladesh Nationalist Party (BNP) (46.1%)",139864.0,0.46110885827225945,163457.0,0.5388911417277406,0.0,0.0,163457.0,0.5388911417277406,139864.0,0.46110885827225945,0.0,0.0,-,-,-,-,163457.0,-,-,-,-,-,-,-,139864.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gaibandha 4,Rangpur,Gaibandha,468384.0,231616.0,236758.0,10.0,282510.0,"Md. Shamim Kaiser (Bangladesh Nationalist Party (BNP)) 50.5%, Md. Abdur Rahim Sarkar (Bangladesh Jamaat-e-Islami (Jamaat)) 49.5%","Bangladesh Nationalist Party (BNP) (50.5%), Bangladesh Jamaat-e-Islami (Jamaat) (49.5%)",142772.0,0.5053697214257903,139738.0,0.49463027857420977,0.0,0.0,139738.0,0.49463027857420977,142772.0,0.5053697214257903,0.0,0.0,-,-,-,-,139738.0,-,-,-,-,-,-,-,142772.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gaibandha 5,Rangpur,Gaibandha,385261.0,192277.0,192981.0,3.0,162757.0,"Md. Abdul Wares (Bangladesh Jamaat-e-Islami (Jamaat)) 54.9%, Md. Faruk Alam Sarker (Bangladesh Nationalist Party (BNP)) 45.1%","Bangladesh Jamaat-e-Islami (Jamaat) (54.9%), Bangladesh Nationalist Party (BNP) (45.1%)",73483.0,0.4514890296577106,89274.0,0.5485109703422895,0.0,0.0,89274.0,0.5485109703422895,73483.0,0.4514890296577106,0.0,0.0,-,-,-,-,89274.0,-,-,-,-,-,-,-,73483.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gazipur 1,Dhaka,Gazipur,720939.0,360234.0,360693.0,12.0,358241.0,"Md. Muzibur Rahman (Bangladesh Nationalist Party (BNP)) 58.3%, Md. Shah Alam Bakshi (Bangladesh Jamaat-e-Islami (Jamaat)) 41.7%","Bangladesh Nationalist Party (BNP) (58.3%), Bangladesh Jamaat-e-Islami (Jamaat) (41.7%)",208688.0,0.5825352207033813,149553.0,0.41746477929661874,0.0,0.0,149553.0,0.41746477929661874,208688.0,0.5825352207033813,0.0,0.0,-,-,-,-,149553.0,-,-,-,-,-,-,-,208688.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gazipur 2,Dhaka,Gazipur,804333.0,400402.0,403918.0,13.0,329556.0,"M. Manjurul Karim Roni (Bangladesh Nationalist Party (BNP)) 57.2%, Ali Naser Khan (National Citizen Party (NCP)) 42.8%","Bangladesh Nationalist Party (BNP) (57.2%), National Citizen Party (NCP) (42.8%)",188606.0,0.5723033414654869,0.0,0.0,0.0,0.0,140950.0,0.4276966585345131,188606.0,0.5723033414654869,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,188606.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140950.0,-
Gazipur 3,Dhaka,Gazipur,527360.0,260191.0,267162.0,7.0,262882.0,"S. M. Rafiqul Islam (Bangladesh Nationalist Party (BNP)) 61.8%, Md. Ehsanul Haque (Bangladesh Khelafat Majlish (BKM)) 38.2%","Bangladesh Nationalist Party (BNP) (61.8%), Bangladesh Khelafat Majlish (BKM) (38.2%)",162343.0,0.6175508403009715,0.0,0.0,0.0,0.0,100539.0,0.3824491596990285,162343.0,0.6175508403009715,0.0,0.0,-,-,-,-,-,-,-,-,100539.0,-,-,-,162343.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gazipur 4,Dhaka,Gazipur,330977.0,164429.0,166548.0,-,192169.0,"Salah Uddin (Bangladesh Jamaat-e-Islami (Jamaat)) 53.0%, Shah Reazul Hannan (Bangladesh Nationalist Party (BNP)) 47.0%","Bangladesh Jamaat-e-Islami (Jamaat) (53.0%), Bangladesh Nationalist Party (BNP) (47.0%)",90390.0,0.47036722884544335,101779.0,0.5296327711545566,0.0,0.0,101779.0,0.5296327711545566,90390.0,0.47036722884544335,0.0,0.0,-,-,-,-,101779.0,-,-,-,-,-,-,-,90390.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gazipur 5,Dhaka,Gazipur,354643.0,179093.0,175548.0,2.0,211992.0,"A. K. M. Fazlul Haque Milan (Bangladesh Nationalist Party (BNP)) 63.1%, Md. Khairul Hassan (Bangladesh Jamaat-e-Islami (Jamaat)) 36.9%","Bangladesh Nationalist Party (BNP) (63.1%), Bangladesh Jamaat-e-Islami (Jamaat) (36.9%)",133869.0,0.6314813766557229,78123.0,0.36851862334427715,0.0,0.0,78123.0,0.36851862334427715,133869.0,0.6314813766557229,0.0,0.0,-,-,-,-,78123.0,-,-,-,-,-,-,-,133869.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gopalganj 1,Dhaka,Gopalganj,399510.0,202816.0,196694.0,-,123791.0,"Md. Selimuzzaman Molla (Bangladesh Nationalist Party (BNP)) 56.1%, Md. Kabir Mia (Gono Odhikar Parishad (GOP)) 43.9%","Bangladesh Nationalist Party (BNP) (56.1%), Gono Odhikar Parishad (GOP) (43.9%)",69462.0,0.5611231834301362,0.0,0.0,0.0,0.0,0.0,0.0,123791.0,1.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,69462.0,-,-,-,-,-,54329.0,-,-,-,-,-,-,-,-,-,-,-
Gopalganj 2,Dhaka,Gopalganj,384326.0,194060.0,190262.0,4.0,73087.0,"K. M. Babar (Bangladesh Nationalist Party (BNP)) 54.8%, M. H. Khan Manju (Independent Candidate (Independent)) 45.2%","Bangladesh Nationalist Party (BNP) (54.8%), Independent Candidate (Independent) (45.2%)",40048.0,0.5479497037776896,0.0,0.0,0.0,0.0,0.0,0.0,40048.0,0.5479497037776896,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,40048.0,-,-,-,-,-,-,33039.0,-,-,-,-,-,-,-,-,-,-
Gopalganj 3,Dhaka,Gopalganj,308784.0,158403.0,150380.0,1.0,95330.0,"S. M. Zilany (Bangladesh Nationalist Party (BNP)) 64.0%, Gobinda Chandra Pramanik (Independent Candidate (Independent)) 36.0%","Bangladesh Nationalist Party (BNP) (64.0%), Independent Candidate (Independent) (36.0%)",60991.0,0.6397881044791776,0.0,0.0,0.0,0.0,0.0,0.0,60991.0,0.6397881044791776,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,60991.0,-,-,-,-,-,-,34339.0,-,-,-,-,-,-,-,-,-,-
Habiganj 1,Sylhet,Habiganj,466921.0,236576.0,230340.0,5.0,168131.0,"Reza Kibria (Bangladesh Nationalist Party (BNP)) 66.6%, Sirajul Islam (Bangladesh Khelafat Majlish (BKM)) 33.4%","Bangladesh Nationalist Party (BNP) (66.6%), Bangladesh Khelafat Majlish (BKM) (33.4%)",111999.0,0.6661412826902832,0.0,0.0,0.0,0.0,56132.0,0.33385871730971683,111999.0,0.6661412826902832,0.0,0.0,-,-,-,-,-,-,-,-,56132.0,-,-,-,111999.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Habiganj 2,Sylhet,Habiganj,394756.0,200162.0,194590.0,4.0,192345.0,"Abu Mansur Sakhawat Hasan (Bangladesh Nationalist Party (BNP)) 65.8%, Abdul Basit Azad (Khelafat Majlis) 34.2%","Bangladesh Nationalist Party (BNP) (65.8%), Khelafat Majlis (34.2%)",126583.0,0.6581039278379994,0.0,0.0,0.0,0.0,65762.0,0.3418960721620006,126583.0,0.6581039278379994,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,126583.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65762.0,-,-
