seat_id,seat_number,seat_name,division,district,party,candidate,votes
318656,96,Bagerhat 2,Khulna,Bagerhat,Bangladesh Jamaat-e-Islami (Jamaat),Sheikh Manjurul Haque,117709
318661,97,Bagerhat 3,Khulna,Bagerhat,Independent Candidate (Independent),M. A. H. Selim,425
318661,97,Bagerhat 3,Khulna,Bagerhat,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Wadud Sheikh,83550
318661,97,Bagerhat 3,Khulna,Bagerhat,Jatiya Samajtantrik Dal (JSD),Md. Habibur Rahman Master,349
318661,97,Bagerhat 3,Khulna,Bagerhat,Bangladesh Nationalist Party (BNP),Sheikh Faridul Islam,102661
318661,97,Bagerhat 3,Khulna,Bagerhat,Islami Andolan Bangladesh (IAB),Sheikh Zillur Rahman,3640
318666,98,Bagerhat 4,Khulna,Bagerhat,Islami Andolan Bangladesh (IAB),Md. Omar Faruk,8501
318666,98,Bagerhat 4,Khulna,Bagerhat,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Alim,116067
318666,98,Bagerhat 4,Khulna,Bagerhat,Jatiya Samajtantrik Dal-JASAD,Md. A. Latif Khan,315
318666,98,Bagerhat 4,Khulna,Bagerhat,Independent Candidate (Independent),Kazi Khairuzzaman,229
318666,98,Bagerhat 4,Khulna,Bagerhat,Jatiya Party (JaPa),Sajon Kumar Mistri,1147
318666,98,Bagerhat 4,Khulna,Bagerhat,Bangladesh Nationalist Party (BNP),Som Nath De,98326
319491,99,Khulna 1,Khulna,Khulna,Communist Party of Bangladesh (CPB),Kishor Kumar Roy,4742
319491,99,Khulna 1,Khulna,Khulna,Gono Odhikar Parishad (GOP),G. M. Rokonuzzaman,84
319491,99,Khulna 1,Khulna,Khulna,Independent Candidate (Independent),Achintya Kumar Mondal,710
319491,99,Khulna 1,Khulna,Khulna,Jatiya Party (JaPa),Md. Jahangir Hossain,630
319491,99,Khulna 1,Khulna,Khulna,Bangladesh Jamaat-e-Islami (Jamaat),Krishna Nandi,70346
319491,99,Khulna 1,Khulna,Khulna,Independent Candidate (Independent),Gobinda Halder,894
319491,99,Khulna 1,Khulna,Khulna,Jatiya Samajtantrik Dal (JSD),Prosenjit Dutta,513
319491,99,Khulna 1,Khulna,Khulna,Bangladesh Nationalist Party (BNP),Amir Ejaz Khan,121352
319491,99,Khulna 1,Khulna,Khulna,Islami Andolan Bangladesh (IAB),Md. Abu Sayed,5619
319491,99,Khulna 1,Khulna,Khulna,Bangladesh Somo Odhikar Party (BEP),Subrata Mondal,169
319491,99,Khulna 1,Khulna,Khulna,Bangladesh Minority Janata Party (BMJP),Prabir Gopal Roy,567
319491,99,Khulna 1,Khulna,Khulna,Bangladesh Islami Front (BIF),Sunil Shubho Roy,881
319496,100,Khulna 2,Khulna,Khulna,Bangladesh Jamaat-e-Islami (Jamaat),Sheikh Jahangir Hossain Helal,93789
319496,100,Khulna 2,Khulna,Khulna,Bangladesh Nationalist Party (BNP),Nazrul Islam Manju,88197
319496,100,Khulna 2,Khulna,Khulna,Islami Andolan Bangladesh (IAB),Amanullah,7298
319501,101,Khulna 3,Khulna,Khulna,Islami Andolan Bangladesh (IAB),Md. A. A. Auwal,5705
319501,101,Khulna 3,Khulna,Khulna,Bangladesh Nationalist Party (BNP),Rakibul Islam,74845
319501,101,Khulna 3,Khulna,Khulna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mahfuzur Rahman,66010
319501,101,Khulna 3,Khulna,Khulna,Independent Candidate (Independent),Moin Md. Mayaz,98
319501,101,Khulna 3,Khulna,Khulna,Independent Candidate (Independent),Md. Abul Hasnat Siddiqui,68
319501,101,Khulna 3,Khulna,Khulna,Independent Candidate (Independent),Md. Murad Khan Liton,83
319501,101,Khulna 3,Khulna,Khulna,Jatiya Party (JaPa),Md. Abdullah Al Mamun,1070
319501,101,Khulna 3,Khulna,Khulna,Independent Candidate (Independent),S. M. Arifur Rahman,838
319501,101,Khulna 3,Khulna,Khulna,Bangladesh Samajtantrik Dal (Basad),Janardan Dutta,246
319501,101,Khulna 3,Khulna,Khulna,Nationalist Democratic Movement (NDM),Sheikh Arman Hossain,141
319506,102,Khulna 4,Khulna,Khulna,Khelafat Majlis,S. M. Sakhaowat Hossain,109530
319506,102,Khulna 4,Khulna,Khulna,Islami Andolan Bangladesh (IAB),Yunus Ahmed Sheikh,13345
319506,102,Khulna 4,Khulna,Khulna,Bangladesh Nationalist Party (BNP),S. K. Azizul Bari,123162
319506,102,Khulna 4,Khulna,Khulna,Independent Candidate (Independent),S. M. Azmal Hossain,859
319511,103,Khulna 5,Khulna,Khulna,Jatiya Party (JaPa),Shamim Ara Parvin,1319
319511,103,Khulna 5,Khulna,Khulna,Bangladesh Jamaat-e-Islami (Jamaat),Mia Golam Parwar,146246
319511,103,Khulna 5,Khulna,Khulna,Bangladesh Nationalist Party (BNP),Md. Ali Asgar,148854
319511,103,Khulna 5,Khulna,Khulna,Communist Party of Bangladesh (CPB),Chitta Ranjan Goldar,1790
319516,104,Khulna 6,Khulna,Khulna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abul Kalam Azad,150724
319516,104,Khulna 6,Khulna,Khulna,Jatiya Party (JaPa),Md. Mostafa Kamal Jahangir,2717
319516,104,Khulna 6,Khulna,Khulna,Bangladesh Nationalist Party (BNP),S. M. Monirul Hasan,124710
319516,104,Khulna 6,Khulna,Khulna,Islami Andolan Bangladesh (IAB),Md. Asadullah Fakir,2950
319516,104,Khulna 6,Khulna,Khulna,Communist Party of Bangladesh (CPB),Prashanta Kumar Mondal,1571
320241,105,Satkhira 1,Khulna,Satkhira,Bangladesh Congress,Md. Iyarul Islam,715
320241,105,Satkhira 1,Khulna,Satkhira,Islami Andolan Bangladesh (IAB),Sheikh Md. Rezaul Karim,2071
320241,105,Satkhira 1,Khulna,Satkhira,Bangladesh Jamaat-e-Islami (Jamaat),Md. Izzat Ullah,193772
320241,105,Satkhira 1,Khulna,Satkhira,Bangladesh Nationalist Party (BNP),Md. Habibul Islam Habib,169995
320241,105,Satkhira 1,Khulna,Satkhira,Jatiya Party (JaPa),Ziaur Rahman,2544
320246,106,Satkhira 2,Khulna,Satkhira,Bangladesh Nationalist Party (BNP),Md. Abdur Rauf,116293
320246,106,Satkhira 2,Khulna,Satkhira,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Khalek,266959
320246,106,Satkhira 2,Khulna,Satkhira,Islami Andolan Bangladesh (IAB),Mufti Rabiul Islam,1976
320246,106,Satkhira 2,Khulna,Satkhira,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Md. Idris Ali,317
320246,106,Satkhira 2,Khulna,Satkhira,Jatiya Party (JaPa),Md. Ashrafuzzaman,4278
320251,107,Satkhira 3,Khulna,Satkhira,Islami Andolan Bangladesh (IAB),Md. Waj Qurani,2497
320251,107,Satkhira 3,Khulna,Satkhira,Bangladesh Jamaat-e-Islami (Jamaat),Hafez Md. Rabiul Bashar,184233
320251,107,Satkhira 3,Khulna,Satkhira,Bangladesh Minority Janata Party (BMJP),Rubel Hossain,583
320251,107,Satkhira 3,Khulna,Satkhira,Independent Candidate (Independent),Md. Shahidul Alam,105379
320251,107,Satkhira 3,Khulna,Satkhira,Jatiya Party (JaPa),Md. Alip Hossain,722
320251,107,Satkhira 3,Khulna,Satkhira,Bangladesh Nationalist Party (BNP),Kazi Alauddin,56819
320256,108,Satkhira 4,Khulna,Satkhira,Islami Andolan Bangladesh (IAB),S. M. Mostafa Al Mamun,4902
320256,108,Satkhira 4,Khulna,Satkhira,Bangladesh Jamaat-e-Islami (Jamaat),G. M. Nazrul Islam,106913
320256,108,Satkhira 4,Khulna,Satkhira,Jatiya Party (JaPa),Md. Abdur Rashid,1142
320256,108,Satkhira 4,Khulna,Satkhira,Bangladesh Nationalist Party (BNP),Md. Moniruzzaman,85426
318686,109,Barguna 1,Barishal,Barguna,Bangladesh Nationalist Party (BNP),Md. Nazrul Islam Molla,136145
318686,109,Barguna 1,Barishal,Barguna,Khelafat Majlis,Md. Jahangir Hossain,6232
318686,109,Barguna 1,Barishal,Barguna,Islami Andolan Bangladesh (IAB),Md. Ali Ullah,140291
318686,109,Barguna 1,Barishal,Barguna,Jatiya Party (Manju) (JP–Manju),Md. Jamal Hossain,981
318691,110,Barguna 2,Barishal,Barguna,Bangladesh Nationalist Party (BNP),Md. Nurul Islam,90643
318691,110,Barguna 2,Barishal,Barguna,Islami Andolan Bangladesh (IAB),Md. Mizanur Rahman,16463
318691,110,Barguna 2,Barishal,Barguna,Bangladesh Congress,Md. Sabbir Ahmed,219
318691,110,Barguna 2,Barishal,Barguna,Bangladesh Jatiya Party (Matin),Md. Kamruzzaman Liton,115
318691,110,Barguna 2,Barishal,Barguna,Jatiya Party (JaPa),Abdul Latif Faraji,1248
318691,110,Barguna 2,Barishal,Barguna,Nationalist Democratic Movement (NDM),Md. Najes Afroze,294
318691,110,Barguna 2,Barishal,Barguna,Bangladesh Jamaat-e-Islami (Jamaat),Sultan Ahmed,85247
318691,110,Barguna 2,Barishal,Barguna,National People's Party (NPP),Md. Solaiman,95
318691,110,Barguna 2,Barishal,Barguna,Independent Candidate (Independent),Md. Rashed Ud Zaman,298
320101,111,Patuakhali 1,Barishal,Patuakhali,Bangladesh Nationalist Party (BNP),Altaf Hossain Chowdhury,152087
320101,111,Patuakhali 1,Barishal,Patuakhali,Islami Andolan Bangladesh (IAB),Md. Firoz Alam,58161
320101,111,Patuakhali 1,Barishal,Patuakhali,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Goutam Chandra Shil,1334
320101,111,Patuakhali 1,Barishal,Patuakhali,Gono Odhikar Parishad (GOP),Md. Shahidul Islam Fahim,347
320101,111,Patuakhali 1,Barishal,Patuakhali,Amar Bangladesh Party (AB),Md. Abdul Ohab,46010
320101,111,Patuakhali 1,Barishal,Patuakhali,Jatiya Party (JaPa),A. Mannan Hawladar,1055
320106,112,Patuakhali 2,Barishal,Patuakhali,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shafiqul Islam,100750
320106,112,Patuakhali 2,Barishal,Patuakhali,Islami Andolan Bangladesh (IAB),Malek Hossain,14418
320106,112,Patuakhali 2,Barishal,Patuakhali,Amar Bangladesh Party (AB),Md. Ruhul Amin,410
320106,112,Patuakhali 2,Barishal,Patuakhali,Gono Odhikar Parishad (GOP),Md. Habibur Rahman,353
320106,112,Patuakhali 2,Barishal,Patuakhali,Bangladesh Nationalist Party (BNP),Md. Shahidul Alam Talukdar,72676
320111,113,Patuakhali 3,Barishal,Patuakhali,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shah Alam,16255
320111,113,Patuakhali 3,Barishal,Patuakhali,Gono Odhikar Parishad (GOP),Md. Nurul Haque,97323
320111,113,Patuakhali 3,Barishal,Patuakhali,Independent Candidate (Independent),Md. Hasan Mamun,81361
320111,113,Patuakhali 3,Barishal,Patuakhali,Islami Andolan Bangladesh (IAB),Md. Abu Bakar Siddiqui,38188
320111,113,Patuakhali 3,Barishal,Patuakhali,Independent Candidate (Independent),Sm Fazlul Haque,978
320116,114,Patuakhali 4,Barishal,Patuakhali,Islami Andolan Bangladesh (IAB),Mostafizur Rahman,70127
320116,114,Patuakhali 4,Barishal,Patuakhali,Bangladesh Nationalist Party (BNP),A. B. M. Mosharraf Hossain,124013
320116,114,Patuakhali 4,Barishal,Patuakhali,Khelafat Majlis,Zahir Uddin Ahmed,14985
320116,114,Patuakhali 4,Barishal,Patuakhali,Gono Odhikar Parishad (GOP),Md. Rabiul Hasan,202
318736,115,Bhola 1,Barishal,Bhola,Bangladesh Jatiya Party (BJP),Andaleeve Rahman,105543
318736,115,Bhola 1,Barishal,Bhola,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nazrul Islam,75337
318736,115,Bhola 1,Barishal,Bhola,Islamic Front Bangladesh (IFB),Md. Ashraf Ali,303
318736,115,Bhola 1,Barishal,Bhola,Islami Andolan Bangladesh (IAB),Md. Obaidur Rahman,25245
318736,115,Bhola 1,Barishal,Bhola,Jatiya Party (JaPa),Md. Akbar Hossain,599
318736,115,Bhola 1,Barishal,Bhola,Gono Odhikar Parishad (GOP),Md. Ainur Rahman Jewel Mia,1103
318736,115,Bhola 1,Barishal,Bhola,Independent Candidate (Independent),Rafizul Hossain,134
318736,115,Bhola 1,Barishal,Bhola,National People's Party (NPP),Md. Mizanur Rahman,217
318741,116,Bhola 2,Barishal,Bhola,Bangladesh Nationalist Party (BNP),Md. Hafiz Ibrahim,119085
318741,116,Bhola 2,Barishal,Bhola,Bangladesh Liberal Democratic Party (LDP),Mokfar Uddin Chowdhury,381
318741,116,Bhola 2,Barishal,Bhola,Independent Candidate (Independent),Taslima Begum,291
318741,116,Bhola 2,Barishal,Bhola,Amjanatar Dol,Md. Ala Uddin,370
318741,116,Bhola 2,Barishal,Bhola,Jatiya Party (JaPa),Md. Jahangir Alam Ritu,450
318741,116,Bhola 2,Barishal,Bhola,Bangladesh Jamaat-e-Islami (Jamaat),Md. Fazlul Karim,93703
318741,116,Bhola 2,Barishal,Bhola,Independent Candidate (Independent),Md. Zakir Hossain Khandaker,596
318741,116,Bhola 2,Barishal,Bhola,Independent Candidate (Independent),Mohibullah Khokon,546
318746,117,Bhola 3,Barishal,Bhola,Bangladesh Nationalist Party (BNP),Hafiz Uddin Ahmed Bir Bikram,145990
318746,117,Bhola 3,Barishal,Bhola,Islami Andolan Bangladesh (IAB),Md. Mosleh Uddin,7255
318746,117,Bhola 3,Barishal,Bhola,Jatiya Party (JaPa),Md. Kamal Uddin,789
318746,117,Bhola 3,Barishal,Bhola,Gono Odhikar Parishad (GOP),Md. Abu Taiyeb,260
318746,117,Bhola 3,Barishal,Bhola,Bangladesh Development Party (BDP),Md. Nizamul Haque,57351
318746,117,Bhola 3,Barishal,Bhola,Independent Candidate (Independent),Md. Rahmat Ullah,508
318751,118,Bhola 4,Barishal,Bhola,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mostofa Kamal,81937
318751,118,Bhola 4,Barishal,Bhola,Amjanatar Dol,Md. Jalal Uddin Rumi,176
318751,118,Bhola 4,Barishal,Bhola,Islami Andolan Bangladesh (IAB),Abul Mokarram Md. Kamal Uddin,24935
318751,118,Bhola 4,Barishal,Bhola,Bangladesh Nationalist Party (BNP),Md. Nurul Islam,189351
318751,118,Bhola 4,Barishal,Bhola,Jatiya Party (JaPa),Md. Mizanur Rahman,545
318751,118,Bhola 4,Barishal,Bhola,Nationalist Democratic Movement (NDM),Md. Abul Kalam,208
318751,118,Bhola 4,Barishal,Bhola,Independent Candidate (Independent),Md. Rafiqul Islam,235
318701,119,Barishal 1,Barishal,Barishal,Bangladesh Jamaat-e-Islami (Jamaat),Md. Kamrul Islam Khan,46263
318701,119,Barishal 1,Barishal,Barishal,Bangladesh Nationalist Party (BNP),Zahir Uddin Swapon,100552
318701,119,Barishal 1,Barishal,Barishal,Independent Candidate (Independent),Abdus Sobhan,44188
318701,119,Barishal 1,Barishal,Barishal,Islami Andolan Bangladesh (IAB),Md. Rasel Sardar,6846
318701,119,Barishal 1,Barishal,Barishal,Jatiya Party (Manju) (JP–Manju),Cherniabat Sekandar Ali,1736
318706,120,Barishal 2,Barishal,Barishal,Bangladesh Nationalist Party (BNP),Sardar Sarfuddin Ahmed,141622
318706,120,Barishal 2,Barishal,Barishal,Islami Andolan Bangladesh (IAB),Md. Nesar Uddin,6021
318706,120,Barishal 2,Barishal,Barishal,Bangladesh Jamaat-e-Islami (Jamaat),Abdul Mannan,78082
318706,120,Barishal 2,Barishal,Barishal,Jatiya Party (JaPa),M. A. Jalil,1199
318706,120,Barishal 2,Barishal,Barishal,National People's Party (NPP),Saheb Ali,185
318706,120,Barishal 2,Barishal,Barishal,Gono Odhikar Parishad (GOP),Ranjit Kumar Baroi,700
318706,120,Barishal 2,Barishal,Barishal,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Md. Abul Kalam Azad,135
318706,120,Barishal 2,Barishal,Barishal,Jatiya Party (Manju) (JP–Manju),A. Haque,2329
318711,121,Barishal 3,Barishal,Barishal,Islami Andolan Bangladesh (IAB),Md. Sirajul Islam,16325
318711,121,Barishal 3,Barishal,Barishal,Bangladesh Nationalist Party (BNP),Zainul Abedin,80930
318711,121,Barishal 3,Barishal,Barishal,Gono Odhikar Parishad (GOP),Yamin Hm Fardin,860
318711,121,Barishal 3,Barishal,Barishal,Amar Bangladesh Party (AB),Md. Asaduzzaman Bhuiya,61192
318711,121,Barishal 3,Barishal,Barishal,Jatiya Party (JaPa),Golam Kibria Tipu,14184
318711,121,Barishal 3,Barishal,Barishal,Bangladesh Samajtantrik Dal (Basad),Md. Azmul Hasan Jihad,214
318716,122,Barishal 4,Barishal,Barishal,Bangladesh Sangskritik Muktijote (BSM),Abdul Jalil,413
318716,122,Barishal 4,Barishal,Barishal,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Abdus Salam Khokon,334
318716,122,Barishal 4,Barishal,Barishal,Islami Andolan Bangladesh (IAB),Syed Eshak Md. Abul Khayer,36753
318716,122,Barishal 4,Barishal,Barishal,Bangladesh Nationalist Party (BNP),Md. Rajib Ahsan,128322
318716,122,Barishal 4,Barishal,Barishal,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Jabbar,74684
318721,123,Barishal 5,Barishal,Barishal,National People's Party (NPP),Abdul Hannan Sikdar,494
318721,123,Barishal 5,Barishal,Barishal,Bangladesh Samajtantrik Dal (Basad),Monisha Chakraborty,22486
318721,123,Barishal 5,Barishal,Barishal,Bangladesh Nationalist Party (BNP),Md. Mojibur Rahman Sarwar,135146
318721,123,Barishal 5,Barishal,Barishal,Jatiya Party (JaPa),Akhtar Rahman,909
318721,123,Barishal 5,Barishal,Barishal,Islami Andolan Bangladesh (IAB),Mufti Syed Md. Faizul Karim,95044
318721,123,Barishal 5,Barishal,Barishal,Socialist Party of Bangladesh (Marxist) (SPB-M),Md. Saidur Rahman,300
318726,124,Barishal 6,Barishal,Barishal,Islami Andolan Bangladesh (IAB),Mufti Syed Md. Faizul Karim,29146
318726,124,Barishal 6,Barishal,Barishal,Bangladesh Muslim League (BML),Abdul Quddus,244
318726,124,Barishal 6,Barishal,Barishal,Gono Odhikar Parishad (GOP),Md. Salahuddin Mia,139
318726,124,Barishal 6,Barishal,Barishal,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mahmudun Nabi,55988
318726,124,Barishal 6,Barishal,Barishal,Bangladesh Nationalist Party (BNP),Abul Hossain Khan,82217
318726,124,Barishal 6,Barishal,Barishal,Independent Candidate (Independent),Md. Kamrul Islam Khan,366
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Independent Candidate (Independent),M. Moin Alam Firozi,593
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Bangladesh Nationalist Party (BNP),Rafiqul Islam Jamal,62010
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Janotar Dol,Md. Jasim Uddin Talukdar,63
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Jatiya Party (JaPa),Md. Kamruzzaman Khan,321
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Bangladesh Jamaat-e-Islami (Jamaat),Faizul Haq,55120
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Islami Andolan Bangladesh (IAB),Ibrahim,7744
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Jatiya Samajtantrik Dal (JSD),Md. Sohrab Hossain,110
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Gono Odhikar Parishad (GOP),Md. Shahadat Hossain,132
319426,125,Jhalokathi 1,Barishal,Jhalokathi,Independent Candidate (Independent),Md. Sabbir Ahmed,345
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Bangladesh Nationalist Party (BNP),Israt Sultana Elen Bhutto,113419
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Independent Candidate (Independent),Syed Razzak Ali,3125
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Gono Odhikar Parishad (GOP),Md. Mahmudul Islam Sagar,212
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Islami Andolan Bangladesh (IAB),Md. Sirajul Islam Siraji,24543
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Bangladesh Jamaat-e-Islami (Jamaat),S. M. Neyamul Karim,70556
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Independent Candidate (Independent),Md. Nuruddin Sardar,77
319431,126,Jhalokathi 2,Barishal,Jhalokathi,National People's Party (NPP),Forkan Hossain,127
319431,126,Jhalokathi 2,Barishal,Jhalokathi,Jatiya Samajtantrik Dal (JSD),Masud Parvez,105
320126,127,Pirojpur 1,Barishal,Pirojpur,Bangladesh Jamaat-e-Islami (Jamaat),Masud Sayeedi,132659
320126,127,Pirojpur 1,Barishal,Pirojpur,Bangladesh Nationalist Party (BNP),Alamgir Hossain,107105
320131,128,Pirojpur 2,Barishal,Pirojpur,Amar Bangladesh Party (AB),Faisal Khan,390
320131,128,Pirojpur 2,Barishal,Pirojpur,Islami Andolan Bangladesh (IAB),Md. Abul Kalam Azad,6697
320131,128,Pirojpur 2,Barishal,Pirojpur,Gono Odhikar Parishad (GOP),Md. Anisur Rahman,145
320131,128,Pirojpur 2,Barishal,Pirojpur,Jatiya Party (JaPa),Md. Mahibul Hossain,4705
320131,128,Pirojpur 2,Barishal,Pirojpur,Independent Candidate (Independent),Mahmud Hossain,16219
320131,128,Pirojpur 2,Barishal,Pirojpur,Bangladesh Jamaat-e-Islami (Jamaat),Shamim Saeedi,96897
320131,128,Pirojpur 2,Barishal,Pirojpur,Bangladesh Nationalist Party (BNP),Ahmed Sohail Manzur,105185
320136,129,Pirojpur 3,Barishal,Pirojpur,Islami Andolan Bangladesh (IAB),Md. Rustam Ali Farazi,35968
320136,129,Pirojpur 3,Barishal,Pirojpur,Bangladesh Nationalist Party (BNP),Md. Ruhul Amin Dulal,63791
320136,129,Pirojpur 3,Barishal,Pirojpur,Independent Candidate (Independent),Tauhiduzzaman,231
320136,129,Pirojpur 3,Barishal,Pirojpur,National Citizen Party (NCP),Md. Shamim Hamidi,36616
320136,129,Pirojpur 3,Barishal,Pirojpur,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Karim Sikdar,212
320136,129,Pirojpur 3,Barishal,Pirojpur,Jatiya Party (JaPa),Md. Mashreful Azam,169
320406,130,Tangail 1,Dhaka,Tangail,Jatiya Party (JaPa),Md. Ilyas Hossain,2194
320406,130,Tangail 1,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdullah Kafi,94462
320406,130,Tangail 1,Dhaka,Tangail,Islami Andolan Bangladesh (IAB),Md. Harun Or Rashid,1731
320406,130,Tangail 1,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Fakir Mahbub Anam,153932
320406,130,Tangail 1,Dhaka,Tangail,Independent Candidate (Independent),Md. Ali,723
320406,130,Tangail 1,Dhaka,Tangail,Independent Candidate (Independent),Md. Asadul Islam,28259
320411,131,Tangail 2,Dhaka,Tangail,Jatiya Party (JaPa),Md. Humayun Kabir Talukder,1854
320411,131,Tangail 2,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Md. Abdus Salam Pintu,198213
320411,131,Tangail 2,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),Md. Humayun Kabir,60871
320411,131,Tangail 2,Dhaka,Tangail,Islami Andolan Bangladesh (IAB),Md. Monowar Hossain Sagar,4777
320416,132,Tangail 3,Dhaka,Tangail,National Citizen Party (NCP),Saifullah Haider,34588
320416,132,Tangail 3,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Sm Obaidul Haque,82769
320416,132,Tangail 3,Dhaka,Tangail,Independent Candidate (Independent),Md. Lutfar Rahman Khan Azad,107901
320416,132,Tangail 3,Dhaka,Tangail,Islami Andolan Bangladesh (IAB),Md. Rezaul Karim,107901
320416,132,Tangail 3,Dhaka,Tangail,Independent Candidate (Independent),Ainin Nahar,1087
320421,133,Tangail 4,Dhaka,Tangail,Jatiya Party (JaPa),Md. Liaquat Ali,758
320421,133,Tangail 4,Dhaka,Tangail,Independent Candidate (Independent),Md. Abdul Halim Mia,4152
320421,133,Tangail 4,Dhaka,Tangail,Independent Candidate (Independent),Abdul Latif Siddiqui,62509
320421,133,Tangail 4,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Md. Lutfar Rahman,105342
320421,133,Tangail 4,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),Khandaker Abdur Razzak,50192
320421,133,Tangail 4,Dhaka,Tangail,Islami Andolan Bangladesh (IAB),Ali Amjad Hossain,1822
320426,134,Tangail 5,Dhaka,Tangail,Bangladesh Supreme Party (BSP),Md. Hasrat Khan Bhasani,1189
320426,134,Tangail 5,Dhaka,Tangail,Gono Odhikar Parishad (GOP),Md. Shafiqul Islam,263
320426,134,Tangail 5,Dhaka,Tangail,Islami Andolan Bangladesh (IAB),Khandaker Zakir Hossain,2600
320426,134,Tangail 5,Dhaka,Tangail,Jatiya Samajtantrik Dal (JSD),Syed Khalequzzaman Mustafa,1092
320426,134,Tangail 5,Dhaka,Tangail,Independent Candidate (Independent),Md. Farhad Iqbal,69408
320426,134,Tangail 5,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),Ahsan Habib,80283
320426,134,Tangail 5,Dhaka,Tangail,Jatiya Party (JaPa),Md. Mozammel Haque,1636
320426,134,Tangail 5,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Sultan Saladin Tuku,131279
320426,134,Tangail 5,Dhaka,Tangail,Bangladesh Congress,A. K. M. Shafiqul Islam,109
320426,134,Tangail 5,Dhaka,Tangail,Ganosanhati Andolan (GSA),Fatema Akter,221
320431,135,Tangail 6,Dhaka,Tangail,Islami Andolan Bangladesh (IAB),Md. Akhinur Mia,12068
320431,135,Tangail 6,Dhaka,Tangail,Jatiya Party (JaPa),Md. Mamunur Rahim,1166
320431,135,Tangail 6,Dhaka,Tangail,Jatiya Party (Manju) (JP–Manju),Tareq Shams Khan,3489
320431,135,Tangail 6,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Md. Rabiul Awal,150952
320431,135,Tangail 6,Dhaka,Tangail,Independent Candidate (Independent),Md. Jewel Sarkar,15161
320431,135,Tangail 6,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),A. K. M. Abdul Hamid,91914
320431,135,Tangail 6,Dhaka,Tangail,Independent Candidate (Independent),Md. Ashraful Islam,2996
320436,136,Tangail 7,Dhaka,Tangail,Bangladesh Republican Party (BRP),Md. Tofazzal Hossain,1492
320436,136,Tangail 7,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Abul Kalam Azad Siddiqui,141253
320436,136,Tangail 7,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdullah Ebneh Abul Hossain,71040
320441,137,Tangail 8,Dhaka,Tangail,Jatiya Party (JaPa),Md. Nazmul Hasan,565
320441,137,Tangail 8,Dhaka,Tangail,Revolutionary Workers Party of Bangladesh (RWPB),Awal Mahmud,510
320441,137,Tangail 8,Dhaka,Tangail,Bangladesh Nationalist Party (BNP),Ahmed Azam Khan,114217
320441,137,Tangail 8,Dhaka,Tangail,Amjanatar Dol,Md. Alamgir Hossain,330
320441,137,Tangail 8,Dhaka,Tangail,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shafiqul Islam Khan,55709
320441,137,Tangail 8,Dhaka,Tangail,Independent Candidate (Independent),Salahuddin Alamgir,77130
319361,138,Jamalpur 1,Mymensingh,Jamalpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nazmul Haque Sayedee,93661
