seat_id,seat_number,seat_name,division,district,party,candidate,votes
319886,205,Narayanganj 2,Dhaka,Narayanganj,Islami Andolan Bangladesh (IAB),Md. Habibullah,5265
319886,205,Narayanganj 2,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Ataur Rahman Khan,18744
319886,205,Narayanganj 2,Dhaka,Narayanganj,Gono Odhikar Parishad (GOP),Kamrul Mia,142
319886,205,Narayanganj 2,Dhaka,Narayanganj,Communist Party of Bangladesh (CPB),Md. Hafizul Islam,350
319891,206,Narayanganj 3,Dhaka,Narayanganj,Bangladesh Nationalist Party (BNP),Azharul Islam Mannan,155400
319891,206,Narayanganj 3,Dhaka,Narayanganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Iqbal Kartim Bhuiyan,134918
319891,206,Narayanganj 3,Dhaka,Narayanganj,Islami Andolan Bangladesh (IAB),Golam Messiah,14223
319891,206,Narayanganj 3,Dhaka,Narayanganj,Bangladesh Khelafat Majlish (BKM),Md. Shahjahan,1193
319891,206,Narayanganj 3,Dhaka,Narayanganj,Amar Bangladesh Party (AB),Ariful Islam,137
319891,206,Narayanganj 3,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Rezaul Karim,4596
319891,206,Narayanganj 3,Dhaka,Narayanganj,Ganosanhati Andolan (GSA),Anjan Das,838
319891,206,Narayanganj 3,Dhaka,Narayanganj,Bangladesh Khelafat Andolon (BKA),Md. Atiqur Rahman Nannu Munshi,769
319891,206,Narayanganj 3,Dhaka,Narayanganj,Janotar Dol,Abdul Karim Munshi,285
319891,206,Narayanganj 3,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Ghiyas Uddin,20379
319891,206,Narayanganj 3,Dhaka,Narayanganj,Gono Odhikar Parishad (GOP),Md. Wahidur Rahman Milky,314
319896,207,Narayanganj 4,Dhaka,Narayanganj,National Citizen Party (NCP),Abdullah Al Amin,106171
319896,207,Narayanganj 4,Dhaka,Narayanganj,Islami Andolan Bangladesh (IAB),Ismail Hossain Kawsar,16746
319896,207,Narayanganj 4,Dhaka,Narayanganj,Jatiya Party (JaPa),Md. Salahuddin Khoka,817
319896,207,Narayanganj 4,Dhaka,Narayanganj,Communist Party of Bangladesh (CPB),Iqbal Hossain,479
319896,207,Narayanganj 4,Dhaka,Narayanganj,Bangladesh Samajtantrik Dal (Basad),Salim Mahmud,282
319896,207,Narayanganj 4,Dhaka,Narayanganj,Gono Odhikar Parishad (GOP),Md. Arif Bhuiyan,106
319896,207,Narayanganj 4,Dhaka,Narayanganj,Bangladesh Republican Party (BRP),Md. Ali,11328
319896,207,Narayanganj 4,Dhaka,Narayanganj,Bangladesh Khelafat Majlish (BKM),Anwar Hossain,800
319896,207,Narayanganj 4,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Ghiyas Uddin,9779
319896,207,Narayanganj 4,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Shah Alam,31589
319896,207,Narayanganj 4,Dhaka,Narayanganj,Jamiat Ulema-e-Islam Bangladesh (JUIB),Monir Hossain,80619
319896,207,Narayanganj 4,Dhaka,Narayanganj,Bangladesh Supreme Party (BSP),Md. Selim Ahmed,643
319901,208,Narayanganj 5,Dhaka,Narayanganj,Bangladesh Nationalist Party (BNP),Abul Kalam,114799
319901,208,Narayanganj 5,Dhaka,Narayanganj,Islami Andolan Bangladesh (IAB),Md. Masum Billah,7708
319901,208,Narayanganj 5,Dhaka,Narayanganj,Khelafat Majlis,Abm Shirajul Mamun,101196
319901,208,Narayanganj 5,Dhaka,Narayanganj,Bangladesh Samajtantrik Dal (Basad),Abu Naeem Khan Biplob,370
319901,208,Narayanganj 5,Dhaka,Narayanganj,Bangladesh Sangskritik Muktijote (BSM),H. M. Amjad Hossain Molla,242
319901,208,Narayanganj 5,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Maksud Hossain,34151
319901,208,Narayanganj 5,Dhaka,Narayanganj,Gono Odhikar Parishad (GOP),Md. Nahid Hossain,643
319901,208,Narayanganj 5,Dhaka,Narayanganj,Communist Party of Bangladesh (CPB),Montu Chandra Ghosh,1575
319901,208,Narayanganj 5,Dhaka,Narayanganj,Ganosanhati Andolan (GSA),Tariqul Islam,1023
319901,208,Narayanganj 5,Dhaka,Narayanganj,Islamic Front Bangladesh (IFB),Syed Bahadur Shah Mujaddidi,4650
320146,209,Rajbari 1,Dhaka,Rajbari,Zaker Party (ZP),Md. Ali Biswas,8087
320146,209,Rajbari 1,Dhaka,Rajbari,Bangladesh Nationalist Party (BNP),Ali Newaz Mahmud Khaiyam,154541
320146,209,Rajbari 1,Dhaka,Rajbari,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nurul Islam,101092
320146,209,Rajbari 1,Dhaka,Rajbari,Jatiya Party (JaPa),Khondokar Habibur Rahman,2586
320151,210,Rajbari 2,Dhaka,Rajbari,Independent Candidate (Independent),Nasirul Haque Sabu,36338
320151,210,Rajbari 2,Dhaka,Rajbari,Independent Candidate (Independent),Sohel Molla,1219
320151,210,Rajbari 2,Dhaka,Rajbari,Gono Odhikar Parishad (GOP),Jahid Sheikh,633
320151,210,Rajbari 2,Dhaka,Rajbari,National Citizen Party (NCP),Jamil Hijazi,67299
320151,210,Rajbari 2,Dhaka,Rajbari,Bangladesh Nationalist Party (BNP),Md. Harun Or Rashid,237254
320151,210,Rajbari 2,Dhaka,Rajbari,Islami Andolan Bangladesh (IAB),Md. Abdul Malek,8503
320151,210,Rajbari 2,Dhaka,Rajbari,Khelafat Majlis,Kazi Minhazul Alam,321
320151,210,Rajbari 2,Dhaka,Rajbari,Bangladesh Sangskritik Muktijote (BSM),Md. Abdul Malek Mondal,266
320151,210,Rajbari 2,Dhaka,Rajbari,Jatiya Party (JaPa),Md. Shafiul Azam Khan,2052
319211,211,Faridpur 1,Dhaka,Faridpur,Bangladesh Nationalist Party (BNP),Khandaker Nasirul Islam,126476
319211,211,Faridpur 1,Dhaka,Faridpur,Independent Candidate (Independent),Md. Hasibur Rahman,455
319211,211,Faridpur 1,Dhaka,Faridpur,Independent Candidate (Independent),Sheikh Abdur Rahman Jiko,84
319211,211,Faridpur 1,Dhaka,Faridpur,Jatiya Party (JaPa),Sultan Ahmed Khan,506
319211,211,Faridpur 1,Dhaka,Faridpur,Independent Candidate (Independent),Md. Golam Kabir Mia,2159
319211,211,Faridpur 1,Dhaka,Faridpur,Independent Candidate (Independent),Md. Abul Bashar Khan,34387
319211,211,Faridpur 1,Dhaka,Faridpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Elias Molla,154145
319211,211,Faridpur 1,Dhaka,Faridpur,Bangladesh Minority Janata Party (BMJP),Mrinmoy Kanti Das,786
319216,212,Faridpur 2,Dhaka,Faridpur,Islami Andolan Bangladesh (IAB),Shah Md. Jamal Uddin,2368
319216,212,Faridpur 2,Dhaka,Faridpur,Insaniyat Biplob Bangladesh (IBB),Akramuzzaman,617
319216,212,Faridpur 2,Dhaka,Faridpur,Bangladesh Nationalist Party (BNP),Shama Obaid Islam,121694
319216,212,Faridpur 2,Dhaka,Faridpur,Bangladesh Khelafat Majlish (BKM),Md. Akram Ali,89305
319216,212,Faridpur 2,Dhaka,Faridpur,Gono Odhikar Parishad (GOP),Faruk Fakir,675
319216,212,Faridpur 2,Dhaka,Faridpur,Bangladesh Congress,Md. Nazmul Hasan,257
319221,213,Faridpur 3,Dhaka,Faridpur,Jatiya Samajtantrik Dal (JSD),Arifa Akter Baby,251
319221,213,Faridpur 3,Dhaka,Faridpur,Bangladesh Nationalist Party (BNP),Nayab Yusuf Ahmed,148545
319221,213,Faridpur 3,Dhaka,Faridpur,Independent Candidate (Independent),Morshedul Islam Asif,1253
319221,213,Faridpur 3,Dhaka,Faridpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdut Tawab,124115
319221,213,Faridpur 3,Dhaka,Faridpur,Islami Andolan Bangladesh (IAB),Km Sarwar,4022
319221,213,Faridpur 3,Dhaka,Faridpur,Communist Party of Bangladesh (CPB),Md. Rafiquzzaman Mia,957
319226,214,Faridpur 4,Dhaka,Faridpur,Bangladesh Khelafat Majlish (BKM),Mizanur Rahman,1118
319226,214,Faridpur 4,Dhaka,Faridpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Sarwar Hossain,75805
319226,214,Faridpur 4,Dhaka,Faridpur,Jatiya Party (JaPa),Rayhan Jamil,550
319226,214,Faridpur 4,Dhaka,Faridpur,Independent Candidate (Independent),Aam Mujahid Beg,56160
319226,214,Faridpur 4,Dhaka,Faridpur,Independent Candidate (Independent),Md. Mujibur Hossain,1708
319226,214,Faridpur 4,Dhaka,Faridpur,Bangladesh Nationalist Party (BNP),Md. Shahidul Islam,127443
319226,214,Faridpur 4,Dhaka,Faridpur,Islami Andolan Bangladesh (IAB),Md. Ishak Chokdar,11498
319226,214,Faridpur 4,Dhaka,Faridpur,Communist Party of Bangladesh (CPB),Ataur Rahman,714
319316,215,Gopalganj 1,Dhaka,Gopalganj,Islami Andolan Bangladesh (IAB),Md. Mizanur Rahman,5870
319316,215,Gopalganj 1,Dhaka,Gopalganj,Independent Candidate (Independent),M. Anisul Islam,3257
319316,215,Gopalganj 1,Dhaka,Gopalganj,Independent Candidate (Independent),Ashraful Alom,21276
319316,215,Gopalganj 1,Dhaka,Gopalganj,Bangladesh Nationalist Party (BNP),Md. Selimuzzaman Molla,69462
319316,215,Gopalganj 1,Dhaka,Gopalganj,Independent Candidate (Independent),Md. Kayyum Ali Khan,2180
319316,215,Gopalganj 1,Dhaka,Gopalganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Hamid Molla,34635
319316,215,Gopalganj 1,Dhaka,Gopalganj,Communist Party of Bangladesh (CPB),Nirod Baran Majumder,349
319316,215,Gopalganj 1,Dhaka,Gopalganj,Gono Odhikar Parishad (GOP),Md. Kabir Mia,54329
319316,215,Gopalganj 1,Dhaka,Gopalganj,Jatiya Party (JaPa),Sultan Zaman Khan,621
319321,216,Gopalganj 2,Dhaka,Gopalganj,Independent Candidate (Independent),Kamruzzaman Bhuiyan,27891
319321,216,Gopalganj 2,Dhaka,Gopalganj,Independent Candidate (Independent),Rony Molla,403
319321,216,Gopalganj 2,Dhaka,Gopalganj,Independent Candidate (Independent),Sipon Bhuiyan,1931
319321,216,Gopalganj 2,Dhaka,Gopalganj,Bangladesh Khelafat Majlish (BKM),Shuaib Ibrahim,28604
319321,216,Gopalganj 2,Dhaka,Gopalganj,Independent Candidate (Independent),Md. Sirajul Islam Siraj,2819
319321,216,Gopalganj 2,Dhaka,Gopalganj,Independent Candidate (Independent),Utpal Biswas,8665
319321,216,Gopalganj 2,Dhaka,Gopalganj,Independent Candidate (Independent),Mh Khan Monju,33039
319321,216,Gopalganj 2,Dhaka,Gopalganj,Gono Forum (GF),Shah Mofiz,215
319321,216,Gopalganj 2,Dhaka,Gopalganj,Bangladesh Nationalist Party (BNP),Km Babar,40048
319321,216,Gopalganj 2,Dhaka,Gopalganj,Islami Andolan Bangladesh (IAB),Taslim Sikder,2911
319321,216,Gopalganj 2,Dhaka,Gopalganj,Jatiya Party (JaPa),Riaz Sarwar Molla,419
319321,216,Gopalganj 2,Dhaka,Gopalganj,Zaker Party (ZP),Mahmud Hasan,1371
319321,216,Gopalganj 2,Dhaka,Gopalganj,Gono Odhikar Parishad (GOP),Deen Md.,305
319326,217,Gopalganj 3,Dhaka,Gopalganj,Independent Candidate (Independent),Gobinda Chandra Pramanik,34339
319326,217,Gopalganj 3,Dhaka,Gopalganj,Bangladesh Khelafat Majlish (BKM),Abdul Aziz,25153
319326,217,Gopalganj 3,Dhaka,Gopalganj,Bangladesh Nationalist Party (BNP),Sm Jilani,60991
319326,217,Gopalganj 3,Dhaka,Gopalganj,Gono Odhikar Parishad (GOP),Abul Bashar,2600
319326,217,Gopalganj 3,Dhaka,Gopalganj,Independent Candidate (Independent),Md. Habibur Rahman,3805
319326,217,Gopalganj 3,Dhaka,Gopalganj,National People's Party (NPP),Sheikh Salahuddin,591
319326,217,Gopalganj 3,Dhaka,Gopalganj,Gono Forum (GF),Dulal Chandra Biswas,269
319656,218,Madaripur 1,Dhaka,Madaripur,Gono Odhikar Parishad (GOP),Rajib Molla,3026
319656,218,Madaripur 1,Dhaka,Madaripur,Independent Candidate (Independent),Kamal Zaman Molla,36564
319656,218,Madaripur 1,Dhaka,Madaripur,Bangladesh Nationalist Party (BNP),Nadira Akhter,64524
319656,218,Madaripur 1,Dhaka,Madaripur,Communist Party of Bangladesh (CPB),Abdul Ali,208
319656,218,Madaripur 1,Dhaka,Madaripur,Islami Andolan Bangladesh (IAB),Akram Hossain,6205
319656,218,Madaripur 1,Dhaka,Madaripur,Independent Candidate (Independent),Sajjad Hossain Siddiqui,3059
319656,218,Madaripur 1,Dhaka,Madaripur,Independent Candidate (Independent),Md. Imran Hasan,247
319656,218,Madaripur 1,Dhaka,Madaripur,Jatiya Party (JaPa),Md. Zahirul Islam Mintu,180
319656,218,Madaripur 1,Dhaka,Madaripur,Bangladesh Labour Party,Md. Hafizur Rahman,69
319656,218,Madaripur 1,Dhaka,Madaripur,Bangladesh Khelafat Majlish (BKM),Sayed Uddin Ahmad Hanzala,64909
319661,219,Madaripur 2,Dhaka,Madaripur,Jatiya Party (JaPa),Md. Mohidul Islam,646
319661,219,Madaripur 2,Dhaka,Madaripur,Bangladesh Samajtantrik Dal (Basad),Md. Didar Hossain,128
319661,219,Madaripur 2,Dhaka,Madaripur,Bangladesh Khelafat Majlish (BKM),Abdus Sobhan,36169
319661,219,Madaripur 2,Dhaka,Madaripur,Bangladesh Nationalist Party (BNP),Md. Jahandar Ali Mia,61744
319661,219,Madaripur 2,Dhaka,Madaripur,Bangladesh Kallyan Party (BKP),Subal Chandra Majumder,301
319661,219,Madaripur 2,Dhaka,Madaripur,Islami Andolan Bangladesh (IAB),Ali Ahmed Chowdhury,16865
319661,219,Madaripur 2,Dhaka,Madaripur,Independent Candidate (Independent),Md. Reazul Islam,2779
319661,219,Madaripur 2,Dhaka,Madaripur,Independent Candidate (Independent),Md. Kamrul Islam Sayed,14519
319661,219,Madaripur 2,Dhaka,Madaripur,Independent Candidate (Independent),Milton Baidya,46476
319661,219,Madaripur 2,Dhaka,Madaripur,Independent Candidate (Independent),Sahidul Islam Khan,6043
319666,220,Madaripur 3,Dhaka,Madaripur,Islami Andolan Bangladesh (IAB),Md. Azizul Haque,13058
319666,220,Madaripur 3,Dhaka,Madaripur,Bangladesh Supreme Party (BSP),Nitai Chakrabarty,2507
319666,220,Madaripur 3,Dhaka,Madaripur,Bangladesh Nationalist Party (BNP),Anisur Rahman,96188
319666,220,Madaripur 3,Dhaka,Madaripur,Bangladesh Samajtantrik Dal (Basad),Aminul Islam,363
319666,220,Madaripur 3,Dhaka,Madaripur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Rafiqul Islam,84646
320266,221,Shariatpur 1,Dhaka,Shariatpur,National Citizen Party (NCP),Md. Abdur Rahman,475
320266,221,Shariatpur 1,Dhaka,Shariatpur,Islami Andolan Bangladesh (IAB),Md. Tofayel Ahmed,10817
320266,221,Shariatpur 1,Dhaka,Shariatpur,Bangladesh Supreme Party (BSP),Nur Md. Mia,616
320266,221,Shariatpur 1,Dhaka,Shariatpur,Gono Odhikar Parishad (GOP),Firoz Ahmed,551
320266,221,Shariatpur 1,Dhaka,Shariatpur,Bangladesh Nationalist Party (BNP),Saeed Ahmed,77398
320266,221,Shariatpur 1,Dhaka,Shariatpur,Bangladesh Khelafat Majlish (BKM),Jalaluddin Ahmad,62717
320266,221,Shariatpur 1,Dhaka,Shariatpur,Independent Candidate (Independent),Syed Nazrul Islam,14644
320266,221,Shariatpur 1,Dhaka,Shariatpur,Independent Candidate (Independent),Md. Golam Mostafa,359
320271,222,Shariatpur 2,Dhaka,Shariatpur,Bangladesh Nationalist Party (BNP),Md. Safiqur Rahman Kiran,129814
320271,222,Shariatpur 2,Dhaka,Shariatpur,Gono Odhikar Parishad (GOP),Akhtaruzzaman Samrat,283
320271,222,Shariatpur 2,Dhaka,Shariatpur,Jatiya Party (JaPa),Jasim Uddin,2547
320271,222,Shariatpur 2,Dhaka,Shariatpur,Independent Candidate (Independent),Md. Nasir,206
320271,222,Shariatpur 2,Dhaka,Shariatpur,Bangladesh Khelafat Andolon (BKA),Mahmudul Hasan,313
320271,222,Shariatpur 2,Dhaka,Shariatpur,Bangladesh Jamaat-e-Islami (Jamaat),Mahmud Hossain,70892
320271,222,Shariatpur 2,Dhaka,Shariatpur,Independent Candidate (Independent),Md. Alamgir Hossain,246
320271,222,Shariatpur 2,Dhaka,Shariatpur,Janotar Dol,Parvez Musharraf,442
320271,222,Shariatpur 2,Dhaka,Shariatpur,Islami Andolan Bangladesh (IAB),Imran Hossain,6505
320276,223,Shariatpur 3,Dhaka,Shariatpur,Islami Andolan Bangladesh (IAB),Hanif Mia,9814
320276,223,Shariatpur 3,Dhaka,Shariatpur,Jatiya Party (JaPa),Abdul Hannan,2064
320276,223,Shariatpur 3,Dhaka,Shariatpur,Bangladesh Nationalist Party (BNP),Mia Nuruddin Ahmed Apu,107516
320276,223,Shariatpur 3,Dhaka,Shariatpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Azharul Islam,69684
320341,224,Sunamganj 1,Sylhet,Sunamganj,Bangladesh Nationalist Party (BNP),Kamruzzaman Kamrul,161774
320341,224,Sunamganj 1,Sylhet,Sunamganj,Bangladesh Jamaat-e-Islami (Jamaat),Tofael Ahmed,92966
320341,224,Sunamganj 1,Sylhet,Sunamganj,Bangladesh Nezame Islam Party (BNIP),Muzammil Haque Talukdar,1184
320346,225,Sunamganj 2,Sylhet,Sunamganj,Communist Party of Bangladesh (CPB),Niranjan Das,1232
320346,225,Sunamganj 2,Sylhet,Sunamganj,Bangladesh Nationalist Party (BNP),Md. Nasir Chowdhury,99522
320346,225,Sunamganj 2,Sylhet,Sunamganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shishir Manir,63220
320351,226,Sunamganj 3,Sylhet,Sunamganj,Khelafat Majlis,Sheikh Mushtaq Ahmed,237
320351,226,Sunamganj 3,Sylhet,Sunamganj,Independent Candidate (Independent),Md. Anwar Hossain,42226
320351,226,Sunamganj 3,Sylhet,Sunamganj,Bangladesh Nationalist Party (BNP),Md. Koyshar Ahmed,97313
320351,226,Sunamganj 3,Sylhet,Sunamganj,Bangladesh Khelafat Majlish (BKM),Md. Shahinur Pasha Chowdhury,14203
320351,226,Sunamganj 3,Sylhet,Sunamganj,Independent Candidate (Independent),Hussain Ahmed,177
320351,226,Sunamganj 3,Sylhet,Sunamganj,Amar Bangladesh Party (AB),Syed Talha Alam,4937
320351,226,Sunamganj 3,Sylhet,Sunamganj,Independent Candidate (Independent),Md. Mahfuzur Rahman Khaled,237
320356,227,Sunamganj 4,Sylhet,Sunamganj,Jatiya Party (JaPa),Md. Nazmul Huda,1789
320356,227,Sunamganj 4,Sylhet,Sunamganj,Bangladesh Nationalist Party (BNP),Nurul Islam,98092
320356,227,Sunamganj 4,Sylhet,Sunamganj,Independent Candidate (Independent),Dewan Zainul Zakerin,26307
320356,227,Sunamganj 4,Sylhet,Sunamganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shams Uddin,75735
320356,227,Sunamganj 4,Sylhet,Sunamganj,Islami Andolan Bangladesh (IAB),Shahidul Islam,1935
320361,228,Sunamganj 5,Sylhet,Sunamganj,Jatiya Party (JaPa),Md. Jahangir Alam,1524
320361,228,Sunamganj 5,Sylhet,Sunamganj,Bangladesh Jamaat-e-Islami (Jamaat),Abu Tahir Md. Abdus Salam,102121
320361,228,Sunamganj 5,Sylhet,Sunamganj,Bangladesh Nationalist Party (BNP),Kalim Uddin Ahmed,151915
320361,228,Sunamganj 5,Sylhet,Sunamganj,National People's Party (NPP),Md. Azizul Haque,433
320361,228,Sunamganj 5,Sylhet,Sunamganj,Khelafat Majlis,Md. Abdul Qadir,2278
320371,229,Sylhet 1,Sylhet,Sylhet,Islami Andolan Bangladesh (IAB),Mahmudul Hasan,2701
320371,229,Sylhet 1,Sylhet,Sylhet,Bangladesh Nationalist Party (BNP),Khandaker Abdul Muktadir,176936
320371,229,Sylhet 1,Sylhet,Sylhet,Bangladesh Jamaat-e-Islami (Jamaat),Habibur Rahman,134983
320371,229,Sylhet 1,Sylhet,Sylhet,Socialist Party of Bangladesh (Marxist) (SPB-M),Sanjay Kanta Das,801
320371,229,Sylhet 1,Sylhet,Sylhet,Communist Party of Bangladesh (CPB),Md. Anwar Hossain,908
320371,229,Sylhet 1,Sylhet,Sylhet,Gono Odhikar Parishad (GOP),Akmal Hossain,314
320371,229,Sylhet 1,Sylhet,Sylhet,Bangladesh Samajtantrik Dal (Basad),Pranab Jyoti Pal,1113
320376,230,Sylhet 2,Sylhet,Sylhet,Bangladesh Nationalist Party (BNP),Tahsina Rushdir,116697
320376,230,Sylhet 2,Sylhet,Sylhet,Khelafat Majlis,Md. Muntasir Ali,37446
320381,231,Sylhet 3,Sylhet,Sylhet,Bangladesh Khelafat Majlish (BKM),Musleh Uddin Raju,73614
320381,231,Sylhet 3,Sylhet,Sylhet,Bangladesh Nationalist Party (BNP),Abdul Malik,114255
320386,232,Sylhet 4,Sylhet,Sylhet,Bangladesh Jamaat-e-Islami (Jamaat),Md. Joynal Abedin,65776
320386,232,Sylhet 4,Sylhet,Sylhet,Bangladesh Nationalist Party (BNP),Ariful Haque Chowdhury,181609
320391,233,Sylhet 5,Sylhet,Sylhet,Jamiat Ulema-e-Islam Bangladesh (JUIB),Ubaydullah Faruq,69774
320391,233,Sylhet 5,Sylhet,Sylhet,Khelafat Majlis,Md. Abul Hasan,79355
320391,233,Sylhet 5,Sylhet,Sylhet,Independent Candidate (Independent),Mamunur Rashid,54614
320396,234,Sylhet 6,Sylhet,Sylhet,Bangladesh Jamaat-e-Islami (Jamaat),Md. Selim Uddin,97748
320396,234,Sylhet 6,Sylhet,Sylhet,Bangladesh Nationalist Party (BNP),Emran Ahmad Chowdhury,108612
319726,235,Moulvibazar 1,Sylhet,Moulvibazar,Bangladesh Jamaat-e-Islami (Jamaat),Md. Aminul Islam,83013
319726,235,Moulvibazar 1,Sylhet,Moulvibazar,Bangladesh Nationalist Party (BNP),Nasir Uddin Ahmed,98282
319731,236,Moulvibazar 2,Sylhet,Moulvibazar,Bangladesh Nationalist Party (BNP),Md. Shawkatul Islam,88381
319731,236,Moulvibazar 2,Sylhet,Moulvibazar,Bangladesh Jamaat-e-Islami (Jamaat),Md. Syed Ali,53458
319736,237,Moulvibazar 3,Sylhet,Moulvibazar,Bangladesh Nationalist Party (BNP),Naser Rahman,156757
319736,237,Moulvibazar 3,Sylhet,Moulvibazar,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Mannan,77636
319741,238,Moulvibazar 4,Sylhet,Moulvibazar,Bangladesh Nationalist Party (BNP),Md. Mujibur Rahman Chowdhury,170877
319741,238,Moulvibazar 4,Sylhet,Moulvibazar,Bangladesh Khelafat Majlish (BKM),Sheikh Nure Alam Hamidi,50204
319336,239,Habiganj 1,Sylhet,Habiganj,Bangladesh Nationalist Party (BNP),Reza Kibria,111999
319336,239,Habiganj 1,Sylhet,Habiganj,Bangladesh Khelafat Majlish (BKM),Sirajul Islam,56132
319341,240,Habiganj 2,Sylhet,Habiganj,Khelafat Majlis,Abdul Basit Azad,65762
319341,240,Habiganj 2,Sylhet,Habiganj,Bangladesh Nationalist Party (BNP),Abu Mansur Sakhawat Hasan,126583
319346,241,Habiganj 3,Sylhet,Habiganj,Bangladesh Jamaat-e-Islami (Jamaat),Kazi Mohsin Ahmed,45568
319346,241,Habiganj 3,Sylhet,Habiganj,Bangladesh Nationalist Party (BNP),Gk Gaus,142348
319351,242,Habiganj 4,Sylhet,Habiganj,Bangladesh Sangskritik Muktijote (BSM),Md. Rashedul Islam Khokon,484
319351,242,Habiganj 4,Sylhet,Habiganj,Bangladesh Islami Front (BIF),Md. Gias Uddin,84323
319351,242,Habiganj 4,Sylhet,Habiganj,Bangladesh Samajtantrik Dal (Basad),Md. Mujibur Rahman,329
319351,242,Habiganj 4,Sylhet,Habiganj,Independent Candidate (Independent),Md. Mizanur Rahman Chowdhury,652
319351,242,Habiganj 4,Sylhet,Habiganj,Bangladesh Nationalist Party (BNP),Sm Faisal,188072
319351,242,Habiganj 4,Sylhet,Habiganj,Independent Candidate (Independent),Saleh Ahmed Sajan,619
319351,242,Habiganj 4,Sylhet,Habiganj,Insaniyat Biplob Bangladesh (IBB),Md. Rezaul Mustafa,484
319351,242,Habiganj 4,Sylhet,Habiganj,Khelafat Majlis,Ahmed Abdul Quader,26466
319351,242,Habiganj 4,Sylhet,Habiganj,Bangladesh Muslim League (BML),Shah Md. Al Amin,536
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Independent Candidate (Independent),Iqbal Chowdhury,17666
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Independent Candidate (Independent),Akm Kamruzzaman,35220
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Insaniyat Biplob Bangladesh (IBB),Md. Sharif Mridha,139
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Islami Andolan Bangladesh (IAB),Hussain Ahmed,907
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Bangladesh Jamaat-e-Islami (Jamaat),Akm Aminul Islam,24430
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Jatiya Party (JaPa),Md. Shah Alam,265
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Independent Candidate (Independent),Md. Habibur Rahman,106
318801,243,Brahmanbaria 1,Chattogram,Brahmanbaria,Bangladesh Nationalist Party (BNP),M. A. Hannan,68092
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Jatiya Party (JaPa),Ad. Md. Ziaul Haque Mridha,199
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Independent Candidate (Independent),S. N. Tarun Dey,12560
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Jatiya Samajtantrik Dal (JSD),Taimur Reza Md. Shahjad,384
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Islami Andolan Bangladesh (IAB),Nesar Ahmed,3851
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Amjanatar Dol,Sharifa Akter,181
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,National Citizen Party (NCP),Ashraf Uddin,20401
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Insaniyat Biplob Bangladesh (IBB),Md. Main Uddin,1419
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Jamiat Ulema-e-Islam Bangladesh (JUIB),Md. Junayed Al Habib,80434
318806,244,Brahmanbaria 2,Chattogram,Brahmanbaria,Independent Candidate (Independent),Rumin Farhana,118547
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,National Citizen Party (NCP),Ataullah,62547
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,Insaniyat Biplob Bangladesh (IBB),Md. Abu Hanif,3345
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,Islami Andolan Bangladesh (IAB),Niazul Karim,6231
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,Independent Candidate (Independent),Md. Omar Yousuf Khan,278
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,Jatiya Party (JaPa),Md. Rezaul Islam Bhuiyan,3891
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,Bangladesh Nationalist Party (BNP),Md. Khaled Hossain Mahbub,209636
318811,245,Brahmanbaria 3,Chattogram,Brahmanbaria,Islamic Front Bangladesh (IFB),Ayesha Akter,1344
