seat_name,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Islami Front,Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Republican Party (BRP),Bangladesh Samo Odhikar Party (BEP),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Islami Andolan Bangladesh (IAB),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Janata Party,Jatiya Party (JaPa),Jatiya Samajtantrik Dal (JSD),Khelafat Majlis,Liberal Democratic Party (LDP),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Zaker Party (ZP)
Madaripur 2,436233,185690,"Milton Baidya (Independent Candidate (Independent)) 37.6%, Md. Jahandar Ali Mia (Bangladesh Nationalist Party (BNP)) 33.3%, Abdus Sobahan (Bangladesh Khelafat Majlish (BKM)) 19.5%","Independent Candidate (Independent) (37.6%), Bangladesh Nationalist Party (BNP) (33.3%), Bangladesh Khelafat Majlish (BKM) (19.5%)",61744,0.332511,-,-,-,-,36169,0.194782,61744,0.332511,-,-,-,-,-,-,-,-,-,-,-,301,-,36169,-,-,-,-,-,61744,-,-,-,-,128,-,-,-,-,-,-,-,69837,-,16865,-,-,-,-,646,-,-,-,-,-,-,-,-,-
Madaripur 3,387806,196762,"Anisur Rahman (Bangladesh Nationalist Party (BNP)) 48.9%, Md. Rafiqul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 43.0%, Md. Azizul Haque (Islami Andolan Bangladesh (IAB)) 6.6%","Bangladesh Nationalist Party (BNP) (48.9%), Bangladesh Jamaat-e-Islami (Jamaat) (43.0%), Islami Andolan Bangladesh (IAB) (6.6%)",96188,0.488855,84646,0.430195,-,-,84646,0.430195,96188,0.488855,-,-,-,-,-,-,-,-,84646,-,-,-,-,-,-,-,-,-,-,96188,-,-,-,363,-,2507,-,-,-,-,-,-,-,-,13058,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shariatpur 1,395476,167577,"Saeed Ahmed (Bangladesh Nationalist Party (BNP)) 46.2%, Jalaluddin Ahmed (Bangladesh Khelafat Majlish (BKM)) 37.4%, Syed Nazrul Islam (Independent Candidate (Independent)) 9.0%","Bangladesh Nationalist Party (BNP) (46.2%), Bangladesh Khelafat Majlish (BKM) (37.4%), Independent Candidate (Independent) (9.0%)",77398,0.461865,-,-,-,-,63192,0.377092,77949,0.465153,-,-,-,-,-,-,-,-,-,-,-,-,-,62717,-,-,-,-,-,77398,-,-,-,-,-,616,-,-,-,-,-,551,15003,-,10817,-,-,-,-,-,-,-,-,-,475,-,-,-,-
Shariatpur 2,415135,211042,"Md. Shafiqul Rahman (Kiron) (Bangladesh Nationalist Party (BNP)) 61.5%, Mahmud Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 33.6%, Imran Hossain (Islami Andolan Bangladesh (IAB)) 3.1%","Bangladesh Nationalist Party (BNP) (61.5%), Bangladesh Jamaat-e-Islami (Jamaat) (33.6%), Islami Andolan Bangladesh (IAB) (3.1%)",129814,0.61511,70892,0.335914,-,-,71205,0.337397,130097,0.616451,-,-,-,-,-,-,-,-,70892,-,-,-,313,-,-,-,-,-,-,129814,-,-,-,-,-,-,-,-,-,-,-,283,246,-,6505,-,-,-,442,2547,-,-,-,-,-,-,-,-,-
Shariatpur 3,340142,135514,"Mia Nuruddin Ahmed Apu (Bangladesh Nationalist Party (BNP)) 55.7%, Muhammad Azharul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 35.6%, Hanif Mia (Islami Andolan Bangladesh (IAB)) 7.2%","Bangladesh Nationalist Party (BNP) (55.7%), Bangladesh Jamaat-e-Islami (Jamaat) (35.6%), Islami Andolan Bangladesh (IAB) (7.2%)",75423,0.55657,48213,0.355779,-,-,48213,0.355779,75423,0.55657,-,-,-,-,-,-,-,-,48213,-,-,-,-,-,-,-,-,-,-,75423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9814,-,-,-,-,2064,-,-,-,-,-,-,-,-,-
Meherpur 1,316975,230933,"Md. Tajuddin Khan (Bangladesh Jamaat-e-Islami (Jamaat)) 53.4%, Masud Arun (Bangladesh Nationalist Party (BNP)) 45.7%, Md. Abdul Hamid (Jatiya Party (JaPa)) 0.6%","Bangladesh Jamaat-e-Islami (Jamaat) (53.4%), Bangladesh Nationalist Party (BNP) (45.7%), Jatiya Party (JaPa) (0.6%)",105441,0.456587,123271,0.533796,-,-,123271,0.533796,105441,0.456587,-,-,-,-,-,-,-,-,123271,-,-,-,-,-,-,-,-,-,-,105441,-,-,-,-,-,-,792,-,-,-,-,-,-,-,-,-,-,-,-,1429,-,-,-,-,-,-,-,-,-
Meherpur 2,270705,181901,"Md. Nazmul Huda (Bangladesh Jamaat-e-Islami (Jamaat)) 52.0%, Md. Amjad Hossain (Bangladesh Nationalist Party (BNP)) 47.0%, Md. Abdul Baki (Jatiya Party (JaPa)) 1.0%","Bangladesh Jamaat-e-Islami (Jamaat) (52.0%), Bangladesh Nationalist Party (BNP) (47.0%), Jatiya Party (JaPa) (1.0%)",85452,0.469772,94658,0.520382,-,-,94658,0.520382,85452,0.469772,-,-,-,-,-,-,-,-,94658,-,-,-,-,-,-,-,-,-,-,85452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1791,-,-,-,-,-,-,-,-,-
Kushtia 1,404504,276669,"Reza Ahmed (Bangladesh Nationalist Party (BNP)) 60.0%, Md. Belal Uddin (Bangladesh Jamaat-e-Islami (Jamaat)) 31.3%, Md. Nuruzzaman (Independent Candidate (Independent)) 6.5%","Bangladesh Nationalist Party (BNP) (60.0%), Bangladesh Jamaat-e-Islami (Jamaat) (31.3%), Independent Candidate (Independent) (6.5%)",165909,0.599666,86682,0.313306,203,0.000734,86682,0.313306,166522,0.601882,-,-,-,-,-,-,-,241,86682,-,-,-,-,-,-,-,-,-,-,165909,-,-,-,-,-,-,-,-,-,-,-,613,17864,-,4063,-,-,-,-,1094,203,-,-,-,-,-,-,-,-
Kushtia 2,478001,341719,"Md. Abdul Gafur (Bangladesh Jamaat-e-Islami (Jamaat)) 56.2%, Ragib Rauf Chowdhury (Bangladesh Nationalist Party (BNP)) 42.1%, Mohammad Ali (Islami Andolan Bangladesh (IAB)) 1.1%","Bangladesh Jamaat-e-Islami (Jamaat) (56.2%), Bangladesh Nationalist Party (BNP) (42.1%), Islami Andolan Bangladesh (IAB) (1.1%)",143821,0.420875,192083,0.562108,-,-,192083,0.562108,143821,0.420875,-,-,-,-,-,-,-,-,192083,-,-,-,-,-,-,-,-,-,-,143821,-,-,-,-,-,-,805,-,-,-,-,-,-,-,3887,1123,-,-,-,-,-,-,-,-,-,-,-,-,-
Kushtia 3,440842,316404,"Md. Amir Hamza (Bangladesh Jamaat-e-Islami (Jamaat)) 57.7%, Md. Zakir Hossain Sarkar (Bangladesh Nationalist Party (BNP)) 40.3%, Md. Abdullah Akhand (Islami Andolan Bangladesh (IAB)) 1.6%","Bangladesh Jamaat-e-Islami (Jamaat) (57.7%), Bangladesh Nationalist Party (BNP) (40.3%), Islami Andolan Bangladesh (IAB) (1.6%)",127559,0.403152,182476,0.576718,-,-,182476,0.576718,127858,0.404097,-,-,-,-,-,-,-,-,182476,-,-,-,-,-,-,-,-,-,-,127559,-,475,-,442,-,-,-,-,-,-,-,299,-,-,5153,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kushtia 4,424417,302777,"Md. Afzal Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 48.9%, Syed Mehdi Ahmed Rumi (Bangladesh Nationalist Party (BNP)) 46.1%, Anowar Khan (Islami Andolan Bangladesh (IAB)) 4.5%","Bangladesh Jamaat-e-Islami (Jamaat) (48.9%), Bangladesh Nationalist Party (BNP) (46.1%), Islami Andolan Bangladesh (IAB) (4.5%)",139603,0.461075,148201,0.489472,-,-,148201,0.489472,139603,0.461075,-,-,-,-,-,-,-,-,148201,-,-,-,-,-,-,-,-,-,-,139603,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13739,-,-,-,-,1234,-,-,-,-,-,-,-,-,-
Chuadanga 1,511657,374356,"Md. Masud Parvez (Bangladesh Jamaat-e-Islami (Jamaat)) 56.4%, Md. Sharifuzzaman (Bangladesh Nationalist Party (BNP)) 40.9%, Mohammad Zahurul Islam (Islami Andolan Bangladesh (IAB)) 2.7%","Bangladesh Jamaat-e-Islami (Jamaat) (56.4%), Bangladesh Nationalist Party (BNP) (40.9%), Islami Andolan Bangladesh (IAB) (2.7%)",153193,0.409217,211041,0.563744,-,-,211041,0.563744,153193,0.409217,-,-,-,-,-,-,-,-,211041,-,-,-,-,-,-,-,-,-,-,153193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10122,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chuadanga 2,492431,378262,"Md. Ruhul Amin (Bangladesh Jamaat-e-Islami (Jamaat)) 55.0%, Mahmud Hasan Khan (Bangladesh Nationalist Party (BNP)) 43.3%, Md. Hasanuzzaman (Islami Andolan Bangladesh (IAB)) 1.7%","Bangladesh Jamaat-e-Islami (Jamaat) (55.0%), Bangladesh Nationalist Party (BNP) (43.3%), Islami Andolan Bangladesh (IAB) (1.7%)",163877,0.433237,208011,0.549912,-,-,208011,0.549912,163877,0.433237,-,-,-,-,-,-,-,-,208011,-,-,-,-,-,-,-,-,-,-,163877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6374,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jhenaidah 1,325278,232324,"Md. Asaduzzaman (Bangladesh Nationalist Party (BNP)) 74.6%, Abu Saleh Md. Matiur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 24.6%, Monika Alam (Jatiya Party (JaPa)) 0.4%","Bangladesh Nationalist Party (BNP) (74.6%), Bangladesh Jamaat-e-Islami (Jamaat) (24.6%), Jatiya Party (JaPa) (0.4%)",173381,0.74629,57055,0.245584,-,-,57665,0.248209,173381,0.74629,-,-,-,610,-,-,-,-,57055,-,-,-,-,-,-,-,-,-,-,173381,-,-,-,-,309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,969,-,-,-,-,-,-,-,-,-
Jhenaidah 2,506640,378148,"Ali Azam Md. Abu Bakar (Bangladesh Jamaat-e-Islami (Jamaat)) 51.8%, Md. Abdul Majid (Bangladesh Nationalist Party (BNP)) 46.5%, H. M. Momtazur Rahman (Islami Andolan Bangladesh (IAB)) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (51.8%), Bangladesh Nationalist Party (BNP) (46.5%), Islami Andolan Bangladesh (IAB) (1.2%)",175984,0.465384,195702,0.517528,-,-,195702,0.517528,175984,0.465384,-,-,-,-,-,-,-,-,195702,-,-,-,-,-,-,-,-,-,-,175984,-,-,-,340,-,-,557,-,-,-,-,-,-,-,4571,-,-,-,-,994,-,-,-,-,-,-,-,-,-
Jhenaidah 3,431015,329886,"Md. Matiar Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 53.3%, Mohammad Mehdi Hasan (Bangladesh Nationalist Party (BNP)) 45.4%, Mawlana Sarwar Hossain (Islami Andolan Bangladesh (IAB)) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (53.3%), Bangladesh Nationalist Party (BNP) (45.4%), Islami Andolan Bangladesh (IAB) (1.2%)",149821,0.45416,175857,0.533084,-,-,175857,0.533084,150209,0.455336,-,-,-,-,-,-,-,-,175857,-,-,-,-,-,-,-,-,-,-,149821,-,-,-,-,-,-,-,-,-,-,-,388,-,-,3820,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jhenaidah 4,333464,244114,"Md. Abu Talib (Bangladesh Jamaat-e-Islami (Jamaat)) 43.4%, Md. Saiful Islam Firoz (Independent Candidate (Independent)) 31.6%, Md. Rashed Khan (Bangladesh Nationalist Party (BNP)) 23.0%","Bangladesh Jamaat-e-Islami (Jamaat) (43.4%), Independent Candidate (Independent) (31.6%), Bangladesh Nationalist Party (BNP) (23.0%)",56224,0.230319,105999,0.434219,-,-,105999,0.434219,56224,0.230319,-,-,-,-,-,-,-,-,105999,-,-,-,-,-,-,-,-,-,-,56224,-,-,-,-,-,-,-,-,-,267,-,-,77104,-,3907,-,-,-,-,613,-,-,-,-,-,-,-,-,-
Jashore 1,311633,215801,"Mohammad Azizur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 55.2%, Md. Nuruzzaman Liton (Bangladesh Nationalist Party (BNP)) 43.3%, Md. Bokhtiar Rahman (Islami Andolan Bangladesh (IAB)) 0.8%","Bangladesh Jamaat-e-Islami (Jamaat) (55.2%), Bangladesh Nationalist Party (BNP) (43.3%), Islami Andolan Bangladesh (IAB) (0.8%)",93542,0.433464,119093,0.551865,-,-,119093,0.551865,93542,0.433464,-,-,-,-,-,-,-,-,119093,-,-,-,-,-,-,-,-,-,-,93542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1768,-,-,-,-,1398,-,-,-,-,-,-,-,-,-
Jashore 2,484866,334891,"Mohammad Mosleh Uddin Farid (Bangladesh Jamaat-e-Islami (Jamaat)) 54.0%, Mosammat Sabira Sultana (Bangladesh Nationalist Party (BNP)) 43.7%, Md. Idris Ali (Islami Andolan Bangladesh (IAB)) 1.7%","Bangladesh Jamaat-e-Islami (Jamaat) (54.0%), Bangladesh Nationalist Party (BNP) (43.7%), Islami Andolan Bangladesh (IAB) (1.7%)",146447,0.437298,180965,0.54037,-,-,181381,0.541612,146447,0.437298,-,-,-,416,-,-,-,-,180965,-,-,-,-,-,-,-,-,-,233,146447,-,-,-,472,-,-,-,-,-,-,-,-,577,-,5781,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jashore 3,613460,408053,"Anindya Islam Amit (Bangladesh Nationalist Party (BNP)) 49.3%, Md. Abdul Qader (Bangladesh Jamaat-e-Islami (Jamaat)) 45.9%, Mohammad Shoaib Hossain (Islami Andolan Bangladesh (IAB)) 3.3%","Bangladesh Nationalist Party (BNP) (49.3%), Bangladesh Jamaat-e-Islami (Jamaat) (45.9%), Islami Andolan Bangladesh (IAB) (3.3%)",201339,0.493414,187463,0.459408,-,-,187463,0.459408,201339,0.493414,-,-,-,-,-,-,-,-,187463,-,-,-,-,-,-,-,-,-,-,201339,-,-,-,-,-,-,753,-,-,-,-,-,-,-,13322,-,1772,-,-,3404,-,-,-,-,-,-,-,-,-
Jashore 4,458531,325283,"Md. Golam Rasul (Bangladesh Jamaat-e-Islami (Jamaat)) 54.4%, Matiar Rahman Farazi (Bangladesh Nationalist Party (BNP)) 40.6%, Bayezid Hossain (Islami Andolan Bangladesh (IAB)) 3.6%","Bangladesh Jamaat-e-Islami (Jamaat) (54.4%), Bangladesh Nationalist Party (BNP) (40.6%), Islami Andolan Bangladesh (IAB) (3.6%)",131917,0.405545,176912,0.543871,-,-,177213,0.544796,132174,0.406335,-,-,-,-,-,-,-,-,176912,-,-,-,-,-,-,1510,-,-,-,131917,-,-,-,-,-,-,-,-,-,-,-,257,797,-,11838,-,-,-,-,1751,-,301,-,-,-,-,-,-,-
Jashore 5,374252,281544,"Gazi Enamul Haque (Bangladesh Jamaat-e-Islami (Jamaat)) 47.2%, Shaheed Md. Iqbal Hossain (Independent Candidate (Independent)) 31.0%, Rashid Ahmad (Bangladesh Nationalist Party (BNP)) 19.5%","Bangladesh Jamaat-e-Islami (Jamaat) (47.2%), Independent Candidate (Independent) (31.0%), Bangladesh Nationalist Party (BNP) (19.5%)",54875,0.194907,132876,0.471955,-,-,132876,0.471955,54875,0.194907,-,-,-,-,-,-,-,-,132876,-,-,-,-,-,-,-,-,-,-,54875,-,-,-,-,-,-,-,-,-,-,-,-,87148,-,4400,-,-,-,-,2245,-,-,-,-,-,-,-,-,-
Jashore 6,229163,175322,"Md. Moktar Ali (Bangladesh Jamaat-e-Islami (Jamaat)) 52.6%, Md. Abul Hossain Azad (Bangladesh Nationalist Party (BNP)) 45.7%, Md. Shahidul Islam (Islami Andolan Bangladesh (IAB)) 0.7%","Bangladesh Jamaat-e-Islami (Jamaat) (52.6%), Bangladesh Nationalist Party (BNP) (45.7%), Islami Andolan Bangladesh (IAB) (0.7%)",80141,0.457107,92234,0.526083,-,-,92906,0.529916,80141,0.457107,-,-,-,672,-,-,-,-,92234,-,-,-,-,-,-,-,-,-,-,80141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1285,-,-,-,-,990,-,-,-,-,-,-,-,-,-
Magura 1,430775,292560,"Md. Monowar Hossain (Bangladesh Nationalist Party (BNP)) 63.4%, Abdul Matin (Bangladesh Jamaat-e-Islami (Jamaat)) 30.7%, Md. Nazirul Islam (Islami Andolan Bangladesh (IAB)) 4.6%","Bangladesh Nationalist Party (BNP) (63.4%), Bangladesh Jamaat-e-Islami (Jamaat) (30.7%), Islami Andolan Bangladesh (IAB) (4.6%)",185338,0.633504,89691,0.306573,-,-,89691,0.306573,185630,0.634502,-,-,-,-,821,-,-,-,89691,-,-,-,-,-,-,-,-,-,-,185338,-,-,-,1237,-,-,-,-,-,-,-,292,-,-,13414,-,-,-,-,1767,-,-,-,-,-,-,-,-,-
Magura 2,416634,284084,"Nitai Roy Chowdhury (Bangladesh Nationalist Party (BNP)) 52.1%, Md. Mushtarshed Billah (Bangladesh Jamaat-e-Islami (Jamaat)) 41.2%, Mostafa Kamal (Islami Andolan Bangladesh (IAB)) 5.7%","Bangladesh Nationalist Party (BNP) (52.1%), Bangladesh Jamaat-e-Islami (Jamaat) (41.2%), Islami Andolan Bangladesh (IAB) (5.7%)",147896,0.520607,117018,0.411913,-,-,117018,0.411913,147896,0.520607,-,-,-,-,-,-,-,-,117018,-,-,-,-,-,-,-,-,-,-,147896,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16223,-,-,-,-,2947,-,-,-,-,-,-,-,-,-
Narail 1,294155,185118,"Biswas Jahangir Alam (Bangladesh Nationalist Party (BNP)) 54.0%, Md. Obaidullah (Bangladesh Jamaat-e-Islami (Jamaat)) 40.6%, Abdul Aziz (Islami Andolan Bangladesh (IAB)) 3.4%","Bangladesh Nationalist Party (BNP) (54.0%), Bangladesh Jamaat-e-Islami (Jamaat) (40.6%), Islami Andolan Bangladesh (IAB) (3.4%)",99975,0.540061,75225,0.406362,-,-,75225,0.406362,99975,0.540061,-,-,-,-,-,-,-,-,75225,-,-,-,-,-,-,-,-,-,-,99975,-,-,-,-,-,-,-,-,-,-,-,-,3105,-,6352,-,-,-,-,461,-,-,-,-,-,-,-,-,-
Narail 2,390988,248257,"Md. Ataur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 47.6%, Md. Monirul Islam (Independent Candidate (Independent)) 31.7%, AZM Fariduzzaman (Bangladesh Nationalist Party (BNP)) 18.3%","Bangladesh Jamaat-e-Islami (Jamaat) (47.6%), Independent Candidate (Independent) (31.7%), Bangladesh Nationalist Party (BNP) (18.3%)",45463,0.183129,118142,0.475886,-,-,118142,0.475886,45802,0.184494,-,-,-,-,-,220,-,-,118142,-,-,-,-,-,-,-,-,-,-,45463,-,-,-,-,-,-,-,-,-,-,-,339,78676,-,4729,-,-,-,-,688,-,-,-,-,-,-,-,-,-
Bagerhat 1,375560,244871,"Md. Mashirur Rahman Khan (Bangladesh Jamaat-e-Islami (Jamaat)) 48.0%, Kapil Krishna Mondol (Bangladesh Nationalist Party (BNP)) 46.7%, Md. Sheikh Masud Rana (Independent Candidate (Independent)) 4.8%","Bangladesh Jamaat-e-Islami (Jamaat) (48.0%), Bangladesh Nationalist Party (BNP) (46.7%), Independent Candidate (Independent) (4.8%)",114323,0.46687,117527,0.479955,-,-,117818,0.481143,114323,0.46687,-,-,-,291,-,-,-,-,117527,-,-,-,-,-,-,-,409,-,-,114323,-,-,-,-,-,-,-,-,-,-,-,-,11750,-,-,-,-,-,-,571,-,-,-,-,-,-,-,-,-
Bagerhat 2,338009,237396,"Sheikh Manjurul Haque (Rahad) (Bangladesh Jamaat-e-Islami (Jamaat)) 49.6%, Sheikh Mohammad Zakir Hossain (Bangladesh Nationalist Party (BNP)) 28.0%, M. A. H. Selim (Independent Candidate (Independent)) 20.6%","Bangladesh Jamaat-e-Islami (Jamaat) (49.6%), Bangladesh Nationalist Party (BNP) (28.0%), Independent Candidate (Independent) (20.6%)",66409,0.279739,117709,0.495834,-,-,117709,0.495834,66409,0.279739,-,-,-,-,-,-,-,-,117709,-,-,-,-,-,-,-,-,-,-,66409,-,-,-,-,-,-,-,-,-,-,-,-,48965,-,4313,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bagerhat 3,266864,190445,"Sheikh Faridul Islam (Bangladesh Nationalist Party (BNP)) 53.9%, Mohammad Abdul Wadud Sheikh (Bangladesh Jamaat-e-Islami (Jamaat)) 43.9%, Sheikh Jillur Rahman (Islami Andolan Bangladesh (IAB)) 1.8%","Bangladesh Nationalist Party (BNP) (53.9%), Bangladesh Jamaat-e-Islami (Jamaat) (43.9%), Islami Andolan Bangladesh (IAB) (1.8%)",102661,0.539059,83550,0.438709,349,0.001833,83550,0.438709,102661,0.539059,-,-,-,-,-,-,-,-,83550,-,-,-,-,-,-,-,-,-,-,102661,-,-,-,-,-,-,-,-,-,-,-,-,425,-,3460,-,-,-,-,-,349,-,-,-,-,-,-,-,-
Bagerhat 4,380679,224585,"Md. Abdul Alim (Bangladesh Jamaat-e-Islami (Jamaat)) 51.7%, Somnath Dey (Bangladesh Nationalist Party (BNP)) 43.8%, Md. Omar Faruk (Islami Andolan Bangladesh (IAB)) 3.8%","Bangladesh Jamaat-e-Islami (Jamaat) (51.7%), Bangladesh Nationalist Party (BNP) (43.8%), Islami Andolan Bangladesh (IAB) (3.8%)",98326,0.437812,116067,0.516807,315,0.001403,116067,0.516807,98326,0.437812,-,-,-,-,-,-,-,-,116067,-,-,-,-,-,-,-,-,-,-,98326,-,-,-,-,-,-,-,-,-,-,-,-,229,-,8501,-,-,-,-,1147,315,-,-,-,-,-,-,-,-
Khulna 1,307103,205795,"Amir Ejaz Khan (Bangladesh Nationalist Party (BNP)) 59.0%, Krishna Nandi (Bangladesh Jamaat-e-Islami (Jamaat)) 34.2%, Md. Abu Sayeed (Islami Andolan Bangladesh (IAB)) 2.7%","Bangladesh Nationalist Party (BNP) (59.0%), Bangladesh Jamaat-e-Islami (Jamaat) (34.2%), Islami Andolan Bangladesh (IAB) (2.7%)",121352,0.589674,70346,0.341826,513,0.002493,70346,0.341826,121436,0.590082,-,-,-,-,-,-,-,169,70346,-,-,-,-,-,-,-,-,-,-,121352,-,-,169,-,-,-,4742,-,-,-,-,84,-,-,5619,-,-,-,-,2801,513,-,-,-,-,-,-,-,-
Khulna 2,335241,189284,"Sheikh Jahangir Hossain Helal (Bangladesh Jamaat-e-Islami (Jamaat)) 49.5%, Nazrul Islam Manju (Bangladesh Nationalist Party (BNP)) 46.6%, Amanullah (Islami Andolan Bangladesh (IAB)) 3.9%","Bangladesh Jamaat-e-Islami (Jamaat) (49.5%), Bangladesh Nationalist Party (BNP) (46.6%), Islami Andolan Bangladesh (IAB) (3.9%)",88197,0.465951,93789,0.495494,-,-,93789,0.495494,88197,0.465951,-,-,-,-,-,-,-,-,93789,-,-,-,-,-,-,-,-,-,-,88197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7298,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Khulna 3,254409,147966,"Rakibul Islam (Bangladesh Nationalist Party (BNP)) 50.6%, Mohammad Mahfuzur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 44.6%, Md. A. Awal (Islami Andolan Bangladesh (IAB)) 3.9%","Bangladesh Nationalist Party (BNP) (50.6%), Bangladesh Jamaat-e-Islami (Jamaat) (44.6%), Islami Andolan Bangladesh (IAB) (3.9%)",74845,0.505826,66010,0.446116,-,-,66010,0.446116,74845,0.505826,-,-,-,-,-,-,-,-,66010,-,-,-,-,-,-,-,-,-,-,74845,-,-,-,246,-,-,-,-,-,-,-,-,181,-,5705,-,-,-,-,838,-,-,-,-,-,-,141,-,-
Khulna 4,378453,246896,"S. K. Azizul Bari (Bangladesh Nationalist Party (BNP)) 49.9%, S. M. Sakhawat Hossain (Khelafat Majlis) 44.4%, Yunus Ahmed Sheikh (Islami Andolan Bangladesh (IAB)) 5.4%","Bangladesh Nationalist Party (BNP) (49.9%), Khelafat Majlis (44.4%), Islami Andolan Bangladesh (IAB) (5.4%)",123162,0.498842,-,-,-,-,109530,0.443628,123162,0.498842,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13345,-,-,-,-,859,-,109530,-,-,-,-,-,-,-
Khulna 5,402798,298209,"Mohammad Ali Asgar (Bangladesh Nationalist Party (BNP)) 49.9%, Mia Golam Parwar (Bangladesh Jamaat-e-Islami (Jamaat)) 49.0%, Chitta Ranjan Goldar (Communist Party of Bangladesh (CPB)) 0.6%","Bangladesh Nationalist Party (BNP) (49.9%), Bangladesh Jamaat-e-Islami (Jamaat) (49.0%), Communist Party of Bangladesh (CPB) (0.6%)",148854,0.49916,146246,0.490414,-,-,146246,0.490414,148854,0.49916,-,-,-,-,-,-,-,-,146246,-,-,-,-,-,-,-,-,-,-,148854,-,-,-,-,-,-,1790,-,-,-,-,-,-,-,-,-,-,-,-,1319,-,-,-,-,-,-,-,-,-
Khulna 6,423331,282672,"Md. Abul Kalam Azad (Bangladesh Jamaat-e-Islami (Jamaat)) 53.3%, S. M. Monirul Hasan (Bappi) (Bangladesh Nationalist Party (BNP)) 44.1%, Md. Asadullah Fakir (Islami Andolan Bangladesh (IAB)) 1.0%","Bangladesh Jamaat-e-Islami (Jamaat) (53.3%), Bangladesh Nationalist Party (BNP) (44.1%), Islami Andolan Bangladesh (IAB) (1.0%)",124710,0.441183,150724,0.533212,-,-,150724,0.533212,124710,0.441183,-,-,-,-,-,-,-,-,150724,-,-,-,-,-,-,-,-,-,-,124710,-,-,-,-,-,-,1571,-,-,-,-,-,-,-,2950,-,-,-,-,2717,-,-,-,-,-,-,-,-,-
