seat_name,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Islami Front,Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Republican Party (BRP),Bangladesh Samo Odhikar Party (BEP),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Islami Andolan Bangladesh (IAB),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Janata Party,Jatiya Party (JaPa),Jatiya Samajtantrik Dal (JSD),Khelafat Majlis,Liberal Democratic Party (LDP),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Zaker Party (ZP)
Chattogram 12,352695,188672,"Mohammad Enamul Haque (Bangladesh Nationalist Party (BNP)) 71.6%, Syed Air Mohammad Peyaru (Bangladesh Islami Front) 15.4%, Mohammad Faridul Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 11.5%","Bangladesh Nationalist Party (BNP) (71.6%), Bangladesh Islami Front (15.4%), Bangladesh Jamaat-e-Islami (Jamaat) (11.5%)",135044,0.715761,21706,0.115046,-,-,21824,0.115672,135044,0.715761,-,-,-,-,-,-,-,28999,21706,-,-,-,-,-,-,-,-,-,-,135044,-,-,-,-,-,-,-,-,-,-,-,-,243,929,901,-,-,-,-,732,-,-,118,-,-,-,-,-,-
Chattogram 13,395246,213675,"Sarwar Jamal Nizam (Bangladesh Nationalist Party (BNP)) 59.1%, S. M. Shahjahan (Bangladesh Islami Front) 24.1%, Mahmudul Hasan (Bangladesh Jamaat-e-Islami (Jamaat)) 16.4%","Bangladesh Nationalist Party (BNP) (59.1%), Bangladesh Islami Front (24.1%), Bangladesh Jamaat-e-Islami (Jamaat) (16.4%)",126192,0.590579,35030,0.163941,-,-,35030,0.163941,126360,0.591365,-,-,-,-,-,-,-,51450,35030,-,-,-,-,-,-,-,-,-,-,126192,-,-,-,-,-,-,-,-,-,-,-,168,-,191,-,-,-,-,-,440,-,-,-,-,-,-,204,-,-
Chattogram 14,313513,181728,"Alhaj Jasim Uddin Ahmed (Bangladesh Nationalist Party (BNP)) 42.1%, Omar Faruk (Liberal Democratic Party (LDP)) 41.5%, Mawlana Md. Solaiman (Bangladesh Islami Front) 12.7%","Bangladesh Nationalist Party (BNP) (42.1%), Liberal Democratic Party (LDP) (41.5%), Bangladesh Islami Front (12.7%)",76493,0.42092,-,-,-,-,75467,0.415274,76493,0.42092,-,-,-,-,-,-,-,22992,-,-,-,-,-,-,-,-,-,-,-,76493,-,-,-,-,-,-,-,-,-,-,-,-,3630,149,1539,-,-,-,-,1458,-,-,75467,-,-,-,-,-,-
Chattogram 15,506059,314808,"Shahjahan Chowdhury (Bangladesh Jamaat-e-Islami (Jamaat)) 57.6%, Nazmul Mostafa Amin (Bangladesh Nationalist Party (BNP)) 41.5%, Shariful Alam Chowdhury (Islami Andolan Bangladesh (IAB)) 0.9%","Bangladesh Jamaat-e-Islami (Jamaat) (57.6%), Bangladesh Nationalist Party (BNP) (41.5%), Islami Andolan Bangladesh (IAB) (0.9%)",130661,0.41505,181238,0.57571,-,-,181238,0.57571,130661,0.41505,-,-,-,-,-,-,-,-,181238,-,-,-,-,-,-,-,-,-,-,130661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2909,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 16,411274,237010,"Mohammad Jahirul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 39.3%, Mishkatul Islam Chowdhury (Bangladesh Nationalist Party (BNP)) 35.1%, Mohammad Liaqat Ali (Islami Andolan Bangladesh (IAB)) 25.1%","Bangladesh Jamaat-e-Islami (Jamaat) (39.3%), Bangladesh Nationalist Party (BNP) (35.1%), Islami Andolan Bangladesh (IAB) (25.1%)",83105,0.350639,93167,0.393093,-,-,93167,0.393093,83348,0.351664,-,-,-,-,-,-,-,-,93167,-,-,-,-,-,-,-,105,-,-,83105,-,-,-,-,-,-,-,-,-,-,-,243,-,-,59546,844,-,-,-,-,-,-,-,-,-,-,-,-,-
Cox's Bazar 1,540490,356275,"Salahuddin Ahmed (Bangladesh Nationalist Party (BNP)) 62.3%, Abdullah Al Faruq (Bangladesh Jamaat-e-Islami (Jamaat)) 36.4%, Md. Sarwar Alam Kutubi (Islami Andolan Bangladesh (IAB)) 1.3%","Bangladesh Nationalist Party (BNP) (62.3%), Bangladesh Jamaat-e-Islami (Jamaat) (36.4%), Islami Andolan Bangladesh (IAB) (1.3%)",222019,0.623167,129728,0.364123,-,-,129728,0.364123,222019,0.623167,-,-,-,-,-,-,-,-,129728,-,-,-,-,-,-,-,-,-,-,222019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4528,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cox's Bazar 2,387851,227185,"Alamgir Muhammad Mahfuz Ullah Farid (Bangladesh Nationalist Party (BNP)) 55.3%, A. H. M. Hamidur Rahman Azad (Bangladesh Jamaat-e-Islami (Jamaat)) 40.4%, Ziaul Haque (Islami Andolan Bangladesh (IAB)) 3.9%","Bangladesh Nationalist Party (BNP) (55.3%), Bangladesh Jamaat-e-Islami (Jamaat) (40.4%), Islami Andolan Bangladesh (IAB) (3.9%)",125543,0.552603,91889,0.404468,-,-,91889,0.404468,125740,0.55347,-,-,-,-,-,-,-,-,91889,-,-,-,-,-,-,-,-,-,-,125543,-,-,-,-,-,-,-,-,-,-,-,197,-,-,8799,-,-,-,-,757,-,-,-,-,-,-,-,-,-
Cox's Bazar 3,545962,350988,"Lutfur Rahman (Bangladesh Nationalist Party (BNP)) 51.9%, Shahidul Alam (Bahadur) (Bangladesh Jamaat-e-Islami (Jamaat)) 46.1%, Amirul Islam (Islami Andolan Bangladesh (IAB)) 1.5%","Bangladesh Nationalist Party (BNP) (51.9%), Bangladesh Jamaat-e-Islami (Jamaat) (46.1%), Islami Andolan Bangladesh (IAB) (1.5%)",182096,0.51881,161827,0.461061,-,-,162429,0.462777,182096,0.51881,-,-,367,-,-,-,-,-,161827,-,-,-,-,-,602,-,-,-,-,182096,-,-,-,-,-,-,-,-,-,-,-,-,947,-,5149,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cox's Bazar 4,375688,250332,"Shahjahan Chowdhury (Bangladesh Nationalist Party (BNP)) 49.4%, Nur Ahmed Anwari (Bangladesh Jamaat-e-Islami (Jamaat)) 48.7%, Nurul Haque (Islami Andolan Bangladesh (IAB)) 1.7%","Bangladesh Nationalist Party (BNP) (49.4%), Bangladesh Jamaat-e-Islami (Jamaat) (48.7%), Islami Andolan Bangladesh (IAB) (1.7%)",123582,0.493672,122033,0.487485,-,-,122033,0.487485,123582,0.493672,-,-,-,-,-,-,-,-,122033,-,-,-,-,-,-,-,-,-,-,123582,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4338,-,-,-,-,-,-,-,-,-,-,-,379,-,-
Khagrachhari 1,554119,333479,"Abdul Wadud Bhuiyan (Bangladesh Nationalist Party (BNP)) 45.3%, Dharma Jyoti Chakma (Independent Candidate (Independent)) 35.1%, Md. Yakub Ali (Bangladesh Jamaat-e-Islami (Jamaat)) 17.6%","Bangladesh Nationalist Party (BNP) (45.3%), Independent Candidate (Independent) (35.1%), Bangladesh Jamaat-e-Islami (Jamaat) (17.6%)",151040,0.452922,58545,0.175558,-,-,58545,0.175558,151795,0.455186,-,-,-,-,-,-,-,-,58545,-,-,-,-,-,-,1030,184,-,-,151040,-,-,-,-,-,-,-,-,-,-,-,755,117129,683,3089,-,-,-,-,1024,-,-,-,-,-,-,-,-,-
Rangamati 1,509272,263647,"Dipen Dewan (Bangladesh Nationalist Party (BNP)) 76.4%, Pahel Chakma (Independent Candidate (Independent)) 11.8%, Muhammad Abu Bakar Siddique (Bangladesh Khelafat Majlish (BKM)) 8.6%","Bangladesh Nationalist Party (BNP) (76.4%), Independent Candidate (Independent) (11.8%), Bangladesh Khelafat Majlish (BKM) (8.6%)",201544,0.764446,-,-,1071,0.004062,22715,0.086157,203064,0.770212,-,-,-,-,-,-,-,-,-,-,-,-,-,22715,-,-,-,-,-,201544,-,-,-,-,-,-,-,-,-,-,-,449,31222,-,3672,-,-,-,-,2974,-,-,-,-,-,-,-,1071,-
Bandarban 1,315422,174770,"Saching Pru (Bangladesh Nationalist Party (BNP)) 80.9%, Abu Sayeed Md. Suja Uddin (National Citizen Party (NCP)) 15.0%, Md. Abul Kalam Azad (Islami Andolan Bangladesh (IAB)) 2.7%","Bangladesh Nationalist Party (BNP) (80.9%), National Citizen Party (NCP) (15.0%), Islami Andolan Bangladesh (IAB) (2.7%)",141455,0.809378,-,-,-,-,26162,0.149694,141455,0.809378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4718,-,-,-,-,2435,-,-,-,-,26162,-,-,-,-
Tangail 1,437433,281301,"Fakir Mahbub Anam (Bangladesh Nationalist Party (BNP)) 54.7%, Muhammad Abdullahel Kafi (Bangladesh Jamaat-e-Islami (Jamaat)) 33.6%, Md. Asadul Islam (Independent Candidate (Independent)) 10.3%","Bangladesh Nationalist Party (BNP) (54.7%), Bangladesh Jamaat-e-Islami (Jamaat) (33.6%), Independent Candidate (Independent) (10.3%)",153932,0.547215,94462,0.335804,-,-,94462,0.335804,153932,0.547215,-,-,-,-,-,-,-,-,94462,-,-,-,-,-,-,-,-,-,-,153932,-,-,-,-,-,-,-,-,-,-,-,-,28982,-,1731,-,-,-,-,2194,-,-,-,-,-,-,-,-,-
Tangail 2,418606,265715,"Md. Abdus Salam Pintu (Bangladesh Nationalist Party (BNP)) 74.6%, Md. Humayun Kabir (Bangladesh Jamaat-e-Islami (Jamaat)) 22.9%, Md. Monowar Hossain Sagar (Islami Andolan Bangladesh (IAB)) 1.8%","Bangladesh Nationalist Party (BNP) (74.6%), Bangladesh Jamaat-e-Islami (Jamaat) (22.9%), Islami Andolan Bangladesh (IAB) (1.8%)",198213,0.745961,60871,0.229084,-,-,60871,0.229084,198213,0.745961,-,-,-,-,-,-,-,-,60871,-,-,-,-,-,-,-,-,-,-,198213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4777,-,-,-,-,1854,-,-,-,-,-,-,-,-,-
Tangail 3,382720,230420,"Md. Lutfar Rahman Khan Azad (Independent Candidate (Independent)) 47.3%, S. M. Obaidul Haque (Bangladesh Nationalist Party (BNP)) 35.9%, Saifullah Haider (National Citizen Party (NCP)) 15.0%","Independent Candidate (Independent) (47.3%), Bangladesh Nationalist Party (BNP) (35.9%), National Citizen Party (NCP) (15.0%)",82769,0.359209,-,-,-,-,34588,0.150108,82769,0.359209,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82769,-,-,-,-,-,-,-,-,-,-,-,-,108988,-,4075,-,-,-,-,-,-,-,-,-,34588,-,-,-,-
Tangail 4,374917,224775,"Abdul Latif Siddiqui (Bangladesh Jamaat-e-Islami (Jamaat)) 50.1%, Md. Lutfar Rahman (Bangladesh Nationalist Party (BNP)) 46.9%, Md. Abdul Halim Mia (Independent Candidate (Independent)) 1.8%","Bangladesh Jamaat-e-Islami (Jamaat) (50.1%), Bangladesh Nationalist Party (BNP) (46.9%), Independent Candidate (Independent) (1.8%)",105342,0.468655,112701,0.501395,-,-,112701,0.501395,105342,0.468655,-,-,-,-,-,-,-,-,112701,-,-,-,-,-,-,-,-,-,-,105342,-,-,-,-,-,-,-,-,-,-,-,-,4152,-,1822,-,-,-,-,758,-,-,-,-,-,-,-,-,-
Tangail 5,462412,288080,"Sultan Salauddin Tuku (Bangladesh Nationalist Party (BNP)) 45.6%, Ahsan Habib (Bangladesh Jamaat-e-Islami (Jamaat)) 27.9%, Md. Farhad Iqbal (Jatiya Party (JaPa)) 24.7%","Bangladesh Nationalist Party (BNP) (45.6%), Bangladesh Jamaat-e-Islami (Jamaat) (27.9%), Jatiya Party (JaPa) (24.7%)",131279,0.455703,80283,0.278683,1313,0.004558,80283,0.278683,131763,0.457383,-,-,-,-,109,-,-,-,80283,-,-,-,-,-,-,-,-,-,-,131279,-,-,-,-,-,1189,-,-,221,-,-,263,-,-,2600,-,-,-,-,71044,1092,-,-,-,-,-,-,-,-
Tangail 6,468076,289814,"Md. Rabiul Awal (Bangladesh Nationalist Party (BNP)) 52.1%, A. K. M. Abdul Hamid (Bangladesh Jamaat-e-Islami (Jamaat)) 31.7%, Md. Akhinur Mia (Islami Andolan Bangladesh (IAB)) 8.3%","Bangladesh Nationalist Party (BNP) (52.1%), Bangladesh Jamaat-e-Islami (Jamaat) (31.7%), Islami Andolan Bangladesh (IAB) (8.3%)",150952,0.520858,91914,0.317148,-,-,91914,0.317148,150952,0.520858,-,-,-,-,-,-,-,-,91914,-,-,-,-,-,-,-,-,-,-,150952,-,-,-,-,-,-,-,-,-,-,-,-,18157,-,24136,-,-,-,-,4655,-,-,-,-,-,-,-,-,-
Tangail 7,375437,213785,"Abul Kalam Azad Siddiqui (Bangladesh Nationalist Party (BNP)) 66.1%, Mohammad Abdullah Ebne Abul Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 33.2%, Md. Tofazzal Hossain (Bangladesh Republican Party (BRP)) 0.7%","Bangladesh Nationalist Party (BNP) (66.1%), Bangladesh Jamaat-e-Islami (Jamaat) (33.2%), Bangladesh Republican Party (BRP) (0.7%)",141253,0.660725,71040,0.332296,-,-,71040,0.332296,141253,0.660725,-,-,-,-,-,-,-,-,71040,-,-,-,-,-,-,-,-,-,-,141253,-,1492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tangail 8,414826,248461,"Ahmed Azam Khan (Bangladesh Nationalist Party (BNP)) 46.0%, Salauddin Alamgir (Jatiya Party (JaPa)) 31.3%, Md. Shafiqul Islam Khan (Bangladesh Jamaat-e-Islami (Jamaat)) 22.4%","Bangladesh Nationalist Party (BNP) (46.0%), Jatiya Party (JaPa) (31.3%), Bangladesh Jamaat-e-Islami (Jamaat) (22.4%)",114217,0.459698,55709,0.224216,510,0.002053,55709,0.224216,114727,0.461751,-,-,330,-,-,-,-,-,55709,-,-,-,-,-,-,-,-,-,-,114217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77695,-,-,-,-,-,-,-,510,-
Kishoreganj 1,555136,265551,"Mazharul Islam (Bangladesh Nationalist Party (BNP)) 46.7%, Hedayatullah Hadi (Bangladesh Khelafat Majlish (BKM)) 38.1%, Md. Rezaul Karim Khan (Independent Candidate (Independent)) 14.1%","Bangladesh Nationalist Party (BNP) (46.7%), Bangladesh Khelafat Majlish (BKM) (38.1%), Independent Candidate (Independent) (14.1%)",124035,0.467085,-,-,-,-,101816,0.383414,124035,0.467085,-,-,-,-,-,-,-,-,-,-,-,-,-,101132,-,-,-,-,-,124035,-,-,-,234,960,-,925,-,-,-,-,-,37334,-,-,-,-,-,-,-,-,684,-,-,-,247,-,-,-
Kishoreganj 2,532516,272616,"Advocate Md. Jalal Uddin (Bangladesh Nationalist Party (BNP)) 52.7%, Md. Shafiqul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 44.4%, Md. Abul Basar Rezwan (Islami Andolan Bangladesh (IAB)) 1.3%","Bangladesh Nationalist Party (BNP) (52.7%), Bangladesh Jamaat-e-Islami (Jamaat) (44.4%), Islami Andolan Bangladesh (IAB) (1.3%)",143669,0.527001,120975,0.443756,-,-,120975,0.443756,144064,0.52845,-,-,-,-,-,-,-,-,120975,-,-,-,-,-,-,-,-,-,222,143669,-,-,-,-,-,-,-,-,-,-,-,395,1676,-,3566,-,-,-,-,2113,-,-,-,-,-,-,-,-,-
Kishoreganj 3,448625,228764,"Dr. Muhammad Osman Faruq (Bangladesh Nationalist Party (BNP)) 49.2%, Jihad Khan (Bangladesh Jamaat-e-Islami (Jamaat)) 44.8%, Md. Alamgir Hossain (Islami Andolan Bangladesh (IAB)) 4.7%","Bangladesh Nationalist Party (BNP) (49.2%), Bangladesh Jamaat-e-Islami (Jamaat) (44.8%), Islami Andolan Bangladesh (IAB) (4.7%)",112466,0.491625,102476,0.447955,-,-,102476,0.447955,112466,0.491625,-,-,-,-,-,-,-,-,102476,-,-,-,-,-,-,-,-,-,-,112466,-,-,-,-,-,-,-,191,-,-,-,-,1487,-,10777,-,-,-,-,1249,-,-,-,-,-,118,-,-,-
Kishoreganj 4,408352,197695,"Md. Fazlur Rahman (Bangladesh Nationalist Party (BNP)) 67.0%, Md. Rokon Reza Sheikh (Bangladesh Jamaat-e-Islami (Jamaat)) 28.1%, Kazi Reha Kabir (Independent Candidate (Independent)) 2.8%","Bangladesh Nationalist Party (BNP) (67.0%), Bangladesh Jamaat-e-Islami (Jamaat) (28.1%), Independent Candidate (Independent) (2.8%)",132553,0.670492,55646,0.281474,-,-,56525,0.28592,132553,0.670492,-,-,-,-,-,-,-,-,55646,-,-,-,-,879,-,-,-,-,-,132553,-,-,-,-,-,-,-,-,-,-,-,-,5509,-,2487,-,-,-,-,516,-,-,-,-,-,105,-,-,-
Kishoreganj 5,353566,206782,"Sheikh Mojibur Rahman Iqbal (Independent Candidate (Independent)) 39.4%, Syed Ehsanul Huda (Bangladesh Nationalist Party (BNP)) 32.1%, Md. Ramzan Ali (Bangladesh Jamaat-e-Islami (Jamaat)) 26.3%","Independent Candidate (Independent) (39.4%), Bangladesh Nationalist Party (BNP) (32.1%), Bangladesh Jamaat-e-Islami (Jamaat) (26.3%)",66450,0.321353,54400,0.263079,-,-,54400,0.263079,66450,0.321353,-,-,-,-,-,-,-,1313,54400,-,-,-,-,-,-,-,135,-,-,66450,-,-,-,-,-,-,-,-,-,-,-,-,81501,-,2688,-,-,-,-,295,-,-,-,-,-,-,-,-,-
Kishoreganj 6,428804,237990,"Md. Shariful Alam (Bangladesh Nationalist Party (BNP)) 78.6%, Ataullah Amin (Bangladesh Khelafat Majlish (BKM)) 18.5%, Mohammad Musa Khan (Islami Andolan Bangladesh (IAB)) 1.0%","Bangladesh Nationalist Party (BNP) (78.6%), Bangladesh Khelafat Majlish (BKM) (18.5%), Islami Andolan Bangladesh (IAB) (1.0%)",187159,0.786415,-,-,-,-,44095,0.185281,187159,0.786415,-,-,-,-,-,-,-,2172,-,-,-,-,-,44095,-,-,-,-,-,187159,-,-,-,-,-,-,312,-,-,220,-,-,-,630,2411,-,-,-,-,806,-,-,-,-,-,185,-,-,-
Manikganj 1,461942,298463,"S. A. Jinnah Kabir (Bangladesh Nationalist Party (BNP)) 46.2%, Md. Tozammel Haque (Independent Candidate (Independent)) 28.4%, Abu Bakar Siddique (Bangladesh Jamaat-e-Islami (Jamaat)) 23.9%","Bangladesh Nationalist Party (BNP) (46.2%), Independent Candidate (Independent) (28.4%), Bangladesh Jamaat-e-Islami (Jamaat) (23.9%)",137773,0.461608,71310,0.238924,-,-,71310,0.238924,138839,0.46518,-,-,-,-,-,-,-,-,71310,-,-,-,-,-,-,-,-,-,-,137773,-,-,-,-,-,-,-,-,-,-,-,1066,84784,-,3247,-,-,-,283,-,-,-,-,-,-,-,-,-,-
Manikganj 2,472622,268235,"Mainul Islam Khan (Bangladesh Nationalist Party (BNP)) 65.5%, Md. Salah Uddin (Khelafat Majlis) 30.4%, S. M. Abdul Mannan (Jatiya Party (JaPa)) 2.6%","Bangladesh Nationalist Party (BNP) (65.5%), Khelafat Majlis (30.4%), Jatiya Party (JaPa) (2.6%)",175776,0.655306,-,-,-,-,81531,0.303954,175776,0.655306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3847,-,-,-,-,7081,-,81531,-,-,-,-,-,-,-
Manikganj 3,400059,266032,"Afroza Khanam (Bangladesh Nationalist Party (BNP)) 62.9%, Muhammad Saeed Noor (Bangladesh Khelafat Majlish (BKM)) 24.1%, Md. Ataur Rahman Ata (Independent Candidate (Independent)) 9.3%","Bangladesh Nationalist Party (BNP) (62.9%), Bangladesh Khelafat Majlish (BKM) (24.1%), Independent Candidate (Independent) (9.3%)",167345,0.629041,-,-,3510,0.013194,64242,0.241482,167345,0.629041,-,-,-,-,-,-,-,-,-,-,3510,-,-,64242,-,-,-,-,-,167345,-,-,-,-,-,-,-,-,-,-,-,-,24845,-,2787,-,-,-,-,3303,-,-,-,-,-,-,-,-,-
Munshiganj 1,545519,309610,"Md. Abdullah (Bangladesh Nationalist Party (BNP)) 54.1%, A. K. M. Fakhruddin Razi (Bangladesh Jamaat-e-Islami (Jamaat)) 32.8%, Mohammad Momin Ali (Independent Candidate (Independent)) 9.9%","Bangladesh Nationalist Party (BNP) (54.1%), Bangladesh Jamaat-e-Islami (Jamaat) (32.8%), Independent Candidate (Independent) (9.9%)",167562,0.541203,101568,0.328051,-,-,101568,0.328051,167562,0.541203,-,-,-,-,-,-,-,-,101568,-,-,-,-,-,-,-,-,-,-,167562,-,-,-,-,-,-,443,-,-,-,-,-,30678,320,9039,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Munshiganj 2,378492,196622,"Abdus Salam Azad (Bangladesh Nationalist Party (BNP)) 61.6%, Majedul Islam (National Citizen Party (NCP)) 29.8%, K. M. Billal (Islami Andolan Bangladesh (IAB)) 6.8%","Bangladesh Nationalist Party (BNP) (61.6%), National Citizen Party (NCP) (29.8%), Islami Andolan Bangladesh (IAB) (6.8%)",121154,0.616177,-,-,-,-,58573,0.297896,121154,0.616177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13387,651,-,-,-,2857,-,-,-,-,58573,-,-,-,-
Munshiganj 3,509467,275912,"Md. Kamruzzaman (Bangladesh Nationalist Party (BNP)) 45.2%, Md. Mohiuddin (Independent Candidate (Independent)) 32.2%, Noor Hossain Noorani (Bangladesh Khelafat Majlish (BKM)) 19.7%","Bangladesh Nationalist Party (BNP) (45.2%), Independent Candidate (Independent) (32.2%), Bangladesh Khelafat Majlish (BKM) (19.7%)",124691,0.451923,-,-,174,0.000631,54611,0.197929,124865,0.452554,-,-,-,-,-,-,-,-,-,-,-,-,-,54456,155,-,-,-,-,124691,-,-,-,-,-,-,304,-,-,-,-,-,88936,-,6392,-,-,-,-,804,-,-,-,-,-,-,-,174,-
Dhaka 1,545140,299523,"Khandaker Abu Ashfaq (Bangladesh Nationalist Party (BNP)) 58.0%, Mohammad Nazrul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 37.6%, Nurul Islam (Islami Andolan Bangladesh (IAB)) 2.2%","Bangladesh Nationalist Party (BNP) (58.0%), Bangladesh Jamaat-e-Islami (Jamaat) (37.6%), Islami Andolan Bangladesh (IAB) (2.2%)",173781,0.580193,112622,0.376005,-,-,112893,0.376909,173781,0.580193,-,-,-,-,-,-,-,-,112622,-,-,-,-,-,271,-,-,-,-,173781,-,-,-,-,-,-,-,-,-,-,-,-,4880,-,6607,-,-,-,-,1362,-,-,-,-,-,-,-,-,-
Dhaka 2,419215,250198,"Md. Amanullah Aman (Bangladesh Nationalist Party (BNP)) 65.5%, Md. Abdul Haque (Bangladesh Jamaat-e-Islami (Jamaat)) 32.0%, Md. Jahirul Islam (Islami Andolan Bangladesh (IAB)) 2.5%","Bangladesh Nationalist Party (BNP) (65.5%), Bangladesh Jamaat-e-Islami (Jamaat) (32.0%), Islami Andolan Bangladesh (IAB) (2.5%)",163793,0.654654,80053,0.319959,-,-,80053,0.319959,163793,0.654654,-,-,-,-,-,-,-,-,80053,-,-,-,-,-,-,-,-,-,-,163793,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6352,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 3,362159,191109,"Gayeshwar Chandra Roy (Bangladesh Nationalist Party (BNP)) 51.9%, Md. Shahinur Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 43.6%, Md. Sultan Ahmad Khan (Islami Andolan Bangladesh (IAB)) 3.3%","Bangladesh Nationalist Party (BNP) (51.9%), Bangladesh Jamaat-e-Islami (Jamaat) (43.6%), Islami Andolan Bangladesh (IAB) (3.3%)",99163,0.518882,83264,0.435689,378,0.001978,83264,0.435689,99638,0.521367,-,-,-,-,155,-,-,-,83264,-,-,-,-,-,-,-,-,-,-,99163,-,-,-,196,-,-,-,-,378,182,-,97,313,-,6286,-,-,-,-,1075,-,-,-,-,-,-,-,-,-
Dhaka 4,362506,162069,"Syed Zainul Abedin (Bangladesh Jamaat-e-Islami (Jamaat)) 47.7%, Tanvir Ahmed (Bangladesh Nationalist Party (BNP)) 45.9%, Syed Md. Mosaddeq Billah (Islami Andolan Bangladesh (IAB)) 4.0%","Bangladesh Jamaat-e-Islami (Jamaat) (47.7%), Bangladesh Nationalist Party (BNP) (45.9%), Islami Andolan Bangladesh (IAB) (4.0%)",74447,0.459354,77367,0.477371,-,-,77367,0.477371,74447,0.459354,-,-,-,-,-,128,-,-,77367,-,-,-,-,-,-,-,-,-,-,74447,-,-,-,184,-,-,367,-,-,-,-,-,2867,-,6518,-,-,-,191,-,-,-,-,-,-,-,-,-,-
Dhaka 5,419996,201370,"Mohammad Kamal Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 48.0%, Md. Nabi Ullah (Bangladesh Nationalist Party (BNP)) 43.4%, Md. Ibrahim (Islami Andolan Bangladesh (IAB)) 7.1%","Bangladesh Jamaat-e-Islami (Jamaat) (48.0%), Bangladesh Nationalist Party (BNP) (43.4%), Islami Andolan Bangladesh (IAB) (7.1%)",87491,0.434479,96641,0.479918,-,-,97510,0.484233,87584,0.434941,-,-,-,-,262,35,-,-,96641,-,-,-,-,-,81,-,-,-,-,87491,-,-,-,-,221,-,206,-,-,-,-,93,-,-,14206,-,-,-,-,1346,-,-,788,-,-,-,-,-,-
Dhaka 6,292283,137179,"Ishraq Hossain (Bangladesh Nationalist Party (BNP)) 57.5%, Md. Abdul Mannan (Bangladesh Jamaat-e-Islami (Jamaat)) 40.6%, Amir Uddin Ahmed (Dalu) (Jatiya Party (JaPa)) 1.3%","Bangladesh Nationalist Party (BNP) (57.5%), Bangladesh Jamaat-e-Islami (Jamaat) (40.6%), Jatiya Party (JaPa) (1.3%)",78850,0.574796,55697,0.406017,-,-,55697,0.406017,78988,0.575802,-,-,-,-,319,-,-,-,55697,-,-,-,-,-,-,-,245,-,-,78850,-,-,-,-,-,-,-,-,-,-,152,138,-,-,-,-,-,-,-,1778,-,-,-,-,-,-,-,-,-
