seat_name,division,district,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Amjanatar Dol,Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Development Party (BDP),Bangladesh Islami Front,Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Party (Matin),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Liberal Democratic Party (LDP),Bangladesh Minority Janata Party (BMJP),Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh National Awami Party–Bangladesh NAP (BNAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Nezame Islam Party (BNIP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Samo Odhikar Party (BEP),Bangladesh Sangskritik Muktijote (BSM),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Somo Odhikar Party (BEP),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Front (GF),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islami Oikya Jote (IOJ),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Jamiat Ulema-e-Islam Bangladesh (JUIB),Janata Party,Janotar Dol,Jatiya Ganatantrik Party (JAGPA),Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Jatiya Samajtantrik Dal (JSD),Liberal Democratic Party (LDP),My Bangladesh Party (AB Party),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Socialist Party of Bangladesh (Marxist) (SPB-M),Unique - Akhtar Sultana,Unique - Govinda Chandra Pramanik,Zaker Party (ZP),comments,winner_verification
Kishoreganj 4,Dhaka,Kishoreganj,408352.0,200394,"Bangladesh Nationalist Party (BNP) 66.1%, Bangladesh Jamaat-e-Islami (Jamaat) 28.9%, Independent Candidate (Independent) 2.7%","Bangladesh Nationalist Party (BNP) (66.1%), Bangladesh Jamaat-e-Islami (Jamaat) (28.9%), Independent Candidate (Independent) (2.7%)",132553,0.661462,57829,0.288577,-,-,58708,0.292963,132553,0.661462,-,-,-,-,-,-,-,-,-,-,-,57829,-,-,-,-,-,879,-,-,-,-,-,-,-,-,132553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5509,-,516,2487,-,-,-,-,-,-,-,-,516,-,-,-,-,-,-,105,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kishoreganj 5,Dhaka,Kishoreganj,353566.0,208095,"Independent Candidate (Independent) 39.2%, Bangladesh Nationalist Party (BNP) 31.9%, Bangladesh Jamaat-e-Islami (Jamaat) 26.1%","Independent Candidate (Independent) (39.2%), Bangladesh Nationalist Party (BNP) (31.9%), Bangladesh Jamaat-e-Islami (Jamaat) (26.1%)",66450,0.319325,54400,0.261419,-,-,54400,0.261419,66450,0.319325,-,-,-,-,-,-,-,-,-,1313,1313,54400,-,-,-,-,-,-,-,-,-,-,135,-,-,-,66450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81501,-,-,2688,-,-,-,-,-,-,-,-,295,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kishoreganj 6,Dhaka,Kishoreganj,428804.0,240792,"Bangladesh Nationalist Party (BNP) 77.7%, Bangladesh Khelafat Majlish (BKM) 18.3%, Islami Andolan Bangladesh (IAB) 1.0%","Bangladesh Nationalist Party (BNP) (77.7%), Bangladesh Khelafat Majlish (BKM) (18.3%), Islami Andolan Bangladesh (IAB) (1.0%)",187159,0.777264,-,-,-,-,44095,0.183125,187159,0.777264,-,-,-,-,-,-,-,-,-,2172,2172,-,-,-,-,-,-,44095,-,-,-,-,-,-,-,-,187159,-,-,-,-,-,-,-,-,-,-,312,-,-,220,-,-,-,-,630,630,2411,-,-,-,-,-,-,-,-,806,-,-,-,-,-,-,185,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kurigram 1,Rangpur,Kurigram,563978.0,270181,"Bangladesh Jamaat-e-Islami (Jamaat) 52.2%, Bangladesh Nationalist Party (BNP) 45.5%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (52.2%), Bangladesh Nationalist Party (BNP) (45.5%), Islami Andolan Bangladesh (IAB) (1.2%)",123025,0.455343,141090,0.522205,-,-,141090,0.522205,123025,0.455343,-,-,-,-,-,-,-,-,-,-,-,141090,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3377,-,-,-,-,-,-,-,-,2689,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kurigram 2,Rangpur,Kurigram,604738.0,350121,"National Citizen Party (NCP) 51.3%, Bangladesh Nationalist Party (BNP) 48.7%","National Citizen Party (NCP) (51.3%), Bangladesh Nationalist Party (BNP) (48.7%)",170335,0.486503,-,-,-,-,179786,0.513497,170335,0.486503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179786,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kurigram 3,Rangpur,Kurigram,368470.0,141982,"Bangladesh Jamaat-e-Islami (Jamaat) 76.0%, Islami Andolan Bangladesh (IAB) 23.5%, Bangladesh Nationalist Party (BNP) 0.5%","Bangladesh Jamaat-e-Islami (Jamaat) (76.0%), Islami Andolan Bangladesh (IAB) (23.5%), Bangladesh Nationalist Party (BNP) (0.5%)",672,0.004733,107930,0.760167,-,-,107930,0.760167,672,0.004733,-,-,-,-,-,-,-,-,-,-,-,107930,-,-,-,-,-,-,-,-,-,-,-,-,-,-,672,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"OVERRIDE Bangladesh Nationalist Party (BNP): 79,352 -> 672 (4-source verified)",Winner confirmed by TBS+DS+BSS+DT
Kurigram 4,Rangpur,Kurigram,362753.0,202082,"Bangladesh Jamaat-e-Islami (Jamaat) 53.5%, Bangladesh Nationalist Party (BNP) 41.8%, Islami Andolan Bangladesh (IAB) 4.7%","Bangladesh Jamaat-e-Islami (Jamaat) (53.5%), Bangladesh Nationalist Party (BNP) (41.8%), Islami Andolan Bangladesh (IAB) (4.7%)",84423,0.417766,108210,0.535476,-,-,108210,0.535476,84423,0.417766,-,-,-,-,-,-,-,-,-,-,-,108210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kushtia 1,Khulna,Kushtia,404504.0,276910,"Bangladesh Nationalist Party (BNP) 59.9%, Bangladesh Jamaat-e-Islami (Jamaat) 31.3%, Independent Candidate (Independent) 6.5%","Bangladesh Nationalist Party (BNP) (59.9%), Bangladesh Jamaat-e-Islami (Jamaat) (31.3%), Independent Candidate (Independent) (6.5%)",165909,0.599144,86682,0.313033,203,0.000733,86682,0.313033,166522,0.601358,-,-,-,-,-,-,-,-,-,241,-,86682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,613,17864,-,-,4063,-,241,-,-,-,-,-,-,1094,-,203,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kushtia 2,Khulna,Kushtia,478001.0,341719,"Bangladesh Jamaat-e-Islami (Jamaat) 56.2%, Bangladesh Nationalist Party (BNP) 42.1%, Islami Andolan Bangladesh (IAB) 1.1%","Bangladesh Jamaat-e-Islami (Jamaat) (56.2%), Bangladesh Nationalist Party (BNP) (42.1%), Islami Andolan Bangladesh (IAB) (1.1%)",143821,0.420875,192083,0.562108,-,-,192083,0.562108,143821,0.420875,-,-,-,-,-,-,-,-,-,-,-,192083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143821,-,-,-,-,-,-,-,-,-,-,805,-,-,-,-,-,-,-,-,-,3887,-,1123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kushtia 3,Khulna,Kushtia,440842.0,316846,"Bangladesh Jamaat-e-Islami (Jamaat) 57.6%, Bangladesh Nationalist Party (BNP) 40.3%, Islami Andolan Bangladesh (IAB) 1.6%","Bangladesh Jamaat-e-Islami (Jamaat) (57.6%), Bangladesh Nationalist Party (BNP) (40.3%), Islami Andolan Bangladesh (IAB) (1.6%)",127559,0.40259,182476,0.575914,442,0.001395,182476,0.575914,127858,0.403534,-,-,-,-,-,-,-,-,-,-,-,182476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127559,-,-,475,442,-,-,442,-,-,-,-,-,-,-,-,-,299,-,-,-,5153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kushtia 4,Khulna,Kushtia,424417.0,304011,"Bangladesh Jamaat-e-Islami (Jamaat) 48.7%, Bangladesh Nationalist Party (BNP) 45.9%, Islami Andolan Bangladesh (IAB) 4.5%","Bangladesh Jamaat-e-Islami (Jamaat) (48.7%), Bangladesh Nationalist Party (BNP) (45.9%), Islami Andolan Bangladesh (IAB) (4.5%)",139603,0.459204,148201,0.487486,-,-,148509,0.488499,139603,0.459204,-,-,-,-,-,-,-,-,-,-,-,148201,-,-,-,-,-,-,308,-,671,-,-,-,-,-,139603,-,-,-,-,-,-,-,-,-,-,-,-,-,255,-,-,-,-,-,-,13739,-,-,-,-,-,-,-,-,1234,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Lakshmipur 1,Chattogram,Lakshmipur,281302.0,158268,"Bangladesh Nationalist Party (BNP) 54.9%, National Citizen Party (NCP) 37.4%, Islami Andolan Bangladesh (IAB) 7.0%","Bangladesh Nationalist Party (BNP) (54.9%), National Citizen Party (NCP) (37.4%), Islami Andolan Bangladesh (IAB) (7.0%)",86811,0.548506,-,-,203,0.001283,59265,0.37446,86921,0.549201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86811,-,-,-,203,-,-,203,-,-,-,-,-,-,-,-,-,110,-,-,-,11156,-,-,-,-,-,-,-,-,414,-,-,-,-,-,59265,-,106,-,-,-,-,-,"Gono Odhikar Parishad (GOP): no consensus, used median (TBS=106, DT=115)",Winner confirmed by TBS+DS+BSS+DT
Lakshmipur 2,Chattogram,Lakshmipur,493970.0,289538,"Bangladesh Nationalist Party (BNP) 50.5%, Bangladesh Jamaat-e-Islami (Jamaat) 46.2%, Islami Andolan Bangladesh (IAB) 2.3%","Bangladesh Nationalist Party (BNP) (50.5%), Bangladesh Jamaat-e-Islami (Jamaat) (46.2%), Islami Andolan Bangladesh (IAB) (2.3%)",146321,0.50536,133698,0.461763,253,0.000874,133698,0.461763,146745,0.506825,-,-,-,-,-,-,-,-,-,-,-,133698,-,-,-,288,-,-,-,-,-,-,-,-,-,-,146321,-,-,-,-,-,-,-,-,-,1780,-,-,-,-,-,-,424,-,-,-,6774,-,-,-,-,-,-,-,-,-,-,-,-,-,253,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Lakshmipur 3,Chattogram,Lakshmipur,444472.0,265969,"Bangladesh Nationalist Party (BNP) 51.0%, Bangladesh Jamaat-e-Islami (Jamaat) 46.2%, Islami Andolan Bangladesh (IAB) 1.9%","Bangladesh Nationalist Party (BNP) (51.0%), Bangladesh Jamaat-e-Islami (Jamaat) (46.2%), Islami Andolan Bangladesh (IAB) (1.9%)",135612,0.509879,122802,0.461715,-,-,123778,0.465385,135612,0.509879,-,-,-,-,-,-,-,-,-,-,-,122802,-,-,-,-,-,-,-,488,-,-,-,-,-,-,135612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5051,-,-,-,-,-,-,-,-,1239,-,-,488,-,-,-,289,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=1,339, DT=1,139)",Winner confirmed by TBS+DS+BSS+DT
Lakshmipur 4,Chattogram,Lakshmipur,418160.0,234260,"Bangladesh Nationalist Party (BNP) 49.2%, Bangladesh Jamaat-e-Islami (Jamaat) 31.5%, Jatiya Samajtantrik Dal (JSD) 9.4%","Bangladesh Nationalist Party (BNP) (49.2%), Bangladesh Jamaat-e-Islami (Jamaat) (31.5%), Jatiya Samajtantrik Dal (JSD) (9.4%)",115199,0.491757,73756,0.314847,22480,0.095962,73756,0.314847,115458,0.492863,-,-,-,-,-,-,-,-,-,-,-,73756,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115199,-,-,-,440,-,-,440,-,-,-,-,-,-,-,-,-,259,1023,-,-,21103,-,-,-,-,-,-,-,-,-,-,22040,-,-,-,-,-,-,-,-,-,-,-,"Independent Candidate (Independent): no consensus, used median (TBS=818, DT=1,229)",Winner confirmed by TBS+DS+BSS+DT
Lalmonirhat 1,Rangpur,Lalmonirhat,403561.0,284981,"Bangladesh Nationalist Party (BNP) 48.7%, Bangladesh Jamaat-e-Islami (Jamaat) 45.5%, Independent Candidate (Independent) 3.1%","Bangladesh Nationalist Party (BNP) (48.7%), Bangladesh Jamaat-e-Islami (Jamaat) (45.5%), Independent Candidate (Independent) (3.1%)",138686,0.48665,129572,0.454669,226,0.000793,129715,0.455171,138686,0.48665,-,-,-,-,-,-,-,-,-,-,-,129572,-,-,226,-,-,-,143,-,-,-,-,-,-,-,138686,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8954,-,-,2242,-,-,-,-,-,-,-,-,5158,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Lalmonirhat 2,Rangpur,Lalmonirhat,432964.0,241198,"Bangladesh Nationalist Party (BNP) 51.4%, Bangladesh Jamaat-e-Islami (Jamaat) 48.6%","Bangladesh Nationalist Party (BNP) (51.4%), Bangladesh Jamaat-e-Islami (Jamaat) (48.6%)",123946,0.513877,117252,0.486123,-,-,117252,0.486123,123946,0.513877,-,-,-,-,-,-,-,-,-,-,-,117252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"OVERRIDE Bangladesh Jamaat-e-Islami (Jamaat): 117,252 -> 117,252 (4-source verified); OVERRIDE Bangladesh Nationalist Party (BNP): 123,946 -> 123,946 (4-source verified)",Winner confirmed by TBS+DS+BSS+DT
Lalmonirhat 3,Rangpur,Lalmonirhat,307970.0,202622,"Bangladesh Nationalist Party (BNP) 68.9%, Bangladesh Jamaat-e-Islami (Jamaat) 27.8%, Islami Andolan Bangladesh (IAB) 1.6%","Bangladesh Nationalist Party (BNP) (68.9%), Bangladesh Jamaat-e-Islami (Jamaat) (27.8%), Islami Andolan Bangladesh (IAB) (1.6%)",139657,0.689249,56244,0.277581,427,0.002107,56244,0.277581,140084,0.691356,-,-,-,-,-,-,-,-,-,-,-,56244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139657,-,-,-,-,-,-,-,-,-,-,861,-,427,-,-,-,-,-,-,-,3283,-,-,-,-,-,-,-,-,2150,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Madaripur 1,Dhaka,Madaripur,324289.0,178991,"Bangladesh Khelafat Majlish (BKM) 36.3%, Bangladesh Nationalist Party (BNP) 36.0%, Independent Candidate (Independent) 22.3%","Bangladesh Khelafat Majlish (BKM) (36.3%), Bangladesh Nationalist Party (BNP) (36.0%), Independent Candidate (Independent) (22.3%)",64524,0.360487,-,-,-,-,64978,0.363024,67550,0.377393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64909,69,-,-,-,-,-,-,-,64524,-,-,-,-,-,-,-,-,-,-,208,-,-,-,-,-,3026,39870,-,-,6205,-,-,-,-,-,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Madaripur 2,Dhaka,Madaripur,436233.0,185818,"Independent Candidate (Independent) 37.6%, Bangladesh Nationalist Party (BNP) 33.2%, Bangladesh Khelafat Majlish (BKM) 19.5%","Independent Candidate (Independent) (37.6%), Bangladesh Nationalist Party (BNP) (33.2%), Bangladesh Khelafat Majlish (BKM) (19.5%)",61744,0.332282,-,-,128,0.000689,36169,0.194647,61744,0.332282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301,-,36169,-,-,-,-,-,-,-,-,61744,-,-,-,128,-,-,-,128,-,-,-,-,-,-,-,-,-,69837,-,-,16865,-,-,-,-,-,-,-,-,646,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DT
Madaripur 3,Dhaka,Madaripur,387806.0,197125,"Bangladesh Nationalist Party (BNP) 48.8%, Bangladesh Jamaat-e-Islami (Jamaat) 42.9%, Islami Andolan Bangladesh (IAB) 6.6%","Bangladesh Nationalist Party (BNP) (48.8%), Bangladesh Jamaat-e-Islami (Jamaat) (42.9%), Islami Andolan Bangladesh (IAB) (6.6%)",96188,0.487954,84646,0.429403,363,0.001841,84646,0.429403,96188,0.487954,-,-,-,-,-,-,-,-,-,-,-,84646,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96188,-,-,-,363,-,-,363,-,-,2507,-,-,-,-,-,-,-,-,-,-,13058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Magura 1,Khulna,Magura,430775.0,293797,"Bangladesh Nationalist Party (BNP) 63.1%, Bangladesh Jamaat-e-Islami (Jamaat) 30.5%, Islami Andolan Bangladesh (IAB) 4.6%","Bangladesh Nationalist Party (BNP) (63.1%), Bangladesh Jamaat-e-Islami (Jamaat) (30.5%), Islami Andolan Bangladesh (IAB) (4.6%)",185338,0.630837,89691,0.305282,1237,0.00421,89691,0.305282,185630,0.631831,-,-,-,-,-,821,-,-,-,-,-,89691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185338,-,-,-,1237,-,-,1237,-,-,-,-,-,-,-,-,-,292,-,-,-,13414,-,-,-,-,-,-,-,-,1767,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Magura 2,Khulna,Magura,416634.0,284084,"Bangladesh Nationalist Party (BNP) 52.1%, Bangladesh Jamaat-e-Islami (Jamaat) 41.2%, Islami Andolan Bangladesh (IAB) 5.7%","Bangladesh Nationalist Party (BNP) (52.1%), Bangladesh Jamaat-e-Islami (Jamaat) (41.2%), Islami Andolan Bangladesh (IAB) (5.7%)",147896,0.520607,117018,0.411913,-,-,117018,0.411913,147896,0.520607,-,-,-,-,-,-,-,-,-,-,-,117018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147896,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16223,-,-,-,-,-,-,-,-,2947,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Manikganj 1,Dhaka,Manikganj,461942.0,298746,"Bangladesh Nationalist Party (BNP) 46.1%, Independent Candidate (Independent) 28.4%, Bangladesh Jamaat-e-Islami (Jamaat) 23.9%","Bangladesh Nationalist Party (BNP) (46.1%), Independent Candidate (Independent) (28.4%), Bangladesh Jamaat-e-Islami (Jamaat) (23.9%)",137773,0.461171,71310,0.238698,-,-,71310,0.238698,138839,0.464739,-,-,-,-,-,-,-,-,-,-,-,71310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1066,84784,-,-,3247,-,-,-,-,-,283,283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Manikganj 2,Dhaka,Manikganj,472622.0,268235,"Bangladesh Nationalist Party (BNP) 65.5%, Bangladesh Khelafat Majlish (BKM) 30.4%, Jatiya Party (JaPa) 2.6%","Bangladesh Nationalist Party (BNP) (65.5%), Bangladesh Khelafat Majlish (BKM) (30.4%), Jatiya Party (JaPa) (2.6%)",175776,0.655306,-,-,-,-,81531,0.303954,175776,0.655306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81531,-,-,-,-,-,-,-,-,175776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3847,-,-,-,-,-,-,-,-,7081,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Manikganj 3,Dhaka,Manikganj,400059.0,266690,"Bangladesh Nationalist Party (BNP) 62.7%, Bangladesh Khelafat Majlish (BKM) 24.1%, Independent Candidate (Independent) 9.3%","Bangladesh Nationalist Party (BNP) (62.7%), Bangladesh Khelafat Majlish (BKM) (24.1%), Independent Candidate (Independent) (9.3%)",167345,0.627489,-,-,3510,0.013161,64242,0.240886,167345,0.627489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3510,-,-,64242,-,-,-,-,-,-,-,-,167345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24845,-,-,2787,-,-,-,-,-,-,-,-,2634,1327,-,-,-,-,-,-,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=1,966, DT=3,303)",Winner confirmed by TBS+DS+BSS+DT
Meherpur 1,Khulna,Meherpur,316975.0,230933,"Bangladesh Jamaat-e-Islami (Jamaat) 53.4%, Bangladesh Nationalist Party (BNP) 45.7%, Jatiya Party (JaPa) 0.6%","Bangladesh Jamaat-e-Islami (Jamaat) (53.4%), Bangladesh Nationalist Party (BNP) (45.7%), Jatiya Party (JaPa) (0.6%)",105441,0.456587,123271,0.533796,-,-,123271,0.533796,105441,0.456587,-,-,-,-,-,-,-,-,-,-,-,123271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105441,-,-,-,-,-,-,-,-,-,-,792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1429,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Meherpur 2,Khulna,Meherpur,270705.0,184085,"Bangladesh Jamaat-e-Islami (Jamaat) 52.3%, Bangladesh Nationalist Party (BNP) 46.7%, Jatiya Party (JaPa) 1.0%","Bangladesh Jamaat-e-Islami (Jamaat) (52.3%), Bangladesh Nationalist Party (BNP) (46.7%), Jatiya Party (JaPa) (1.0%)",85988,0.46711,96306,0.52316,-,-,96306,0.52316,85988,0.46711,-,-,-,-,-,-,-,-,-,-,-,96306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1791,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Moulvibazar 1,Sylhet,Moulvibazar,337816.0,181295,"Bangladesh Nationalist Party (BNP) 54.2%, Bangladesh Jamaat-e-Islami (Jamaat) 45.8%","Bangladesh Nationalist Party (BNP) (54.2%), Bangladesh Jamaat-e-Islami (Jamaat) (45.8%)",98282,0.542111,83013,0.457889,-,-,83013,0.457889,98282,0.542111,-,-,-,-,-,-,-,-,-,-,-,83013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Moulvibazar 2,Sylhet,Moulvibazar,303020.0,141839,"Bangladesh Nationalist Party (BNP) 62.3%, Bangladesh Jamaat-e-Islami (Jamaat) 37.7%","Bangladesh Nationalist Party (BNP) (62.3%), Bangladesh Jamaat-e-Islami (Jamaat) (37.7%)",88381,0.623108,53458,0.376892,-,-,53458,0.376892,88381,0.623108,-,-,-,-,-,-,-,-,-,-,-,53458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Moulvibazar 3,Sylhet,Moulvibazar,486212.0,235754,"Bangladesh Nationalist Party (BNP) 66.5%, Bangladesh Jamaat-e-Islami (Jamaat) 32.9%, Bangladesh Khelafat Majlish (BKM) 0.6%","Bangladesh Nationalist Party (BNP) (66.5%), Bangladesh Jamaat-e-Islami (Jamaat) (32.9%), Bangladesh Khelafat Majlish (BKM) (0.6%)",156757,0.664918,77636,0.329309,-,-,78997,0.335082,156757,0.664918,-,-,-,-,-,-,-,-,-,-,-,77636,-,-,-,-,-,1361,-,-,-,-,-,-,-,-,156757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Moulvibazar 4,Sylhet,Moulvibazar,487892.0,255063,"Bangladesh Nationalist Party (BNP) 67.0%, Bangladesh Khelafat Majlish (BKM) 19.7%, Independent Candidate (Independent) 13.3%","Bangladesh Nationalist Party (BNP) (67.0%), Bangladesh Khelafat Majlish (BKM) (19.7%), Independent Candidate (Independent) (13.3%)",170877,0.66994,-,-,-,-,50275,0.197108,170877,0.66994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50204,-,-,-,-,-,-,-,-,170877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33911,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
