seat_name,division,district,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Amjanatar Dol,Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Development Party (BDP),Bangladesh Islami Front,Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Party (Matin),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Liberal Democratic Party (LDP),Bangladesh Minority Janata Party (BMJP),Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh National Awami Party–Bangladesh NAP (BNAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Nezame Islam Party (BNIP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Samo Odhikar Party (BEP),Bangladesh Sangskritik Muktijote (BSM),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Somo Odhikar Party (BEP),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Front (GF),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islami Oikya Jote (IOJ),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Jamiat Ulema-e-Islam Bangladesh (JUIB),Janata Party,Janotar Dol,Jatiya Ganatantrik Party (JAGPA),Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Jatiya Samajtantrik Dal (JSD),Liberal Democratic Party (LDP),My Bangladesh Party (AB Party),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Socialist Party of Bangladesh (Marxist) (SPB-M),Unique - Akhtar Sultana,Unique - Govinda Chandra Pramanik,Zaker Party (ZP),comments,winner_verification
Chattogram 9,Chattogram,Chattogram,416363.0,171949,"Bangladesh Nationalist Party (BNP) 63.6%, Bangladesh Jamaat-e-Islami (Jamaat) 31.3%, Islamic Front Bangladesh (IFB) 2.4%","Bangladesh Nationalist Party (BNP) (63.6%), Bangladesh Jamaat-e-Islami (Jamaat) (31.3%), Islamic Front Bangladesh (IFB) (2.4%)",109388,0.636165,53807,0.312924,1275,0.007415,53807,0.312924,110428,0.642214,-,-,-,-,-,-,-,-,-,-,-,53807,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109388,-,-,-,-,-,-,-,494,-,-,-,-,1040,-,-,-,-,-,-,112,941,-,4204,-,-,-,561,561,-,112,-,128,-,-,107,-,-,-,-,494,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Chuadanga 1,Khulna,Chuadanga,511657.0,374356,"Bangladesh Jamaat-e-Islami (Jamaat) 56.4%, Bangladesh Nationalist Party (BNP) 40.9%, Islami Andolan Bangladesh (IAB) 2.7%","Bangladesh Jamaat-e-Islami (Jamaat) (56.4%), Bangladesh Nationalist Party (BNP) (40.9%), Islami Andolan Bangladesh (IAB) (2.7%)",153193,0.409217,211041,0.563744,-,-,211041,0.563744,153193,0.409217,-,-,-,-,-,-,-,-,-,-,-,211041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Chuadanga 2,Khulna,Chuadanga,492431.0,378262,"Bangladesh Jamaat-e-Islami (Jamaat) 55.0%, Bangladesh Nationalist Party (BNP) 43.3%, Islami Andolan Bangladesh (IAB) 1.7%","Bangladesh Jamaat-e-Islami (Jamaat) (55.0%), Bangladesh Nationalist Party (BNP) (43.3%), Islami Andolan Bangladesh (IAB) (1.7%)",163877,0.433237,208011,0.549912,-,-,208011,0.549912,163877,0.433237,-,-,-,-,-,-,-,-,-,-,-,208011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cox's Bazar 1,Chattogram,Cox's Bazar,540490.0,356275,"Bangladesh Nationalist Party (BNP) 62.3%, Bangladesh Jamaat-e-Islami (Jamaat) 36.4%, Islami Andolan Bangladesh (IAB) 1.3%","Bangladesh Nationalist Party (BNP) (62.3%), Bangladesh Jamaat-e-Islami (Jamaat) (36.4%), Islami Andolan Bangladesh (IAB) (1.3%)",222019,0.623167,129728,0.364123,-,-,129728,0.364123,222019,0.623167,-,-,-,-,-,-,-,-,-,-,-,129728,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cox's Bazar 2,Chattogram,Cox's Bazar,387851.0,227185,"Bangladesh Nationalist Party (BNP) 55.3%, Bangladesh Jamaat-e-Islami (Jamaat) 40.4%, Islami Andolan Bangladesh (IAB) 3.9%","Bangladesh Nationalist Party (BNP) (55.3%), Bangladesh Jamaat-e-Islami (Jamaat) (40.4%), Islami Andolan Bangladesh (IAB) (3.9%)",125543,0.552603,91889,0.404468,-,-,91889,0.404468,125740,0.55347,-,-,-,-,-,-,-,-,-,-,-,91889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197,-,-,-,8799,-,-,-,-,-,-,-,-,757,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cox's Bazar 3,Chattogram,Cox's Bazar,545962.0,351355,"Bangladesh Nationalist Party (BNP) 51.8%, Bangladesh Jamaat-e-Islami (Jamaat) 46.1%, Islami Andolan Bangladesh (IAB) 1.5%","Bangladesh Nationalist Party (BNP) (51.8%), Bangladesh Jamaat-e-Islami (Jamaat) (46.1%), Islami Andolan Bangladesh (IAB) (1.5%)",182096,0.518268,161827,0.46058,-,-,162429,0.462293,182096,0.518268,-,-,367,-,367,-,-,-,-,-,-,161827,-,-,-,-,-,-,602,-,-,-,-,-,-,-,182096,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,947,-,-,5149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cox's Bazar 4,Chattogram,Cox's Bazar,375688.0,250332,"Bangladesh Nationalist Party (BNP) 49.4%, Bangladesh Jamaat-e-Islami (Jamaat) 48.7%, Islami Andolan Bangladesh (IAB) 1.7%","Bangladesh Nationalist Party (BNP) (49.4%), Bangladesh Jamaat-e-Islami (Jamaat) (48.7%), Islami Andolan Bangladesh (IAB) (1.7%)",123582,0.493672,122033,0.487485,-,-,122033,0.487485,123582,0.493672,-,-,-,-,-,-,-,-,-,-,-,122033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123582,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,379,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 1,Chattogram,Cumilla,438616.0,245034,"Bangladesh Nationalist Party (BNP) 57.7%, Bangladesh Jamaat-e-Islami (Jamaat) 38.7%, Islami Andolan Bangladesh (IAB) 2.7%","Bangladesh Nationalist Party (BNP) (57.7%), Bangladesh Jamaat-e-Islami (Jamaat) (38.7%), Islami Andolan Bangladesh (IAB) (2.7%)",141440,0.577226,94845,0.387069,288,0.001175,95356,0.389154,141440,0.577226,-,-,-,511,-,-,-,-,-,-,-,94845,-,-,144,-,-,-,-,-,-,-,-,-,-,-,141440,-,-,411,144,-,-,-,-,-,-,-,-,-,-,-,-,-,406,-,-,6502,-,-,-,-,-,-,-,-,631,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 10,Chattogram,Cumilla,536227.0,297542,"Bangladesh Nationalist Party (BNP) 55.0%, Bangladesh Jamaat-e-Islami (Jamaat) 41.6%, Islami Andolan Bangladesh (IAB) 2.7%","Bangladesh Nationalist Party (BNP) (55.0%), Bangladesh Jamaat-e-Islami (Jamaat) (41.6%), Islami Andolan Bangladesh (IAB) (2.7%)",163667,0.550064,123733,0.415851,-,-,123733,0.415851,163960,0.551048,-,-,373,-,373,400,322,-,-,-,-,123733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163667,-,-,-,-,-,422,-,-,-,-,-,-,-,-,-,-,293,-,-,-,7959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 11,Chattogram,Cumilla,421632.0,214178,"Bangladesh Jamaat-e-Islami (Jamaat) 62.2%, Bangladesh Nationalist Party (BNP) 35.8%, Islami Andolan Bangladesh (IAB) 1.3%","Bangladesh Jamaat-e-Islami (Jamaat) (62.2%), Bangladesh Nationalist Party (BNP) (35.8%), Islami Andolan Bangladesh (IAB) (1.3%)",76638,0.357824,133308,0.622417,-,-,133308,0.622417,76638,0.357824,-,-,-,-,-,194,186,-,-,-,-,133308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76638,-,-,-,-,-,186,-,-,-,-,-,-,-,-,98,98,-,-,-,-,2766,-,-,-,-,-,-,-,-,704,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 2,Chattogram,Cumilla,375067.0,201414,"Bangladesh Nationalist Party (BNP) 38.2%, Independent Candidate (Independent) 31.3%, Bangladesh Jamaat-e-Islami (Jamaat) 26.5%","Bangladesh Nationalist Party (BNP) (38.2%), Independent Candidate (Independent) (31.3%), Bangladesh Jamaat-e-Islami (Jamaat) (26.5%)",77037,0.382481,53384,0.265046,-,-,53384,0.265046,77037,0.382481,-,-,-,-,-,-,-,-,-,-,-,53384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63045,-,-,6611,-,767,-,-,-,-,-,-,570,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 3,Chattogram,Cumilla,500726.0,274918,"Bangladesh Nationalist Party (BNP) 57.9%, Bangladesh Jamaat-e-Islami (Jamaat) 39.9%, Islami Andolan Bangladesh (IAB) 1.3%","Bangladesh Nationalist Party (BNP) (57.9%), Bangladesh Jamaat-e-Islami (Jamaat) (39.9%), Islami Andolan Bangladesh (IAB) (1.3%)",159291,0.579413,109599,0.398661,-,-,109599,0.398661,159924,0.581715,-,-,244,-,244,717,-,-,-,-,-,109599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159291,-,-,111,-,-,-,-,-,-,-,-,-,-,-,-,-,633,-,167,167,3593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 4,Chattogram,Cumilla,410559.0,219802,"National Citizen Party (NCP) 75.8%, Gono Odhikar Parishad (GOP) 22.7%, Islami Andolan Bangladesh (IAB) 1.0%","National Citizen Party (NCP) (75.8%), Gono Odhikar Parishad (GOP) (22.7%), Islami Andolan Bangladesh (IAB) (1.0%)",-,-,-,-,-,-,166831,0.759006,49885,0.226954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49885,-,-,427,2232,-,-,-,-,-,-,-,-,427,-,-,-,-,-,166583,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 5,Chattogram,Cumilla,476172.0,326312,"Bangladesh Nationalist Party (BNP) 41.2%, Bangladesh Jamaat-e-Islami (Jamaat) 38.2%, Jatiya Party (JaPa) 19.2%","Bangladesh Nationalist Party (BNP) (41.2%), Bangladesh Jamaat-e-Islami (Jamaat) (38.2%), Jatiya Party (JaPa) (19.2%)",134485,0.412136,124587,0.381803,153,0.000469,126616,0.388021,134485,0.412136,-,-,-,2029,-,-,-,-,-,-,-,124587,-,-,-,-,-,-,-,-,-,-,147,-,-,-,134485,-,-,-,-,-,-,-,-,-,-,342,-,-,-,-,-,-,-,167,167,1505,-,-,-,-,-,-,-,-,62626,-,153,-,-,-,-,104,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=124,547, DT=705)",Winner confirmed by TBS+DS+BSS+DT
Cumilla 6,Chattogram,Cumilla,644777.0,336930,"Bangladesh Nationalist Party (BNP) 59.9%, Bangladesh Jamaat-e-Islami (Jamaat) 35.6%, Bangladesh Islami Front 1.4%","Bangladesh Nationalist Party (BNP) (59.9%), Bangladesh Jamaat-e-Islami (Jamaat) (35.6%), Bangladesh Islami Front (1.4%)",201706,0.598658,119851,0.355715,968,0.002873,119851,0.355715,201921,0.599297,-,-,-,-,-,-,153,-,-,4648,4648,119851,-,-,-,-,-,-,-,-,-,-,1597,-,-,-,201706,-,-,-,515,-,153,515,-,-,-,-,-,-,-,-,-,215,-,-,-,2476,-,-,-,-,-,-,-,-,-,-,453,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 7,Chattogram,Cumilla,329166.0,181317,"Independent Candidate (Independent) 50.6%, Bangladesh Nationalist Party (BNP) 26.8%, Bangladesh Khelafat Majlish (BKM) 14.5%","Independent Candidate (Independent) (50.6%), Bangladesh Nationalist Party (BNP) (26.8%), Bangladesh Khelafat Majlish (BKM) (14.5%)",48509,0.267537,-,-,-,-,26319,0.145155,48509,0.267537,-,-,-,-,-,-,261,-,-,-,-,-,-,-,-,-,-,26319,-,-,-,-,-,-,-,-,48509,-,-,-,-,-,261,-,-,-,-,-,-,-,-,-,-,-,91690,-,-,14277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 8,Chattogram,Cumilla,380833.0,221535,"Bangladesh Nationalist Party (BNP) 76.4%, Bangladesh Jamaat-e-Islami (Jamaat) 20.4%, Bangladesh Supreme Party (BSP) 1.5%","Bangladesh Nationalist Party (BNP) (76.4%), Bangladesh Jamaat-e-Islami (Jamaat) (20.4%), Bangladesh Supreme Party (BSP) (1.5%)",169178,0.763663,45091,0.203539,160,0.000722,45091,0.203539,169178,0.763663,-,-,-,-,-,-,-,-,-,-,-,45091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169178,-,-,161,160,-,-,160,-,-,3224,-,-,-,-,-,-,-,-,-,-,2276,279,279,-,-,-,-,-,-,727,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Cumilla 9,Chattogram,Cumilla,478535.0,302789,"Bangladesh Nationalist Party (BNP) 56.1%, Bangladesh Jamaat-e-Islami (Jamaat) 39.3%, Islami Andolan Bangladesh (IAB) 2.5%","Bangladesh Nationalist Party (BNP) (56.1%), Bangladesh Jamaat-e-Islami (Jamaat) (39.3%), Islami Andolan Bangladesh (IAB) (2.5%)",170008,0.561474,118961,0.392884,-,-,118961,0.392884,170008,0.561474,-,-,-,-,-,-,124,-,-,-,-,118961,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170008,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,-,811,-,-,7626,-,3919,-,-,-,-,-,-,1216,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 1,Dhaka,Dhaka,545140.0,299523,"Bangladesh Nationalist Party (BNP) 58.0%, Bangladesh Jamaat-e-Islami (Jamaat) 37.6%, Islami Andolan Bangladesh (IAB) 2.2%","Bangladesh Nationalist Party (BNP) (58.0%), Bangladesh Jamaat-e-Islami (Jamaat) (37.6%), Islami Andolan Bangladesh (IAB) (2.2%)",173781,0.580193,112622,0.376005,-,-,112893,0.376909,173781,0.580193,-,-,-,-,-,-,-,-,-,-,-,112622,-,-,-,-,-,-,271,-,-,-,-,-,-,-,173781,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4880,-,-,6607,-,-,-,-,-,-,-,-,1362,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 10,Dhaka,Dhaka,388660.0,157572,"Bangladesh Nationalist Party (BNP) 51.0%, Bangladesh Jamaat-e-Islami (Jamaat) 49.0%","Bangladesh Nationalist Party (BNP) (51.0%), Bangladesh Jamaat-e-Islami (Jamaat) (49.0%)",80436,0.510471,77136,0.489529,-,-,77136,0.489529,80436,0.510471,-,-,-,-,-,-,-,-,-,-,-,77136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 11,Dhaka,Dhaka,439078.0,193049,"National Citizen Party (NCP) 48.6%, Bangladesh Nationalist Party (BNP) 47.6%, Islami Andolan Bangladesh (IAB) 2.3%","National Citizen Party (NCP) (48.6%), Bangladesh Nationalist Party (BNP) (47.6%), Islami Andolan Bangladesh (IAB) (2.3%)",91833,0.475698,-,-,-,-,93872,0.48626,91914,0.476117,-,-,-,-,-,-,196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91833,-,-,283,-,-,196,-,-,-,-,-,-,-,130,-,-,81,794,-,-,4375,-,-,-,-,-,-,-,-,1048,-,-,-,-,-,93872,241,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 12,Dhaka,Dhaka,333320.0,123919,"Bangladesh Jamaat-e-Islami (Jamaat) 43.4%, Revolutionary Workers Party of Bangladesh (RWPB) 25.0%, Independent Candidate (Independent) 24.1%","Bangladesh Jamaat-e-Islami (Jamaat) (43.4%), Revolutionary Workers Party of Bangladesh (RWPB) (25.0%), Independent Candidate (Independent) (24.1%)",-,-,53773,0.433937,32474,0.262058,53773,0.433937,32589,0.262986,-,-,1044,-,1044,-,115,-,-,184,184,53773,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,-,-,-,-,453,-,1511,-,-,-,115,29869,133,133,2058,-,-,-,-,-,175,175,-,1770,-,-,-,-,-,-,-,58,30963,-,-,-,-,,Winner confirmed by TBS+DS+BSS
Dhaka 13,Dhaka,Dhaka,408791.0,179597,"Bangladesh Nationalist Party (BNP) 49.2%, Bangladesh Khelafat Majlish (BKM) 47.9%, Independent Candidate (Independent) 0.9%","Bangladesh Nationalist Party (BNP) (49.2%), Bangladesh Khelafat Majlish (BKM) (47.9%), Independent Candidate (Independent) (0.9%)",88387,0.492141,-,-,486,0.002706,86067,0.479223,88723,0.494012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86067,-,-,331,331,464,-,-,-,88387,-,-,-,486,-,-,486,-,-,-,-,-,-,-,-,-,336,1683,513,513,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 14,Dhaka,Dhaka,456044.0,207341,"Bangladesh Jamaat-e-Islami (Jamaat) 48.8%, Bangladesh Nationalist Party (BNP) 40.2%, Independent Candidate (Independent) 7.9%","Bangladesh Jamaat-e-Islami (Jamaat) (48.8%), Bangladesh Nationalist Party (BNP) (40.2%), Independent Candidate (Independent) (7.9%)",83323,0.401865,101113,0.487665,219,0.001056,102021,0.492045,83323,0.401865,-,-,-,138,-,-,-,-,-,-,-,101113,-,-,-,-,-,-,-,385,-,-,-,-,-,-,83323,-,-,83,-,-,-,-,-,-,302,369,-,-,79,-,-,-,16328,-,-,3760,-,-,-,-,-,-,-,-,857,-,219,385,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 15,Dhaka,Dhaka,351718.0,153214,"Bangladesh Jamaat-e-Islami (Jamaat) 55.6%, Bangladesh Nationalist Party (BNP) 41.5%, Jatiya Party (JaPa) 0.9%","Bangladesh Jamaat-e-Islami (Jamaat) (55.6%), Bangladesh Nationalist Party (BNP) (41.5%), Jatiya Party (JaPa) (0.9%)",63517,0.414564,85131,0.555635,210,0.001371,85131,0.555635,63517,0.414564,-,-,705,-,-,-,-,-,-,-,-,85131,-,-,210,-,-,-,-,-,-,-,-,-,-,-,63517,-,-,-,-,-,-,-,-,-,326,1148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,378,378,-,1421,-,-,-,-,-,-,-,-,-,-,-,-,-,"Communist Party of Bangladesh (CPB): no consensus, used median (TBS=1,501, DT=796)",Winner confirmed by TBS+DS+BSS+DT
Dhaka 16,Dhaka,Dhaka,400499.0,181150,"Bangladesh Jamaat-e-Islami (Jamaat) 49.0%, Bangladesh Nationalist Party (BNP) 47.2%, Islami Andolan Bangladesh (IAB) 2.0%","Bangladesh Jamaat-e-Islami (Jamaat) (49.0%), Bangladesh Nationalist Party (BNP) (47.2%), Islami Andolan Bangladesh (IAB) (2.0%)",85467,0.471802,88828,0.490356,-,-,89424,0.493646,85576,0.472404,-,-,-,-,-,-,142,-,-,-,-,88828,138,-,-,-,102,-,494,-,-,-,-,-,-,-,85467,-,-,-,-,-,142,-,209,-,-,-,-,-,-,-,-,109,-,-,-,3679,-,-,-,-,-,-,-,-,1464,-,-,-,-,-,-,167,-,-,209,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 17,Dhaka,Dhaka,333777.0,146277,"Bangladesh Nationalist Party (BNP) 49.7%, Bangladesh Jamaat-e-Islami (Jamaat) 46.7%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Nationalist Party (BNP) (49.7%), Bangladesh Jamaat-e-Islami (Jamaat) (46.7%), Islami Andolan Bangladesh (IAB) (1.2%)",72699,0.496995,68300,0.466922,-,-,68360,0.467333,72699,0.496995,-,-,-,-,-,130,-,-,-,-,-,68300,92,-,-,-,-,-,60,-,-,-,-,-,-,61,72699,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278,80,80,1768,-,-,-,-,-,-,-,-,1688,1041,-,-,-,-,-,-,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=1,168, DT=2,209)",Winner confirmed by TBS+DS+BSS+DT
Dhaka 18,Dhaka,Dhaka,613883.0,271896,"Bangladesh Nationalist Party (BNP) 53.2%, National Citizen Party (NCP) 40.9%, Islami Andolan Bangladesh (IAB) 1.7%","Bangladesh Nationalist Party (BNP) (53.2%), National Citizen Party (NCP) (40.9%), Islami Andolan Bangladesh (IAB) (1.7%)",144715,0.532244,-,-,610,0.002244,111297,0.409337,144715,0.532244,-,-,-,-,-,-,-,-,-,1647,1647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144715,-,-,-,260,-,-,260,-,-,-,-,-,-,-,-,-,-,4135,-,-,4727,-,-,-,-,-,-,-,-,2557,-,-,-,-,350,111297,301,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 19,Dhaka,Dhaka,747070.0,316259,"Bangladesh Nationalist Party (BNP) 60.4%, National Citizen Party (NCP) 39.6%","Bangladesh Nationalist Party (BNP) (60.4%), National Citizen Party (NCP) (39.6%)",190976,0.603859,-,-,-,-,125283,0.396141,190976,0.603859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125283,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 2,Dhaka,Dhaka,419215.0,250198,"Bangladesh Nationalist Party (BNP) 65.5%, Bangladesh Jamaat-e-Islami (Jamaat) 32.0%, Islami Andolan Bangladesh (IAB) 2.5%","Bangladesh Nationalist Party (BNP) (65.5%), Bangladesh Jamaat-e-Islami (Jamaat) (32.0%), Islami Andolan Bangladesh (IAB) (2.5%)",163793,0.654654,80053,0.319959,-,-,80053,0.319959,163793,0.654654,-,-,-,-,-,-,-,-,-,-,-,80053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163793,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 20,Dhaka,Dhaka,376639.0,233380,"Bangladesh Nationalist Party (BNP) 69.6%, National Citizen Party (NCP) 24.8%, Bangladesh Khelafat Majlish (BKM) 4.0%","Bangladesh Nationalist Party (BNP) (69.6%), National Citizen Party (NCP) (24.8%), Bangladesh Khelafat Majlish (BKM) (4.0%)",162504,0.696306,-,-,207,0.000887,67534,0.289374,162504,0.696306,-,-,-,492,-,-,-,-,-,-,-,-,-,-,207,-,-,9255,-,-,-,-,-,-,-,-,162504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3135,-,-,-,-,-,57787,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 3,Dhaka,Dhaka,362159.0,191309,"Bangladesh Nationalist Party (BNP) 51.8%, Bangladesh Jamaat-e-Islami (Jamaat) 43.5%, Islami Andolan Bangladesh (IAB) 3.3%","Bangladesh Nationalist Party (BNP) (51.8%), Bangladesh Jamaat-e-Islami (Jamaat) (43.5%), Islami Andolan Bangladesh (IAB) (3.3%)",99163,0.518339,83264,0.435233,578,0.003021,83264,0.435233,99642,0.520843,-,-,-,-,-,155,-,-,-,-,-,83264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99163,-,-,-,196,-,-,196,-,-,-,-,-,382,182,-,-,97,313,-,-,6286,-,-,-,-,-,-,-,-,1075,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ganosanhati Andolan (GSA): no consensus, used median (TBS=387, DT=378)",Winner confirmed by TBS+DS+BSS+DT
