constituency_id,seat_name,seat_name_bn,district_bn,total_voters,total_votes_cast,valid_votes,rejected_votes,absent_voters,turnout_pct,rejection_pct,absence_pct,total_centers,total_candidates,avg_voters_per_center,bnp_plus_votes,bnp_plus_pct,eleven_parties_votes,eleven_parties_pct,duf_votes,duf_pct,ndf_votes,ndf_pct,greater_sunni_votes,greater_sunni_pct,independent_votes,independent_pct,other_party_votes,other_party_pct,bnp_votes,bnp_pct,jamaat_votes,jamaat_pct,ncp_votes,ncp_pct,winner_name,winner_party,winner_votes,winner_pct,runner_up_name,runner_up_party,runner_up_votes,margin,margin_pct,competitiveness,effective_num_candidates,Bangladesh Nationalist Party - BNP,Bangladesh Jamaat-e-Islami,Jatiyo Nagorik Party - NCP,Islamic Andolan Bangladesh,Bangladesh Khelafat Majlis,Jatiya Party,Khelafat Majlis,Gonodhikar Parishad - GOP,Jamiate Ulama-e-Islam Bangladesh,Bangladesh Islami Front,Liberal Democratic Party - LDP,Amar Bangladesh Party - AB Party,Bangladesh Development Party,Bangladesh Jatiya Party - BJP,Gonoshonghoti Andolon,Islamic Front Bangladesh,Communist Party of Bangladesh,Bangladesh Samajtantrik Dal - BASAD,Jonotar Dol,Biplabi Workers Party,Jatiya Samajtantrik Dal - JSD,Bangladesh Nezame Islam Party,National Party - JP,Insaniyat Biplob Bangladesh,Bangladesh Supreme Party - BSP,Zaker Party,Bangladesh Republican Party - BRP,Bangladesh Samajtantrik Dal (Marxist),Bangladesh Jatiyo Samajtantrik Dal - Jasod,Bangladesh Khilafat Andolan,Nagorik Oikko,Bangladesh Congress,Bangladesh Minority Janta Party - BMJP,Amjanatar Dol,National Peoples Party - NPP,Gonoforum,Bangladesh Labour Party,Bangladesh Muslim League,Bangladesh National Awami Party - Bangladesh NAP,Bangladesh Shanskritik Muktijot (Muktijot),Islami Oikyajote,Bangladesh Muslim League - BML,Jatiya Ganatantrik Party - JAGPA,Jatiyatabadi Ganotantrik Andolon - NDM,Bangladesh Nationalist Front - BNF,Bangladesh Jatiya Party,Gonofront,Bangladesh Kallyan Party,Ganotantri Party,Bangladesh Samadhikar Party - BEP
55,Rajshahi 4,রাজশাহী-৪,রাজশাহী,316521,228568,224580,3988,87953,72.2,1.74,27.8,122,4,2594,108664,48.4,113567,50.6,0,0.0,1704,0.8,0,0.0,0,0.0,645,0.3,108664,48.4,113567,50.6,0,0.0,মোঃ আব্দুল বারী সরদার,Bangladesh Jamaat-e-Islami,113567,50.6,"ডি, এম , ডি জিয়াউর রহমান",Bangladesh Nationalist Party - BNP,108664,4903,2.2,very_close,2.04,108664,113567,,645,,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Rajshahi 5,রাজশাহী-৫,রাজশাহী,350212,241607,236050,5557,108605,69.0,2.3,31.0,132,7,2653,152677,64.7,72535,30.7,0,0.0,0,0.0,930,0.4,9298,3.9,610,0.3,152677,64.7,72535,30.7,0,0.0,অধ্যাপক নজরুল ইসলাম,Bangladesh Nationalist Party - BNP,152677,64.7,মনজুর রহমান,Bangladesh Jamaat-e-Islami,72535,80142,34.0,safe,1.95,152677,72535,,610,,,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,
57,Rajshahi 6,রাজশাহী-৬,রাজশাহী,352876,250152,243242,6910,102724,70.9,2.76,29.1,119,4,2965,147359,60.6,91460,37.6,0,0.0,2837,1.2,0,0.0,0,0.0,1586,0.7,147359,60.6,91460,37.6,0,0.0,মোঃ আবু সাইদ চাঁদ,Bangladesh Nationalist Party - BNP,147359,60.6,মোঃ নাজমুল হক,Bangladesh Jamaat-e-Islami,91460,55899,23.0,safe,1.97,147359,91460,,1586,,2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Natore 1,নাটোর-১,নাটোর,365482,272355,267353,5002,93127,74.5,1.84,25.5,125,10,2924,103049,38.5,89431,33.5,0,0.0,542,0.2,0,0.0,73078,27.3,1253,0.5,102197,38.2,89431,33.5,0,0.0,ফারজানা শারমীন,Bangladesh Nationalist Party - BNP,102197,38.2,মোঃ আবুল কালাম আজাদ,Bangladesh Jamaat-e-Islami,89431,12766,4.8,very_close,3.01,102197,89431,,1253,,542,,298,,,,,,,279,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Natore 2,নাটোর-২,নাটোর,403550,302861,296955,5906,100689,75.0,1.95,25.0,156,6,2587,162353,54.7,128710,43.3,0,0.0,2560,0.9,0,0.0,606,0.2,2726,0.9,161896,54.5,128710,43.3,0,0.0,"এম, রুহুল কুদ্দুস তালুকদার দুলু",Bangladesh Nationalist Party - BNP,161896,54.5,মোঃ ইউনুস আলী,Bangladesh Jamaat-e-Islami,128710,33186,11.2,competitive,2.06,161896,128710,,2726,,2560,,,,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Natore 3,নাটোর-৩,নাটোর,324773,232044,227108,4936,92729,71.4,2.13,28.6,118,6,2752,119170,52.5,20267,8.9,0,0.0,2095,0.9,0,0.0,66557,29.3,19019,8.4,119170,52.5,0,0.0,20267,8.9,মোঃ আনোয়ারুল ইসলাম,Bangladesh Nationalist Party - BNP,119170,52.5,মোঃ দাউদার মাহমুদ,Independent,66191,52979,23.3,safe,2.66,119170,,20267,19019,,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Natore 4,নাটোর-৪,নাটোর,442292,317094,310878,6216,125198,71.7,1.96,28.3,167,5,2648,169847,54.6,134443,43.2,0,0.0,2770,0.9,0,0.0,0,0.0,3818,1.2,169847,54.6,134189,43.2,0,0.0,মোঃ আব্দুল আজিজ,Bangladesh Nationalist Party - BNP,169847,54.6,মোঃ আব্দুল হাকিম,Bangladesh Jamaat-e-Islami,134189,35658,11.5,competitive,2.06,169847,134189,,3818,,2770,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sirajganj 1,সিরাজগঞ্জ-১,সিরাজগঞ্জ,382928,232641,227882,4759,150287,60.8,2.05,39.2,165,6,2321,117229,51.4,107883,47.3,0,0.0,2196,1.0,0,0.0,256,0.1,318,0.1,116061,50.9,107883,47.3,0,0.0,মোঃ সেলিম রেজা,Bangladesh Nationalist Party - BNP,116061,50.9,মোঃ শাহিনুর আলম,Bangladesh Jamaat-e-Islami,107883,8178,3.6,very_close,2.07,116061,107883,,,,2196,,1168,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,
63,Sirajganj 2,সিরাজগঞ্জ-২,সিরাজগঞ্জ,466033,323361,318050,5311,142672,69.4,1.64,30.6,162,7,2877,176993,55.6,137137,43.1,1613,0.5,0,0.0,0,0.0,0,0.0,2307,0.7,176585,55.5,137137,43.1,0,0.0,ইকবাল হাসান মাহ্‌মুদ,Bangladesh Nationalist Party - BNP,176585,55.5,মুহাম্মদ জাহিদুল ইসলাম,Bangladesh Jamaat-e-Islami,137137,39448,12.4,competitive,2.02,176585,137137,,2138,,,,408,,,,,,,,,763,850,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Sirajganj 3,সিরাজগঞ্জ-৩,সিরাজগঞ্জ,441552,297969,291961,6008,143583,67.5,2.02,32.5,158,4,2795,173514,59.4,115833,39.7,0,0.0,1627,0.6,0,0.0,987,0.3,0,0.0,173514,59.4,0,0.0,0,0.0,মোঃ আয়নুল হক,Bangladesh Nationalist Party - BNP,173514,59.4,মুহাঃ আব্দুর রউফ সরকার,Bangladesh Khelafat Majlis,115833,57681,19.8,competitive,1.96,173514,,,,115833,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sirajganj 4,সিরাজগঞ্জ-৪,সিরাজগঞ্জ,471626,329935,324253,5682,141691,70.0,1.72,30.0,147,5,3208,160458,49.5,159693,49.2,694,0.2,1198,0.4,0,0.0,0,0.0,2210,0.7,160458,49.5,159693,49.2,0,0.0,"এম, আকবর আলী",Bangladesh Nationalist Party - BNP,160458,49.5,মোঃ রফিকুল ইসলাম খান,Bangladesh Jamaat-e-Islami,159693,765,0.2,very_close,2.05,160458,159693,,2210,,1198,,,,,,,,,,,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sirajganj 5,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,422672,251562,246828,4734,171110,59.5,1.88,40.5,131,6,3227,134429,54.5,105188,42.6,324,0.1,1196,0.5,0,0.0,0,0.0,5691,2.3,134197,54.4,105188,42.6,0,0.0,মোঃ আমিরুল ইসলাম খান,Bangladesh Nationalist Party - BNP,134197,54.4,মোঃ আলী আলম,Bangladesh Jamaat-e-Islami,105188,29009,11.8,competitive,2.09,134197,105188,,5691,,1196,,232,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Sirajganj 6,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,480905,285384,279901,5483,195521,59.3,1.92,40.7,160,11,3006,170129,60.8,102453,36.6,375,0.1,1062,0.4,1130,0.4,679,0.2,4073,1.5,170129,60.8,0,0.0,102185,36.5,"এম, এ, মুহিত",Bangladesh Nationalist Party - BNP,170129,60.8,এস এম সাইফ মোস্তাফিজ,Jatiyo Nagorik Party - NCP,102185,67944,24.3,safe,1.99,170129,,102185,2540,,1062,,,,1130,,268,,,,,,375,,,884,,,,,,,,,,,,,649,,,,,,,,,,,,,,,,
68,Pabna 1,পাবনা-১,পাবনা,337720,238525,234257,4268,99195,70.6,1.79,29.4,94,4,3593,103663,44.3,128467,54.8,0,0.0,0,0.0,0,0.0,1027,0.4,1100,0.5,103663,44.3,128467,54.8,0,0.0,মোহাম্মদ নাজিবুর রহমান,Bangladesh Jamaat-e-Islami,128467,54.8,মোঃ শামসুর রহমান,Bangladesh Nationalist Party - BNP,103663,24804,10.6,competitive,2.01,103663,128467,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Pabna 2,পাবনা-২,পাবনা,492471,305046,297907,7139,187425,61.9,2.34,38.1,140,5,3518,213840,71.8,75693,25.4,0,0.0,2224,0.7,0,0.0,0,0.0,6150,2.1,213840,71.8,75693,25.4,0,0.0,"এ, কে, এম, সেলিম রেজা হাবিব",Bangladesh Nationalist Party - BNP,213840,71.8,মোঃ হেসাব উদ্দিন,Bangladesh Jamaat-e-Islami,75693,138147,46.4,safe,1.72,213840,75693,,5827,,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,
70,Pabna 3,পাবনা-৩,পাবনা,482796,338800,332618,6182,143996,70.2,1.82,29.8,176,8,2743,144522,43.4,145837,43.8,0,0.0,1057,0.3,1420,0.4,37852,11.4,1930,0.6,143540,43.2,145837,43.8,0,0.0,মুহাম্মাদ আলী আছগার,Bangladesh Jamaat-e-Islami,145837,43.8,মোঃ হাসান জাফির তুহিন,Bangladesh Nationalist Party - BNP,143540,2297,0.7,very_close,2.55,143540,145837,,1758,,1057,,982,,,,,,,,,,,,,,,,,1420,,,,,,,,,,,172,,,,,,,,,,,,,,
71,Pabna 4,পাবনা-৪,পাবনা,437143,308061,301709,6352,129082,70.5,2.06,29.5,129,7,3389,133273,44.2,136287,45.2,456,0.2,932,0.3,0,0.0,27914,9.3,2847,0.9,133273,44.2,136287,45.2,0,0.0,মোঃ আবু তালেব মন্ডল,Bangladesh Jamaat-e-Islami,136287,45.2,মোঃ হাবিবুর রহমান (হাবিব),Bangladesh Nationalist Party - BNP,133273,3014,1.0,very_close,2.45,133273,136287,,2672,,932,,,,,,,,,,,456,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,
72,Pabna 5,পাবনা-৫,পাবনা,524173,355524,349031,6493,168649,67.8,1.83,32.2,163,4,3216,181169,51.9,163618,46.9,0,0.0,0,0.0,0,0.0,0,0.0,4244,1.2,181169,51.9,163186,46.8,0,0.0,মোঃ শামছুর রহমান শিমুল বিশ্বাস,Bangladesh Nationalist Party - BNP,181169,51.9,মোঃ ইকবাল হোসাইন,Bangladesh Jamaat-e-Islami,163186,17983,5.2,marginal,2.05,181169,163186,,4244,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Meherpur 1,মেহেরপুর-১,মেহেরপুর,313455,233193,228419,4774,80262,74.4,2.05,25.6,123,4,2548,104787,45.9,121461,53.2,781,0.3,1390,0.6,0,0.0,0,0.0,0,0.0,104787,45.9,121461,53.2,0,0.0,মোঃ তাজউদ্দীন খান,Bangladesh Jamaat-e-Islami,121461,53.2, মাসুদ অরুন,Bangladesh Nationalist Party - BNP,104787,16674,7.3,marginal,2.03,104787,121461,,,,1390,,,,,,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Meherpur 2,মেহেরপুর-২,মেহেরপুর,267563,187030,181904,5126,80533,69.9,2.74,30.1,90,3,2973,85455,47.0,94658,52.0,0,0.0,1791,1.0,0,0.0,0,0.0,0,0.0,85455,47.0,94658,52.0,0,0.0,মোঃ নাজমুল হুদা,Bangladesh Jamaat-e-Islami,94658,52.0,মোঃ আমজাদ হোসেন,Bangladesh Nationalist Party - BNP,85455,9203,5.1,marginal,2.03,85455,94658,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Kushtia 1,কুষ্টিয়া-১,কুষ্টিয়া,400902,279988,274142,5846,120914,69.8,2.09,30.2,135,8,2970,165694,60.4,85085,31.0,0,0.0,1070,0.4,235,0.1,17812,6.5,4246,1.5,165085,60.2,85085,31.0,0,0.0,রেজা আহাম্মেদ,Bangladesh Nationalist Party - BNP,165085,60.2,মোঃ বেলাল উদ্দীন,Bangladesh Jamaat-e-Islami,85085,80000,29.2,safe,2.16,165085,85085,,4046,,1070,,609,,235,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Kushtia 2,কুষ্টিয়া-২,কুষ্টিয়া,473355,345718,338600,7118,127637,73.0,2.06,27.0,170,5,2784,143085,42.3,189793,56.1,777,0.2,0,0.0,1100,0.3,0,0.0,3845,1.1,143085,42.3,189793,56.1,0,0.0,মোঃ আব্দুল গফুর,Bangladesh Jamaat-e-Islami,189793,56.1,রাগীব রউফ চৌধুরী,Bangladesh Nationalist Party - BNP,143085,46708,13.8,competitive,2.03,143085,189793,,3845,,,,,,,,,,,,1100,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Kushtia 3,কুষ্টিয়া-৩,কুষ্টিয়া,436952,318740,313897,4843,118212,72.9,1.52,27.1,142,6,3077,127200,40.5,180690,57.6,433,0.1,0,0.0,0,0.0,0,0.0,5574,1.8,126909,40.4,180690,57.6,0,0.0,মোঃ আমির হামজা,Bangladesh Jamaat-e-Islami,180690,57.6,মোঃ জাকির হোসেন সরকার,Bangladesh Nationalist Party - BNP,126909,53781,17.1,competitive,2.02,126909,180690,,5118,,,,291,,,,,,,,,,433,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,
78,Kushtia 4,কুষ্টিয়া-৪,কুষ্টিয়া,420058,305009,299617,5392,115049,72.6,1.77,27.4,152,6,2764,138574,46.3,146504,48.9,0,0.0,0,0.0,0,0.0,0,0.0,14539,4.9,138574,46.3,146204,48.8,0,0.0,মোঃ আফজাল হোসেন,Bangladesh Jamaat-e-Islami,146204,48.8,সৈয়দ মেহেদী আহ্‌মেদ রুমী,Bangladesh Nationalist Party - BNP,138574,7630,2.5,very_close,2.2,138574,146204,,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,,,249,300,,,,,,,,,,,,,
79,Chuadanga 1,চুয়াডাঙ্গা-১,চুয়াডাঙ্গা,506333,377160,370715,6445,129173,74.5,1.71,25.5,180,3,2813,152382,41.1,208300,56.2,0,0.0,0,0.0,0,0.0,0,0.0,10033,2.7,152382,41.1,208300,56.2,0,0.0,মোঃ মাসুদ পারভেজ,Bangladesh Jamaat-e-Islami,208300,56.2,মোঃ শরীফুজ্জামান,Bangladesh Nationalist Party - BNP,152382,55918,15.1,competitive,2.06,152382,208300,,10033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Chuadanga 2,চুয়াডাঙ্গা-২,চুয়াডাঙ্গা,487203,381076,374416,6660,106127,78.2,1.75,21.8,174,3,2800,162712,43.5,205422,54.9,0,0.0,0,0.0,0,0.0,0,0.0,6282,1.7,162712,43.5,205422,54.9,0,0.0,মোঃ রুহুল আমিন,Bangladesh Jamaat-e-Islami,205422,54.9,মাহমুদ হাসান খান,Bangladesh Nationalist Party - BNP,162712,42710,11.4,competitive,2.04,162712,205422,,6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Jhenaidah 1,ঝিনাইদহ-১,ঝিনাইদহ,321214,234326,229534,4792,86888,73.0,2.05,27.0,117,5,2745,171756,74.8,56538,24.6,303,0.1,937,0.4,0,0.0,0,0.0,0,0.0,171756,74.8,55930,24.4,0,0.0,মোঃ আসাদুজ্জামান,Bangladesh Nationalist Party - BNP,171756,74.8,আবু ছালেহ মোঃ মতিউর রহমান,Bangladesh Jamaat-e-Islami,55930,115826,50.5,safe,1.61,171756,55930,,,,937,,,,,,608,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,
82,Jhenaidah 2,ঝিনাইদহ-২,ঝিনাইদহ,499498,379347,372996,6351,120151,75.9,1.67,24.1,185,6,2700,174296,46.7,192352,51.6,881,0.2,960,0.3,0,0.0,0,0.0,4507,1.2,174296,46.7,192352,51.6,0,0.0,আলী আজম মোঃ আবু বকর,Bangladesh Jamaat-e-Islami,192352,51.6,মোঃ আব্দুল মজিদ,Bangladesh Nationalist Party - BNP,174296,18056,4.8,very_close,2.06,174296,192352,,4507,,960,,,,,,,,,,,551,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Jhenaidah 3,ঝিনাইদহ-৩,ঝিনাইদহ,425606,331382,325916,5466,94224,77.9,1.65,22.1,166,4,2564,148994,45.7,173154,53.1,0,0.0,0,0.0,0,0.0,0,0.0,3768,1.2,148626,45.6,173154,53.1,0,0.0,মোঃ মতিয়ার রহমান,Bangladesh Jamaat-e-Islami,173154,53.1,মোহাম্মদ মেহেদী হাসান,Bangladesh Nationalist Party - BNP,148626,24528,7.5,marginal,2.04,148626,173154,,3768,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Jhenaidah 4,ঝিনাইদহ-৪,ঝিনাইদহ,329028,244545,240816,3729,84483,74.3,1.52,25.7,120,6,2742,55773,23.2,104081,43.2,0,0.0,592,0.2,0,0.0,76241,31.7,4129,1.7,55773,23.2,104081,43.2,0,0.0,মোঃ আবু তালিব,Bangladesh Jamaat-e-Islami,104081,43.2,মোঃ সাইফুল ইসলাম ফিরোজ,Independent,76241,27840,11.6,competitive,2.93,55773,104081,,3872,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,
85,Jashore 1,যশোর-১,যশোর,308417,217241,213480,3761,91176,70.4,1.73,29.6,102,4,3024,92995,43.6,117377,55.0,0,0.0,1367,0.6,0,0.0,0,0.0,1741,0.8,92995,43.6,117377,55.0,0,0.0,মুহাম্মাদ আজীজুর রহমান.,Bangladesh Jamaat-e-Islami,117377,55.0,মোঃ নুরুজ্জামান লিটন,Bangladesh Nationalist Party - BNP,92995,24382,11.4,competitive,2.03,92995,117377,,1741,,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Jashore 2,যশোর-২,যশোর,477556,336838,329870,6968,140718,70.5,2.07,29.5,175,8,2729,145056,44.0,177882,53.9,454,0.1,0,0.0,0,0.0,550,0.2,5928,1.8,145056,44.0,177472,53.8,0,0.0,মোহাম্মদ মোসলেহউদ্দিন ফরিদ,Bangladesh Jamaat-e-Islami,177472,53.8,মোছাঃ সাবিরা সুলতানা,Bangladesh Nationalist Party - BNP,145056,32416,9.8,marginal,2.07,145056,177472,,5695,,,,,,,,410,,,,,,454,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,
87,Jashore 3,যশোর-৩,যশোর,606630,410655,403186,7469,195975,67.7,1.82,32.3,190,6,3193,199647,49.5,186222,46.2,740,0.2,3356,0.8,0,0.0,0,0.0,13221,3.3,199647,49.5,184459,45.8,0,0.0,অনিন্দ্য ইসলাম অমিত,Bangladesh Nationalist Party - BNP,199647,49.5,মোঃ আব্দুল কাদের,Bangladesh Jamaat-e-Islami,184459,15188,3.8,very_close,2.19,199647,184459,,13221,,3356,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,1763,,,,,,,
88,Jashore 4,যশোর-৪,যশোর,453624,327941,321960,5981,125683,72.3,1.82,27.7,148,8,3065,131302,40.8,174917,54.3,0,0.0,1720,0.5,0,0.0,790,0.2,13231,4.1,131049,40.7,174621,54.2,0,0.0,মোঃ গোলাম রছুল,Bangladesh Jamaat-e-Islami,174621,54.2,মতিয়ার রহমান ফারাজী,Bangladesh Nationalist Party - BNP,131049,43572,13.5,competitive,2.17,131049,174621,,11764,,1720,296,253,,,,,,,,,,,,,,,,,,,,,,,,,1467,,,,,,,,,,,,,,,,,
89,Jashore 5,যশোর-৫,যশোর,369078,282562,277937,4625,86516,76.6,1.64,23.4,128,6,2883,54415,19.6,130596,47.0,0,0.0,2194,0.8,0,0.0,86354,31.1,4378,1.6,54415,19.6,130596,47.0,0,0.0,গাজী এনামুল হক,Bangladesh Jamaat-e-Islami,130596,47.0,শহীদ মোঃ ইকবাল হোসেন,Independent,84276,46320,16.7,competitive,2.85,54415,130596,,4378,,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Jashore 6,যশোর-৬,যশোর,226423,176347,173231,3116,50076,77.9,1.77,22.1,81,5,2795,79321,45.8,91675,52.9,0,0.0,960,0.6,0,0.0,0,0.0,1275,0.7,79321,45.8,91018,52.5,0,0.0,মোঃ মোক্তার আলী,Bangladesh Jamaat-e-Islami,91018,52.5,মোঃ আবুল হোসেন আজাদ,Bangladesh Nationalist Party - BNP,79321,11697,6.8,marginal,2.06,79321,91018,,1275,,960,,,,,,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Magura 1,মাগুড়া-১,মাগুরা,425636,294654,289039,5615,130982,69.2,1.91,30.8,156,7,2728,183952,63.6,88036,30.5,1185,0.4,1725,0.6,0,0.0,0,0.0,14141,4.9,183666,63.5,88036,30.5,0,0.0,মোঃ মনোয়ার হোসেন,Bangladesh Nationalist Party - BNP,183666,63.5,আব্দুল মতিন,Bangladesh Jamaat-e-Islami,88036,95630,33.1,safe,2.01,183666,88036,,13335,,1725,,286,,,,,,,,,,1185,,,,,,,,,,,,,,806,,,,,,,,,,,,,,,,,,
92,Magura 2,মাগুড়া-২,মাগুরা,411555,283982,280721,3261,127573,69.0,1.15,31.0,145,4,2838,146696,52.3,114999,41.0,0,0.0,2908,1.0,0,0.0,0,0.0,16118,5.7,146696,52.3,114999,41.0,0,0.0,নিতাই রায় চৌধুরী,Bangladesh Nationalist Party - BNP,146696,52.3,মোঃ মুশতারশেদ বিল্লাহ,Bangladesh Jamaat-e-Islami,114999,31697,11.3,competitive,2.25,146696,114999,,16118,,2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Narail 1,নড়াইল-১,নড়াইল,291132,186889,183326,3563,104243,64.2,1.91,35.8,111,8,2623,99412,54.2,74087,40.4,0,0.0,449,0.2,0,0.0,3076,1.7,6302,3.4,99412,54.2,74087,40.4,0,0.0,বিশ্বাস জাহাঙ্গীর আলম,Bangladesh Nationalist Party - BNP,99412,54.2,মোঃ ওবায়দুল্লাহ,Bangladesh Jamaat-e-Islami,74087,25325,13.8,competitive,2.18,99412,74087,,6302,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Narail 2,নড়াইল-২,নড়াইল,386162,249386,245463,3923,136776,64.6,1.57,35.4,147,8,2627,45403,18.5,116396,47.4,0,0.0,878,0.4,0,0.0,78096,31.8,4690,1.9,45069,18.4,116396,47.4,0,0.0,মোঃ আতাউর রহমান,Bangladesh Jamaat-e-Islami,116396,47.4,মোঃ মনিরুল ইসলাম,Independent,77885,38511,15.7,competitive,2.78,45069,116396,,4690,,666,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,
95,Bagerhat 1,বাগেরহাট-১,বাগেরহাট,371985,246930,242390,4540,125055,66.4,1.84,33.6,147,8,2531,113442,46.8,116470,48.1,0,0.0,784,0.3,0,0.0,11529,4.8,165,0.1,113442,46.8,116180,47.9,0,0.0,মোঃ মশিউর রহমান খান,Bangladesh Jamaat-e-Islami,116180,47.9,কপিল কৃষ্ণ মন্ডল,Bangladesh Nationalist Party - BNP,113442,2738,1.1,very_close,2.22,113442,116180,,,,546,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,165,,,,,,,,
96,Bagerhat 2,বাগেরহাট-২,বাগেরহাট,334884,238838,235071,3767,96046,71.3,1.58,28.7,139,4,2409,65874,28.0,116370,49.5,0,0.0,0,0.0,0,0.0,48546,20.7,4281,1.8,65874,28.0,116370,49.5,0,0.0,শেখ মনজুরুল হক (রাহাদ),Bangladesh Jamaat-e-Islami,116370,49.5,শেখ মোহাম্মদ জাকির হোসেন,Bangladesh Nationalist Party - BNP,65874,50496,21.5,safe,2.73,65874,116370,,4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Bagerhat 3,বাগেরহাট-৩,বাগেরহাট,265320,192986,189451,3535,72334,72.7,1.83,27.3,106,5,2503,102193,53.9,82877,43.7,0,0.0,0,0.0,0,0.0,415,0.2,3966,2.1,102193,53.9,82877,43.7,0,0.0,শেখ ফরিদুল ইসলাম,Bangladesh Nationalist Party - BNP,102193,53.9,মোহাম্মাদ আব্দুল ওয়াদুদ সেখ,Bangladesh Jamaat-e-Islami,82877,19316,10.2,competitive,2.07,102193,82877,,3622,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Bagerhat 4,বাগেরহাট-৪,বাগেরহাট,377094,226216,222047,4169,150878,60.0,1.84,40.0,155,6,2433,97536,43.9,114417,51.5,0,0.0,1128,0.5,0,0.0,214,0.1,8752,3.9,97536,43.9,114417,51.5,0,0.0,মোঃ আব্দুল আলীম,Bangladesh Jamaat-e-Islami,114417,51.5,সোম নাথ দে,Bangladesh Nationalist Party - BNP,97536,16881,7.6,marginal,2.17,97536,114417,,8443,,1128,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Khulna 1,খুলনা-১,খুলনা,304235,208587,204284,4303,95648,68.6,2.06,31.4,119,12,2557,120175,58.8,69658,34.1,4627,2.3,625,0.3,859,0.4,1523,0.7,6817,3.3,120092,58.8,69658,34.1,0,0.0,আমীর এজাজ খান,Bangladesh Nationalist Party - BNP,120092,58.8,কৃষ্ণ নন্দী,Bangladesh Jamaat-e-Islami,69658,50434,24.7,safe,2.16,120092,69658,,5587,,625,,83,,859,,,,,,,4627,,,,503,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,166
