constituency_id,seat_name,seat_name_bn,district_bn,total_voters,total_votes_cast,valid_votes,rejected_votes,absent_voters,turnout_pct,rejection_pct,absence_pct,total_centers,total_candidates,avg_voters_per_center,bnp_plus_votes,bnp_plus_pct,eleven_parties_votes,eleven_parties_pct,duf_votes,duf_pct,ndf_votes,ndf_pct,greater_sunni_votes,greater_sunni_pct,independent_votes,independent_pct,other_party_votes,other_party_pct,bnp_votes,bnp_pct,jamaat_votes,jamaat_pct,ncp_votes,ncp_pct,winner_name,winner_party,winner_votes,winner_pct,runner_up_name,runner_up_party,runner_up_votes,margin,margin_pct,competitiveness,effective_num_candidates,Bangladesh Nationalist Party - BNP,Bangladesh Jamaat-e-Islami,Jatiyo Nagorik Party - NCP,Islamic Andolan Bangladesh,Bangladesh Khelafat Majlis,Jatiya Party,Khelafat Majlis,Gonodhikar Parishad - GOP,Jamiate Ulama-e-Islam Bangladesh,Bangladesh Islami Front,Liberal Democratic Party - LDP,Amar Bangladesh Party - AB Party,Bangladesh Development Party,Bangladesh Jatiya Party - BJP,Gonoshonghoti Andolon,Islamic Front Bangladesh,Communist Party of Bangladesh,Bangladesh Samajtantrik Dal - BASAD,Jonotar Dol,Biplabi Workers Party,Jatiya Samajtantrik Dal - JSD,Bangladesh Nezame Islam Party,National Party - JP,Insaniyat Biplob Bangladesh,Bangladesh Supreme Party - BSP,Zaker Party,Bangladesh Republican Party - BRP,Bangladesh Samajtantrik Dal (Marxist),Bangladesh Jatiyo Samajtantrik Dal - Jasod,Bangladesh Khilafat Andolan,Nagorik Oikko,Bangladesh Congress,Bangladesh Minority Janta Party - BMJP,Amjanatar Dol,National Peoples Party - NPP,Gonoforum,Bangladesh Labour Party,Bangladesh Muslim League,Bangladesh National Awami Party - Bangladesh NAP,Bangladesh Shanskritik Muktijot (Muktijot),Islami Oikyajote,Bangladesh Muslim League - BML,Jatiya Ganatantrik Party - JAGPA,Jatiyatabadi Ganotantrik Andolon - NDM,Bangladesh Nationalist Front - BNF,Bangladesh Jatiya Party,Gonofront,Bangladesh Kallyan Party,Ganotantri Party,Bangladesh Samadhikar Party - BEP
147,Mymensingh 2,ময়মনসিংহ-২,ময়মনসিংহ,571433,323884,316307,7577,247549,56.7,2.34,43.3,174,7,3284,117344,37.1,144565,45.7,0,0.0,712,0.2,1067,0.3,48823,15.4,3796,1.2,117344,37.1,0,0.0,0,0.0,মুহাম্মদুল্লাহ,Bangladesh Khelafat Majlis,144565,45.7,মোতাহার হোসেন তালুকদার,Bangladesh Nationalist Party - BNP,117344,27221,8.6,marginal,2.7,117344,,,3796,144565,712,,,,,,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,,,,,,,,,
148,Mymensingh 3,ময়মনসিংহ-৩,ময়মনসিংহ,295661,172847,168246,4601,122814,58.5,2.66,41.5,92,5,3214,74478,44.3,25233,15.0,334,0.2,0,0.0,0,0.0,65513,38.9,2688,1.6,74478,44.3,0,0.0,0,0.0,এম ইকবাল হোসেইন,Bangladesh Nationalist Party - BNP,74478,44.3,আহাম্মদ তায়েবুর রহমান ,Independent,65513,8965,5.3,marginal,2.7,74478,,,2688,,,,,,,,,,,,,,,,,,25233,,,,,,334,,,,,,,,,,,,,,,,,,,,,,
149,Mymensingh 4,ময়মনসিংহ-৪,ময়মনসিংহ,688969,374545,363664,10881,314424,54.4,2.91,45.6,179,9,3849,178702,49.1,169580,46.6,2091,0.6,3770,1.0,888,0.2,0,0.0,8633,2.4,177892,48.9,169580,46.6,0,0.0,মোঃ আবু ওয়াহাব আকন্দ ওয়াহিদ,Bangladesh Nationalist Party - BNP,177892,48.9,মোহাম্মদ কামরুল আহসান,Bangladesh Jamaat-e-Islami,169580,8312,2.3,very_close,2.19,177892,169580,,8633,,3770,,,,,,,,,458,,1368,,,,,,,,888,,,723,,,,,,,352,,,,,,,,,,,,,,,
150,Mymensingh 5,ময়মনসিংহ-৫,ময়মনসিংহ,384617,238456,233330,5126,146161,62.0,2.15,38.0,104,5,3698,128515,55.1,101209,43.4,0,0.0,0,0.0,0,0.0,0,0.0,3606,1.5,127917,54.8,100876,43.2,0,0.0,মোহাম্মদ জাকির হোসেন,Bangladesh Nationalist Party - BNP,127917,54.8,মোঃ মতিউর রহমান আকন্দ,Bangladesh Jamaat-e-Islami,100876,27041,11.6,competitive,2.05,127917,100876,,3606,,,,,,,,333,,,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Mymensingh 6,ময়মনসিংহ-৬,ময়মনসিংহ,413309,235249,230781,4468,178060,56.9,1.9,43.1,121,5,3416,48994,21.2,75946,32.9,0,0.0,0,0.0,0,0.0,103903,45.0,1938,0.8,48994,21.2,75946,32.9,0,0.0,মোঃ কামরুল হাসান,Bangladesh Jamaat-e-Islami,75946,32.9,আখতার সুলতানা,Independent,52669,23277,10.1,competitive,3.92,48994,75946,,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Mymensingh 7,ময়মনসিংহ-৭,ময়মনসিংহ,399637,226383,220447,5936,173254,56.6,2.62,43.4,121,6,3303,98221,44.6,83617,37.9,0,0.0,556,0.3,0,0.0,34030,15.4,4023,1.8,98221,44.6,83617,37.9,0,0.0,ডাঃ মোঃ মাহাবুবুর রহমান,Bangladesh Nationalist Party - BNP,98221,44.6,মোঃ আছাদুজ্জামান,Bangladesh Jamaat-e-Islami,83617,14604,6.6,marginal,2.74,98221,83617,,4023,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Mymensingh 8,ময়মনসিংহ-৮,ময়মনসিংহ,345746,192632,187821,4811,153114,55.7,2.5,44.3,92,4,3758,107577,57.3,45791,24.4,0,0.0,1719,0.9,0,0.0,0,0.0,32734,17.4,107577,57.3,0,0.0,0,0.0,লুৎফুল্লাহেল মাজেদ,Bangladesh Nationalist Party - BNP,107577,57.3,মোঃ আওরঙ্গজেব বেলাল,Liberal Democratic Party - LDP,45791,61786,32.9,safe,2.39,107577,,,32734,,1719,,,,,45791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Mymensingh 9,ময়মনসিংহ-৯,ময়মনসিংহ,381273,196443,191928,4515,184830,51.5,2.3,48.5,121,6,3151,85039,44.3,70029,36.5,0,0.0,773,0.4,0,0.0,30328,15.8,5759,3.0,85039,44.3,0,0.0,0,0.0,ইয়াসের খান চৌধুরী,Bangladesh Nationalist Party - BNP,85039,44.3,এ কে এম আনোয়ারুল ইসলাম,Bangladesh Development Party,70029,15010,7.8,marginal,2.81,85039,,,5516,,773,,,,,,,70029,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,
155,Mymensingh 10,ময়মনসিংহ-১০,ময়মনসিংহ,404099,215898,209897,6001,188201,53.4,2.78,46.6,111,9,3641,75013,35.7,64476,30.7,283,0.1,901,0.4,0,0.0,66811,31.8,2413,1.1,74650,35.6,64183,30.6,0,0.0,মোহাম্মদ আক্তারুজ্জামান,Bangladesh Nationalist Party - BNP,74650,35.6,আবু বকর সিদ্দিকুর রহমান,Independent,66438,8212,3.9,very_close,3.12,74650,64183,,2413,,901,,,,,293,,,,363,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Mymensingh 11,ময়মনসিংহ-১১,ময়মনসিংহ,355146,204467,199527,4940,150679,57.6,2.42,42.4,107,5,3319,110600,55.4,21529,10.8,0,0.0,0,0.0,0,0.0,65591,32.9,1807,0.9,110214,55.2,0,0.0,21529,10.8,ফখর উদ্দিন আহমেদ,Bangladesh Nationalist Party - BNP,110214,55.2,মুহাম্মদ মোর্শেদ আলম,Independent,65591,44623,22.4,safe,2.35,110214,,21529,1807,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Netrakona 1,নেত্রকোণা-১,নেত্রকোনা,453089,257921,251496,6425,195168,56.9,2.49,43.1,124,6,3654,156924,62.4,86672,34.5,4358,1.7,1007,0.4,0,0.0,0,0.0,2535,1.0,156924,62.4,0,0.0,0,0.0,ব্যারিষ্টার কায়সার কামাল,Bangladesh Nationalist Party - BNP,156924,62.4,গোলাম রব্বানী,Bangladesh Khelafat Majlis,86672,70252,27.9,safe,1.97,156924,,,2201,86672,1007,,,,,,,,,,,4358,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Netrakona 2,নেত্রকোণা-২,নেত্রকোনা,497322,266020,257275,8745,231302,53.5,3.29,46.5,172,5,2891,169140,65.7,68347,26.6,0,0.0,4733,1.8,0,0.0,0,0.0,15055,5.9,169140,65.7,0,0.0,66347,25.8,মোঃ আনোয়ারুল হক,Bangladesh Nationalist Party - BNP,169140,65.7,মোঃ ফাহিম রহমান খান পাঠান,Jatiyo Nagorik Party - NCP,66347,102793,40.0,safe,1.99,169140,,66347,15055,,4733,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,
159,Netrakona 3,নেত্রকোণা-৩,নেত্রকোনা,416478,234942,229723,5219,181536,56.4,2.22,43.6,149,6,2795,117318,51.1,40650,17.7,0,0.0,550,0.2,348,0.2,68137,29.7,2720,1.2,117318,51.1,40650,17.7,0,0.0,রফিকুল ইসলাম হিলালী,Bangladesh Nationalist Party - BNP,117318,51.1,মোঃ দেলোয়ার হোসেন ভূঞা,Independent,68137,49181,21.4,safe,2.63,117318,40650,,2720,,550,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Netrakona 4,নেত্রকোণা-৪,নেত্রকোনা,372308,209872,204095,5777,162436,56.4,2.75,43.6,149,5,2499,159437,78.1,39343,19.3,3302,1.6,0,0.0,0,0.0,0,0.0,2013,1.0,159167,78.0,39343,19.3,0,0.0,মোঃ লুৎফুজ্জামান বাবর,Bangladesh Nationalist Party - BNP,159167,78.0,মোঃ আল-হেলাল,Bangladesh Jamaat-e-Islami,39343,119824,58.7,safe,1.55,159167,39343,,2013,,,,,,,,,,,,,3302,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Netrakona 5,নেত্রকোণা-৫,নেত্রকোনা,287719,166861,163233,3628,120858,58.0,2.17,42.0,82,3,3509,78679,48.2,81252,49.8,0,0.0,0,0.0,0,0.0,0,0.0,3302,2.0,78679,48.2,81252,49.8,0,0.0,মাছুম মোস্তফা,Bangladesh Jamaat-e-Islami,81252,49.8,মোঃ আবু তাহের তালুকদার,Bangladesh Nationalist Party - BNP,78679,2573,1.6,very_close,2.08,78679,81252,,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Kishoreganj 1,কিশোরগঞ্জ-১,কিশোরগঞ্জ,548732,270777,262385,8392,277955,49.3,3.1,50.7,181,8,3032,123188,46.9,100113,38.2,2085,0.8,0,0.0,0,0.0,36999,14.1,0,0.0,122945,46.9,0,0.0,0,0.0,মাজহারুল ইসলাম,Bangladesh Nationalist Party - BNP,122945,46.9,হেদায়াতুল্লাহ হাদী,Bangladesh Khelafat Majlis,99490,23455,8.9,marginal,2.61,122945,,,,99490,,623,,,,,,,,,,902,234,,,,,,,,,,949,,,,,,,243,,,,,,,,,,,,,,,
163,Kishoreganj 2,কিশোরগঞ্জ-২,কিশোরগঞ্জ,525004,274953,268412,6541,250051,52.4,2.38,47.6,170,7,3088,260968,97.2,0,0.0,0,0.0,2061,0.8,0,0.0,1659,0.6,3724,1.4,142616,53.1,0,0.0,0,0.0,এডভোকেট মোঃ জালাল উদ্দীন,Bangladesh Nationalist Party - BNP,142616,53.1,মোঃ শফিকুল ইসলাম,Gonodhikar Parishad - GOP,118352,24264,9.0,marginal,2.1,142616,,,3503,,2061,,118352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,
164,Kishoreganj 3,কিশোরগঞ্জ-৩,কিশোরগঞ্জ,445468,231439,226659,4780,214029,52.0,2.07,48.0,151,7,2950,111755,49.3,101276,44.7,0,0.0,1231,0.5,0,0.0,1473,0.6,10924,4.8,111638,49.3,101276,44.7,0,0.0,ড. মুহাম্মদ ওসমান ফারুক,Bangladesh Nationalist Party - BNP,111638,49.3,জেহাদ খান,Bangladesh Jamaat-e-Islami,101276,10362,4.6,very_close,2.25,111638,101276,,10734,,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,190,
165,Kishoreganj 4,কিশোরগঞ্জ-৪,কিশোরগঞ্জ,405509,203114,198151,4963,202395,50.1,2.44,49.9,150,8,2703,131956,66.6,57779,29.2,0,0.0,0,0.0,0,0.0,5433,2.7,2983,1.5,131851,66.5,56905,28.7,0,0.0,মোঃ ফজলুর রহমান,Bangladesh Nationalist Party - BNP,131851,66.5,মোঃ রোকন রেজা শেখ,Bangladesh Jamaat-e-Islami,56905,74946,37.8,safe,1.9,131851,56905,,2468,874,,,,,,,,,,,,,,,,,,,515,,,,,,,,,,,105,,,,,,,,,,,,,,,
166,Kishoreganj 5,কিশোরগঞ্জ-৫,কিশোরগঞ্জ,350101,208921,204948,3973,141180,59.7,1.9,40.3,119,8,2942,66117,32.3,53365,26.0,0,0.0,422,0.2,1305,0.6,81078,39.6,2661,1.3,66117,32.3,53365,26.0,0,0.0,শেখ মজিবুর রহমান ইকবাল,Independent,79210,38.6,সৈয়দ এহসানুল হুদা,Bangladesh Nationalist Party - BNP,66117,13093,6.4,marginal,3.11,66117,53365,,2661,,290,,,,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,
167,Kishoreganj 6,কিশোরগঞ্জ-৬,কিশোরগঞ্জ,423647,241438,235414,6024,182209,57.0,2.5,43.0,142,9,2983,185977,79.0,42980,18.3,306,0.1,786,0.3,2152,0.9,0,0.0,3213,1.4,185795,78.9,0,0.0,0,0.0,মোঃ শরীফুল আলম,Bangladesh Nationalist Party - BNP,185795,78.9,আতাউল্লাহ আমীন,Bangladesh Khelafat Majlis,42980,142815,60.7,safe,1.52,185795,,,2367,42980,786,,,,2152,,,,,,,306,,,,,,,626,,,,,,,,,,,182,220,,,,,,,,,,,,,,
168,Manikganj 1,মানিকগঞ্জ-১,মানিকগঞ্জ,457279,300168,295005,5163,157111,65.6,1.72,34.4,179,7,2555,137895,46.7,69611,23.6,0,0.0,0,0.0,0,0.0,84005,28.5,3494,1.2,136836,46.4,69611,23.6,0,0.0,এস এ জিন্নাহ কবীর,Bangladesh Nationalist Party - BNP,136836,46.4,মোঃ  তোজাম্মেল হক,Independent,77061,59775,20.3,safe,2.94,136836,69611,,3215,,,,1059,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Manikganj 2,মানিকগঞ্জ-২,মানিকগঞ্জ,467487,269869,265248,4621,197618,57.7,1.71,42.3,185,4,2527,174631,65.8,79831,30.1,0,0.0,6989,2.6,0,0.0,0,0.0,3797,1.4,174631,65.8,0,0.0,0,0.0,মঈনুল ইসলাম খান,Bangladesh Nationalist Party - BNP,174631,65.8,মোঃ সালাহ উদ্দিন,Khelafat Majlis,79831,94800,35.7,safe,1.91,174631,,,3797,,6989,79831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Manikganj 3,মানিকগঞ্জ-৩,মানিকগঞ্জ,395852,268367,263154,5213,127485,67.8,1.94,32.2,151,9,2622,166174,63.1,62886,23.9,3448,1.3,3272,1.2,0,0.0,24633,9.4,2741,1.0,166174,63.1,0,0.0,0,0.0,আফরোজা খানম,Bangladesh Nationalist Party - BNP,166174,63.1,মুহাম্মদ সাঈদনূর,Bangladesh Khelafat Majlis,62886,103288,39.3,safe,2.16,166174,,,2741,62886,1942,,,,,,,,,,,,,,,,,1330,,,,,,3448,,,,,,,,,,,,,,,,,,,,,
171,Munshiganj 1,মুন্সিগঞ্জ-১,মুন্সীগঞ্জ,536485,310448,303949,6499,226037,57.9,2.09,42.1,170,6,3156,165714,54.5,98192,32.3,420,0.1,0,0.0,0,0.0,30394,10.0,9229,3.0,165714,54.5,98192,32.3,0,0.0,মোঃ  আব্দুল্লাহ্,Bangladesh Nationalist Party - BNP,165714,54.5,এ কে এম ফখরুদ্দিন রাজী,Bangladesh Jamaat-e-Islami,98192,67522,22.2,safe,2.42,165714,98192,,8917,,,,,,,,,,,,,420,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Munshiganj 2,মুন্সিগঞ্জ-২,মুন্সীগঞ্জ,372832,198401,193241,5160,174431,53.2,2.6,46.8,130,5,2868,119836,62.0,56750,29.4,0,0.0,2805,1.5,637,0.3,0,0.0,13213,6.8,119836,62.0,0,0.0,56750,29.4,আব্দুস সালাম আজাদ,Bangladesh Nationalist Party - BNP,119836,62.0,মাজেদুল ইসলাম,Jatiyo Nagorik Party - NCP,56750,63086,32.6,safe,2.1,119836,,56750,13213,,2805,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Munshiganj 3,মুন্সিগঞ্জ-৩,মুন্সীগঞ্জ,500030,276087,270243,5844,223943,55.2,2.12,44.8,169,8,2959,122831,45.5,51953,19.2,294,0.1,764,0.3,0,0.0,88133,32.6,6268,2.3,122666,45.4,0,0.0,0,0.0,মোঃ কামরুজ্জামান,Bangladesh Nationalist Party - BNP,122666,45.4,মোঃ মহিউদ্দিন,Independent,88133,34533,12.8,competitive,2.86,122666,,,6268,51662,764,,,,,,,,,,,294,,,165,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,
174,Dhaka 1,ঢাকা-১,ঢাকা,536613,299871,294287,5584,236742,55.9,1.86,44.1,184,6,2916,172402,58.6,109178,37.1,0,0.0,1345,0.5,0,0.0,4824,1.6,6538,2.2,172402,58.6,108910,37.0,0,0.0,খোন্দকার আবু আশফাক,Bangladesh Nationalist Party - BNP,172402,58.6,মোহাম্মাদ নজরুল ইসলাম,Bangladesh Jamaat-e-Islami,108910,63492,21.6,safe,2.08,172402,108910,,6538,,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,
175,Dhaka 2,ঢাকা-২,ঢাকা,415340,251652,247976,3676,163688,60.6,1.46,39.4,141,3,2946,163020,65.7,78655,31.7,0,0.0,0,0.0,0,0.0,0,0.0,6301,2.5,163020,65.7,78655,31.7,0,0.0,মোঃ আমানউল্লাহ আমান,Bangladesh Nationalist Party - BNP,163020,65.7,মোঃ আব্দুল হক,Bangladesh Jamaat-e-Islami,78655,84365,34.0,safe,1.87,163020,78655,,6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Dhaka 3,ঢাকা-৩,ঢাকা,359618,193278,189636,3642,166340,53.7,1.88,46.3,126,10,2854,99259,52.3,82232,43.4,196,0.1,1070,0.6,0,0.0,310,0.2,6569,3.5,98785,52.1,82232,43.4,0,0.0,গয়েশ্বর চন্দ্র রায়,Bangladesh Nationalist Party - BNP,98785,52.1,মোঃ শাহীনুর ইসলাম,Bangladesh Jamaat-e-Islami,82232,16553,8.7,marginal,2.17,98785,82232,,6245,,1070,,96,,,,,,,378,,,196,,,,,,,,,,,,,,150,,,,174,,,,,,,,,,,,,,
177,Dhaka 4,ঢাকা-৪,ঢাকা,358685,162013,159538,2475,196672,45.2,1.53,54.8,115,8,3119,73762,46.2,75683,47.4,544,0.3,128,0.1,0,0.0,2782,1.7,6639,4.2,73762,46.2,75683,47.4,0,0.0,সৈয়দ জয়নুল আবেদীন,Bangladesh Jamaat-e-Islami,75683,47.4,তানভীর আহমেদ,Bangladesh Nationalist Party - BNP,73762,1921,1.2,very_close,2.27,73762,75683,,6450,,,,,,,,,,,,,365,179,189,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
178,Dhaka 5,ঢাকা-৫,ঢাকা,415455,201689,198351,3338,213766,48.5,1.66,51.5,150,11,2770,86718,43.7,95524,48.2,411,0.2,1360,0.7,0,0.0,0,0.0,14338,7.2,86628,43.7,94668,47.7,0,0.0,মোহাম্মদ কামাল হোসেন,Bangladesh Jamaat-e-Islami,94668,47.7,মোঃ নবী উল্লা,Bangladesh Nationalist Party - BNP,86628,8040,4.1,very_close,2.36,86628,94668,,14080,,1325,,90,,,779,,,,,,198,,,,,,,,,,,213,,,,258,,,,,77,,,35,,,,,,,,,,
179,Dhaka 6,ঢাকা-৬,ঢাকা,289435,137343,135389,1954,152092,47.5,1.42,52.5,100,7,2894,78274,57.8,54665,40.4,147,0.1,1990,1.5,0,0.0,0,0.0,313,0.2,78142,57.7,54665,40.4,0,0.0,ইশরাক হোসেন,Bangladesh Nationalist Party - BNP,78142,57.7,মোঃ আব্দুল মান্নান,Bangladesh Jamaat-e-Islami,54665,23477,17.3,competitive,2.01,78142,54665,,,,1747,,132,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,243,,,,,,,,,147,,,
180,Dhaka 7,ঢাকা-৭,ঢাকা,476167,228613,224226,4387,247554,48.0,1.92,52.0,164,11,2903,104091,46.4,100032,44.6,665,0.3,2415,1.1,0,0.0,11461,5.1,5562,2.5,104091,46.4,97268,43.4,0,0.0,হামিদুর রহমান,Bangladesh Nationalist Party - BNP,104091,46.4,মোঃ এনায়াত উল্লা,Bangladesh Jamaat-e-Islami,97268,6823,3.0,very_close,2.46,104091,97268,,5044,,2266,,,,,,,,,,,,,,,203,,,,,,217,665,,2764,,,,,,,,,,149,,,,,,98,,,,
181,Dhaka 8,ঢাকা-৮,ঢাকা,266482,114472,111975,2497,152010,43.0,2.18,57.0,108,11,2467,57119,51.0,51572,46.1,830,0.7,712,0.6,311,0.3,0,0.0,1431,1.3,56552,50.5,0,0.0,51572,46.1,মির্জা আব্বাস উদ্দিন আহমেদ,Bangladesh Nationalist Party - BNP,56552,50.5,মুহাম্মাদ নাসীরুদ্দীন পাটওয়ারী,Jatiyo Nagorik Party - NCP,51572,4980,4.4,very_close,2.14,56552,,51572,1322,,642,,567,,311,,,,,,,688,,109,,,,,,,,,93,49,,,,,,,,,,,70,,,,,,,,,,
182,Dhaka 9,ঢাকা-৯,ঢাকা,463437,217781,214245,3536,245656,47.0,1.62,53.0,169,12,2742,110315,51.5,52374,24.4,555,0.3,1298,0.6,0,0.0,43519,20.3,6184,2.9,110111,51.4,0,0.0,52374,24.4,হাবিবুর রশিদ,Bangladesh Nationalist Party - BNP,110111,51.4,মোহাম্মদ জাবেদ মিয়া,Jatiyo Nagorik Party - NCP,52374,57737,26.9,safe,2.73,110111,,52374,5760,,1183,,,,,,,,,,,462,,,,,,,129,,,,93,,,,,,,204,171,,115,,,,,,,124,,,,,
183,Dhaka 10,ঢাকা-১০,ঢাকা,382208,164458,161920,2538,217750,43.0,1.54,57.0,136,10,2810,79051,48.8,76242,47.1,0,0.0,1727,1.1,0,0.0,0,0.0,4900,3.0,79051,48.8,74670,46.1,0,0.0,শেখ রবিউল আলম,Bangladesh Nationalist Party - BNP,79051,48.8,মোঃ জসীম উদ্দীন সরকার,Bangladesh Jamaat-e-Islami,74670,4381,2.7,very_close,2.21,79051,74670,,3407,,1529,,,,,,1434,,,,,,,1046,,,,,,,,238,,,,,,,209,,,138,,,198,,,,,,,,,,
184,Dhaka 11,ঢাকা-১১,ঢাকা,434296,193285,190053,3232,241011,44.5,1.67,55.5,162,10,2681,91286,48.0,92038,48.4,0,0.0,1211,0.6,0,0.0,781,0.4,4737,2.5,90969,47.9,0,0.0,92038,48.4,মোঃ নাহিদ ইসলাম,Jatiyo Nagorik Party - NCP,92038,48.4,"এম, এ, কাইয়ুম",Bangladesh Nationalist Party - BNP,90969,1069,0.6,very_close,2.15,90969,,92038,4328,,1018,,80,,,,,,,,,,,,,,,,,,,280,,,,,,,,237,129,,,,193,,,,,,,,,,
185,Dhaka 12,ঢাকা-১২,ঢাকা,328828,121963,119805,2158,206865,37.1,1.77,62.9,130,15,2529,32245,26.9,52127,43.5,437,0.4,1855,1.5,177,0.1,29590,24.7,3374,2.8,0,0.0,52127,43.5,0,0.0,মোঃ সাইফুল আলম,Bangladesh Jamaat-e-Islami,52127,43.5,সাইফুল হক,Biplabi Workers Party,30640,21487,17.9,competitive,3.16,,52127,,2030,,1746,,84,,177,,,,,1463,,437,,171,30640,,,,128,,,,,,,,,,1001,,,,,,109,,,,58,,44,,,,
186,Dhaka 13,ঢাকা-১৩,ঢাকা,403173,178454,174504,3950,224719,44.3,2.21,55.7,138,9,2922,87128,49.9,84001,48.1,460,0.3,449,0.3,0,0.0,1658,1.0,808,0.5,86804,49.7,0,0.0,0,0.0,ববি হাজ্জাজ,Bangladesh Nationalist Party - BNP,86804,49.7,মোঃ মামুনুল হক,Bangladesh Khelafat Majlis,84001,2803,1.6,very_close,2.09,86804,,,,84001,,,324,,,,,,,,,,460,,,,,,487,,,,,,,,,321,,,,,449,,,,,,,,,,,,
187,Dhaka 14,ঢাকা-১৪,ঢাকা,450743,206854,203584,3270,243889,45.9,1.58,54.1,173,12,2605,82329,40.4,99429,48.8,360,0.2,825,0.4,302,0.1,16253,8.0,4086,2.0,82329,40.4,98912,48.6,0,0.0,মীর আহমাদ বিনকাসেম,Bangladesh Jamaat-e-Islami,98912,48.6,সানজিদা ইসলাম,Bangladesh Nationalist Party - BNP,82329,16583,8.1,marginal,2.46,82329,98912,,3718,,825,,,,,381,136,,,,,360,,,,214,,,,302,,80,,,,,,,,,74,,,,,,,,,,,,,,
188,Dhaka 15,ঢাকা-১৫,ঢাকা,344308,149697,147593,2104,194611,43.5,1.41,56.5,127,8,2711,62007,42.0,82364,55.8,976,0.7,1338,0.9,318,0.2,0,0.0,590,0.4,62007,42.0,82364,55.8,0,0.0,মোঃ শফিকুর রহমান,Bangladesh Jamaat-e-Islami,82364,55.8,মোঃ শফিকুল ইসলাম খান,Bangladesh Nationalist Party - BNP,62007,20357,13.8,competitive,2.05,62007,82364,,,,1338,,,,,,,,,,,775,,347,,,,,,318,,,,201,,,,,243,,,,,,,,,,,,,,,,
189,Dhaka 16,ঢাকা-১৬,ঢাকা,396190,181747,178063,3684,214443,45.9,2.03,54.1,137,11,2892,85027,47.8,87615,49.2,204,0.1,1585,0.9,0,0.0,0,0.0,3632,2.0,84632,47.5,87027,48.9,0,0.0,মোঃ  আব্দুল বাতেন,Bangladesh Jamaat-e-Islami,87027,48.9,মোঃ আমিনুল হক,Bangladesh Nationalist Party - BNP,84632,2395,1.3,very_close,2.15,84632,87027,,3632,,1444,,103,,,,,,133,,,,,,,,,,,,,,204,,100,,,,,159,,488,,,141,,,,,,,,,,
190,Dhaka 17,ঢাকা-১৭,ঢাকা,327891,144095,142007,2088,183796,43.9,1.45,56.1,124,12,2644,71443,50.3,66031,46.5,0,0.0,2176,1.5,0,0.0,260,0.2,2097,1.5,71443,50.3,65972,46.5,0,0.0,তারেক রহমান,Bangladesh Nationalist Party - BNP,71443,50.3,স. ম. খালিদুজ্জামান,Bangladesh Jamaat-e-Islami,65972,5471,3.9,very_close,2.13,71443,65972,,1740,,1142,,,,,,,,,,,,,,,,,1034,78,,,,,,,,130,,,,,59,,,,,,,,59,90,,,,
191,Dhaka 18,ঢাকা-১৮,ঢাকা,605449,269484,265383,4101,335965,44.5,1.52,55.5,218,10,2777,143333,54.0,108711,41.0,257,0.1,2515,0.9,1634,0.6,3980,1.5,4953,1.9,143037,53.9,0,0.0,108711,41.0,"এস, এম, জাহাঙ্গীর হোসেন",Bangladesh Nationalist Party - BNP,143037,53.9,আরিফুল ইসলাম,Jatiyo Nagorik Party - NCP,108711,34326,12.9,competitive,2.18,143037,,108711,4650,,2515,,,,1634,,,,,,,,257,,,,,,,,,,,,,303,,,,296,,,,,,,,,,,,,,,
