seat,party,ec_votes,our_votes,diff,diff_pct
Gazipur 5,Bangladesh Islami Front,0,837,837,0
Gazipur 5,Bangladesh Jamaat-e-Islami,76569,78123,1554,2.0
Gazipur 5,Bangladesh Nationalist Party - BNP,133063,133869,806,0.6
Gazipur 5,Gonoforum,220,223,3,1.4
Gazipur 5,Islamic Andolan Bangladesh,4390,4411,21,0.5
Gazipur 5,Islamic Front Bangladesh,832,0,-832,-100.0
Gazipur 5,Jatiya Party,1482,1497,15,1.0
Gazipur 5,Jonotar Dol,6555,6592,37,0.6
Gopalganj 1,Bangladesh Jamaat-e-Islami,33673,34635,962,2.9
Gopalganj 1,Bangladesh Nationalist Party - BNP,68867,69462,595,0.9
Gopalganj 1,Communist Party of Bangladesh,325,349,24,7.4
Gopalganj 1,Gonodhikar Parishad - GOP,53961,54329,368,0.7
Gopalganj 1,Independent,26350,59168,32818,124.5
Gopalganj 1,Islamic Andolan Bangladesh,5796,5870,74,1.3
Gopalganj 1,Jatiya Party,605,621,16,2.6
Gopalganj 2,Bangladesh Khelafat Majlis,28052,0,-28052,-100.0
Gopalganj 2,Bangladesh Nationalist Party - BNP,39617,40048,431,1.1
Gopalganj 2,Gonodhikar Parishad - GOP,301,305,4,1.3
Gopalganj 2,Gonoforum,212,215,3,1.4
Gopalganj 2,Independent,73695,74118,423,0.6
Gopalganj 2,Islamic Andolan Bangladesh,2821,2911,90,3.2
Gopalganj 2,Jatiya Party,385,419,34,8.8
Gopalganj 2,Khelafat Majlis,0,28604,28604,0
Gopalganj 2,Zaker Party,1355,1371,16,1.2
Gopalganj 3,Bangladesh Khelafat Majlis,24767,0,-24767,-100.0
Gopalganj 3,Bangladesh Nationalist Party - BNP,60166,60991,825,1.4
Gopalganj 3,Gonodhikar Parishad - GOP,2571,2600,29,1.1
Gopalganj 3,Gonoforum,252,269,17,6.7
Gopalganj 3,Independent,37911,38144,233,0.6
Gopalganj 3,Islamic Andolan Bangladesh,4654,4717,63,1.4
Gopalganj 3,Khelafat Majlis,0,25153,25153,0
Gopalganj 3,National Peoples Party - NPP,585,591,6,1.0
Habiganj 1,Bangladesh Islami Front,0,5272,5272,0
Habiganj 1,Bangladesh Jatiyo Samajtantrik Dal - Jasod,639,0,-639,-100.0
Habiganj 1,Bangladesh Khelafat Majlis,55245,0,-55245,-100.0
Habiganj 1,Bangladesh Nationalist Party - BNP,111073,111999,926,0.8
Habiganj 1,Independent,34462,34637,175,0.5
Habiganj 1,Islamic Front Bangladesh,5244,0,-5244,-100.0
Habiganj 1,Jatiya Samajtantrik Dal - JSD,0,644,644,0
Habiganj 1,Khelafat Majlis,0,56132,56132,0
Habiganj 2,Bangladesh Nationalist Party - BNP,125971,126583,612,0.5
Habiganj 2,Bangladesh Samajtantrik Dal - BASAD,441,448,7,1.6
Habiganj 2,Independent,1829,1843,14,0.8
Habiganj 2,Jatiya Party,931,941,10,1.1
Habiganj 2,Khelafat Majlis,64851,65762,911,1.4
Habiganj 3,Bangladesh Islami Front,14064,14133,69,0.5
Habiganj 3,Bangladesh Jamaat-e-Islami,44581,45568,987,2.2
Habiganj 3,Bangladesh Nationalist Party - BNP,141521,142348,827,0.6
Habiganj 3,Bangladesh Shanskritik Muktijot (Muktijot),128,132,4,3.1
Habiganj 3,Islamic Andolan Bangladesh,5413,5443,30,0.6
Habiganj 3,Jatiya Party,1246,1259,13,1.0
Habiganj 4,Bangladesh Islami Front,83896,84323,427,0.5
Habiganj 4,Bangladesh Muslim League,531,0,-531,-100.0
Habiganj 4,Bangladesh Muslim League - BML,0,536,536,0
Habiganj 4,Bangladesh Nationalist Party - BNP,186678,188072,1394,0.7
Habiganj 4,Bangladesh Samajtantrik Dal - BASAD,324,329,5,1.5
Habiganj 4,Bangladesh Shanskritik Muktijot (Muktijot),479,484,5,1.0
Habiganj 4,Independent,1258,1271,13,1.0
Habiganj 4,Insaniyat Biplob Bangladesh,481,484,3,0.6
Habiganj 4,Khelafat Majlis,25423,26466,1043,4.1
Jamalpur 1,Bangladesh Jamaat-e-Islami,96783,97820,1037,1.1
Jamalpur 1,Bangladesh Nationalist Party - BNP,172568,173656,1088,0.6
Jamalpur 1,Gonodhikar Parishad - GOP,225,0,-225,-100.0
Jamalpur 1,Islamic Andolan Bangladesh,4090,0,-4090,-100.0
Jamalpur 1,Jatiya Party,914,0,-914,-100.0
Jamalpur 2,Bangladesh Jamaat-e-Islami,61655,62434,779,1.3
Jamalpur 2,Bangladesh Nationalist Party - BNP,95378,95860,482,0.5
Jamalpur 2,Independent,169,174,5,3.0
Jamalpur 2,Islamic Andolan Bangladesh,1698,1713,15,0.9
Jamalpur 3,,11996,0,-11996,-100.0
Jamalpur 3,Bangladesh Jamaat-e-Islami,79607,81430,1823,2.3
Jamalpur 3,Bangladesh Nationalist Party - BNP,206214,207412,1198,0.6
Jamalpur 3,Gonodhikar Parishad - GOP,409,412,3,0.7
Jamalpur 3,Gonoshonghoti Andolon,640,643,3,0.5
Jamalpur 3,Independent,10688,22859,12171,113.9
Jamalpur 3,Islamic Andolan Bangladesh,2507,2546,39,1.6
Jamalpur 3,Jatiya Party,832,844,12,1.4
Jamalpur 4,Bangladesh Jamaat-e-Islami,44161,44947,786,1.8
Jamalpur 4,Bangladesh Nationalist Party - BNP,146546,147406,860,0.6
Jamalpur 4,Communist Party of Bangladesh,1300,1314,14,1.1
Jamalpur 4,Gonodhikar Parishad - GOP,379,383,4,1.1
Jamalpur 4,Islamic Andolan Bangladesh,1287,1302,15,1.2
Jamalpur 4,Nagorik Oikko,375,379,4,1.1
Jamalpur 5,Bangladesh Congress,218,225,7,3.2
Jamalpur 5,Bangladesh Jamaat-e-Islami,111695,113201,1506,1.3
Jamalpur 5,Bangladesh Nationalist Party - BNP,198292,199344,1052,0.5
Jamalpur 5,Communist Party of Bangladesh,540,547,7,1.3
Jamalpur 5,Gonodhikar Parishad - GOP,532,539,7,1.3
Jamalpur 5,Independent,587,0,-587,-100.0
Jamalpur 5,Islamic Andolan Bangladesh,4242,4282,40,0.9
Jamalpur 5,Jatiya Samajtantrik Dal - JSD,569,580,11,1.9
Jamalpur 5,National Party - JP,3732,3739,7,0.2
Jashore 1,Bangladesh Jamaat-e-Islami,117377,119093,1716,1.5
Jashore 1,Bangladesh Nationalist Party - BNP,92995,93542,547,0.6
Jashore 1,Islamic Andolan Bangladesh,1741,1768,27,1.6
Jashore 1,Jatiya Party,1367,1398,31,2.3
Jashore 2,Amar Bangladesh Party - AB Party,410,416,6,1.5
Jashore 2,Bangladesh Jamaat-e-Islami,177472,180965,3493,2.0
Jashore 2,Bangladesh Nationalist Front - BNF,233,233,0,0.0
Jashore 2,Bangladesh Nationalist Party - BNP,145056,146447,1391,1.0
Jashore 2,Bangladesh Samajtantrik Dal - BASAD,454,472,18,4.0
Jashore 2,Independent,550,577,27,4.9
Jashore 2,Islamic Andolan Bangladesh,5695,5781,86,1.5
Jashore 3,Bangladesh Jamaat-e-Islami,184459,187463,3004,1.6
Jashore 3,Bangladesh Nationalist Party - BNP,199647,201339,1692,0.8
Jashore 3,Communist Party of Bangladesh,740,753,13,1.8
Jashore 3,Islamic Andolan Bangladesh,13221,13322,101,0.8
Jashore 3,Jatiya Ganatantrik Party - JAGPA,1763,1772,9,0.5
Jashore 3,Jatiya Party,3356,3404,48,1.4
Jashore 4,Bangladesh Jamaat-e-Islami,174621,176912,2291,1.3
Jashore 4,Bangladesh Minority Janta Party - BMJP,1467,1510,43,2.9
Jashore 4,Bangladesh Nationalist Party - BNP,131049,131917,868,0.7
Jashore 4,Gonodhikar Parishad - GOP,253,257,4,1.6
Jashore 4,Independent,790,797,7,0.9
Jashore 4,Islamic Andolan Bangladesh,11764,11838,74,0.6
Jashore 4,Jatiya Party,1720,1751,31,1.8
Jashore 4,Khelafat Majlis,296,301,5,1.7
Jashore 5,Bangladesh Jamaat-e-Islami,130596,132876,2280,1.7
Jashore 5,Bangladesh Nationalist Party - BNP,54415,54875,460,0.8
Jashore 5,Independent,86354,87148,794,0.9
Jashore 5,Islamic Andolan Bangladesh,4378,4400,22,0.5
Jashore 5,Jatiya Party,2194,2245,51,2.3
Jashore 6,Amar Bangladesh Party - AB Party,657,672,15,2.3
Jashore 6,Bangladesh Jamaat-e-Islami,91018,92234,1216,1.3
Jashore 6,Bangladesh Nationalist Party - BNP,79321,80141,820,1.0
Jashore 6,Islamic Andolan Bangladesh,1275,1285,10,0.8
Jashore 6,Jatiya Party,960,990,30,3.1
Jhalokathi 1,Bangladesh Jamaat-e-Islami,53769,55120,1351,2.5
Jhalokathi 1,Bangladesh Nationalist Party - BNP,61216,62010,794,1.3
Jhalokathi 1,Gonodhikar Parishad - GOP,132,132,0,0.0
Jhalokathi 1,Independent,912,938,26,2.9
Jhalokathi 1,Islamic Andolan Bangladesh,7656,7744,88,1.1
Jhalokathi 1,Jatiya Party,318,321,3,0.9
Jhalokathi 1,Jatiya Samajtantrik Dal - JSD,109,110,1,0.9
Jhalokathi 1,Jonotar Dol,61,63,2,3.3
Jhalokathi 1,National Party - JP,2549,2562,13,0.5
Jhalokathi 2,Bangladesh Jamaat-e-Islami,68924,70556,1632,2.4
Jhalokathi 2,Bangladesh Nationalist Party - BNP,112279,113419,1140,1.0
Jhalokathi 2,Gonodhikar Parishad - GOP,211,212,1,0.5
Jhalokathi 2,Independent,3156,3202,46,1.5
Jhalokathi 2,Islamic Andolan Bangladesh,24249,24543,294,1.2
Jhalokathi 2,Jatiya Samajtantrik Dal - JSD,105,105,0,0.0
Jhalokathi 2,National Peoples Party - NPP,125,127,2,1.6
Jhenaidah 1,Amar Bangladesh Party - AB Party,608,610,2,0.3
Jhenaidah 1,Bangladesh Jamaat-e-Islami,55930,57055,1125,2.0
Jhenaidah 1,Bangladesh Nationalist Party - BNP,171756,173381,1625,0.9
Jhenaidah 1,Bangladesh Samajtantrik Dal (Marxist),303,309,6,2.0
Jhenaidah 1,Jatiya Party,937,969,32,3.4
Jhenaidah 2,Bangladesh Jamaat-e-Islami,192352,195702,3350,1.7
Jhenaidah 2,Bangladesh Nationalist Party - BNP,174296,175984,1688,1.0
Jhenaidah 2,Bangladesh Samajtantrik Dal - BASAD,330,340,10,3.0
Jhenaidah 2,Communist Party of Bangladesh,551,557,6,1.1
Jhenaidah 2,Islamic Andolan Bangladesh,4507,4571,64,1.4
Jhenaidah 2,Jatiya Party,960,994,34,3.5
Jhenaidah 3,Bangladesh Jamaat-e-Islami,173154,175857,2703,1.6
Jhenaidah 3,Bangladesh Nationalist Party - BNP,148626,149821,1195,0.8
Jhenaidah 3,Gonodhikar Parishad - GOP,368,388,20,5.4
Jhenaidah 3,Islamic Andolan Bangladesh,3768,3820,52,1.4
Jhenaidah 4,,76241,0,-76241,-100.0
Jhenaidah 4,Bangladesh Jamaat-e-Islami,104081,105999,1918,1.8
Jhenaidah 4,Bangladesh Nationalist Party - BNP,55773,56224,451,0.8
Jhenaidah 4,Gonoforum,257,267,10,3.9
Jhenaidah 4,Independent,0,77140,77140,0
Jhenaidah 4,Islamic Andolan Bangladesh,3872,3907,35,0.9
Jhenaidah 4,Jatiya Party,592,613,21,3.5
Joypurhat 1,Bangladesh Jamaat-e-Islami,163279,165192,1913,1.2
Joypurhat 1,Bangladesh Nationalist Party - BNP,154320,155309,989,0.6
Joypurhat 1,Bangladesh Samajtantrik Dal (Marxist),616,617,1,0.2
Joypurhat 1,Bangladesh Samajtantrik Dal - BASAD,572,578,6,1.0
Joypurhat 1,Independent,13162,13286,124,0.9
Joypurhat 2,Amar Bangladesh Party - AB Party,1516,1555,39,2.6
Joypurhat 2,Bangladesh Jamaat-e-Islami,91012,92517,1505,1.7
Joypurhat 2,Bangladesh Nationalist Party - BNP,157128,158065,937,0.6
Khagrachhari 1,Bangladesh Jamaat-e-Islami,56509,58545,2036,3.6
Khagrachhari 1,Bangladesh Minority Janta Party - BMJP,990,1030,40,4.0
Khagrachhari 1,Bangladesh Muslim League,181,0,-181,-100.0
Khagrachhari 1,Bangladesh Muslim League - BML,0,184,184,0
Khagrachhari 1,Bangladesh Nationalist Party - BNP,149149,151040,1891,1.3
Khagrachhari 1,Gonodhikar Parishad - GOP,746,755,9,1.2
Khagrachhari 1,Independent,115902,117159,1257,1.1
Khagrachhari 1,Insaniyat Biplob Bangladesh,678,683,5,0.7
Khagrachhari 1,Islamic Andolan Bangladesh,3036,3089,53,1.7
Khagrachhari 1,Jatiya Party,968,1024,56,5.8
Khulna 1,Bangladesh Islami Front,859,169,-690,-80.3
Khulna 1,Bangladesh Jamaat-e-Islami,69658,70346,688,1.0
Khulna 1,Bangladesh Minority Janta Party - BMJP,561,567,6,1.1
Khulna 1,Bangladesh Nationalist Party - BNP,120092,121352,1260,1.0
Khulna 1,Bangladesh Samadhikar Party - BEP,166,169,3,1.8
Khulna 1,Communist Party of Bangladesh,4627,4742,115,2.5
Khulna 1,Gonodhikar Parishad - GOP,83,84,1,1.2
Khulna 1,Independent,1523,1604,81,5.3
Khulna 1,Islamic Andolan Bangladesh,5587,5619,32,0.6
Khulna 1,Jatiya Party,625,630,5,0.8
Khulna 1,Jatiya Samajtantrik Dal - JSD,503,513,10,2.0
Khulna 2,Bangladesh Jamaat-e-Islami,92199,93789,1590,1.7
Khulna 2,Bangladesh Nationalist Party - BNP,87016,88197,1181,1.4
Khulna 2,Islamic Andolan Bangladesh,7215,7298,83,1.2
Khulna 3,Bangladesh Jamaat-e-Islami,63505,66010,2505,3.9
Khulna 3,Bangladesh Nationalist Party - BNP,73570,74845,1275,1.7
Khulna 3,Bangladesh Samajtantrik Dal - BASAD,228,246,18,7.9
Khulna 3,Independent,1050,1019,-31,-3.0
Khulna 3,Islamic Andolan Bangladesh,5622,5705,83,1.5
Khulna 3,Jatiya Party,1022,0,-1022,-100.0
Khulna 3,Jatiyatabadi Ganotantrik Andolon - NDM,137,141,4,2.9
Khulna 4,Bangladesh Nationalist Party - BNP,121623,123162,1539,1.3
Khulna 4,Independent,818,859,41,5.0
Khulna 4,Islamic Andolan Bangladesh,13213,13345,132,1.0
Khulna 4,Khelafat Majlis,108191,109530,1339,1.2
Khulna 5,Bangladesh Jamaat-e-Islami,144314,146246,1932,1.3
Khulna 5,Bangladesh Nationalist Party - BNP,147625,148854,1229,0.8
Khulna 5,Communist Party of Bangladesh,1706,1790,84,4.9
Khulna 5,Jatiya Party,1286,1319,33,2.6
Khulna 6,Bangladesh Jamaat-e-Islami,148956,150724,1768,1.2
Khulna 6,Bangladesh Nationalist Party - BNP,123513,124710,1197,1.0
Khulna 6,Communist Party of Bangladesh,1502,1571,69,4.6
Khulna 6,Islamic Andolan Bangladesh,2928,2950,22,0.8
Khulna 6,Jatiya Party,2672,2717,45,1.7
Kishoreganj 1,Bangladesh Khelafat Majlis,99490,0,-99490,-100.0
Kishoreganj 1,Bangladesh Nationalist Party - BNP,122945,124035,1090,0.9
Kishoreganj 1,Bangladesh Samajtantrik Dal (Marxist),949,960,11,1.2
Kishoreganj 1,Bangladesh Samajtantrik Dal - BASAD,234,234,0,0.0
Kishoreganj 1,Communist Party of Bangladesh,902,925,23,2.5
Kishoreganj 1,Independent,36999,37334,335,0.9
Kishoreganj 1,Khelafat Majlis,623,101816,101193,16242.9
Kishoreganj 1,National Peoples Party - NPP,243,247,4,1.6
Kishoreganj 2,Bangladesh Jamaat-e-Islami,0,120975,120975,0
Kishoreganj 2,Bangladesh Nationalist Front - BNF,221,222,1,0.5
Kishoreganj 2,Bangladesh Nationalist Party - BNP,142616,143669,1053,0.7
Kishoreganj 2,Gonodhikar Parishad - GOP,118352,395,-117957,-99.7
Kishoreganj 2,Independent,1659,1676,17,1.0
Kishoreganj 2,Islamic Andolan Bangladesh,3503,3566,63,1.8
Kishoreganj 2,Jatiya Party,2061,2113,52,2.5
Kishoreganj 3,Bangladesh Jamaat-e-Islami,101276,102476,1200,1.2
Kishoreganj 3,Bangladesh Nationalist Party - BNP,111638,112466,828,0.7
Kishoreganj 3,Ganotantri Party,190,191,1,0.5
Kishoreganj 3,Independent,1473,1487,14,1.0
Kishoreganj 3,Islamic Andolan Bangladesh,10734,10777,43,0.4
Kishoreganj 3,Jatiya Party,1231,1249,18,1.5
Kishoreganj 3,National Peoples Party - NPP,117,118,1,0.9
Kishoreganj 4,Bangladesh Jamaat-e-Islami,56905,57829,924,1.6
Kishoreganj 4,Bangladesh Khelafat Majlis,874,0,-874,-100.0
Kishoreganj 4,Bangladesh Nationalist Party - BNP,131851,132553,702,0.5
Kishoreganj 4,Independent,5433,5509,76,1.4
Kishoreganj 4,Insaniyat Biplob Bangladesh,515,516,1,0.2
Kishoreganj 4,Islamic Andolan Bangladesh,2468,2487,19,0.8
Kishoreganj 4,Khelafat Majlis,0,879,879,0
Kishoreganj 4,National Peoples Party - NPP,105,105,0,0.0
Kishoreganj 5,Bangladesh Islami Front,1305,1313,8,0.6
Kishoreganj 5,Bangladesh Jamaat-e-Islami,53365,54400,1035,1.9
Kishoreganj 5,Bangladesh Muslim League,132,0,-132,-100.0
Kishoreganj 5,Bangladesh Muslim League - BML,0,135,135,0
Kishoreganj 5,Bangladesh Nationalist Party - BNP,66117,66450,333,0.5
Kishoreganj 5,Independent,81078,81501,423,0.5
Kishoreganj 5,Islamic Andolan Bangladesh,2661,2688,27,1.0
Kishoreganj 5,Jatiya Party,290,295,5,1.7
Kishoreganj 6,Bangladesh Islami Front,2152,2172,20,0.9
Kishoreganj 6,Bangladesh Khelafat Majlis,42980,0,-42980,-100.0
Kishoreganj 6,Bangladesh Nationalist Party - BNP,185795,187159,1364,0.7
Kishoreganj 6,Communist Party of Bangladesh,306,312,6,2.0
Kishoreganj 6,Gonoforum,220,220,0,0.0
Kishoreganj 6,Insaniyat Biplob Bangladesh,626,630,4,0.6
Kishoreganj 6,Islamic Andolan Bangladesh,2367,2411,44,1.9
Kishoreganj 6,Jatiya Party,786,806,20,2.5
Kishoreganj 6,Khelafat Majlis,0,44095,44095,0
Kishoreganj 6,National Peoples Party - NPP,182,185,3,1.6
Kurigram 1,Bangladesh Jamaat-e-Islami,139498,141090,1592,1.1
Kurigram 1,Bangladesh Nationalist Party - BNP,122319,123025,706,0.6
Kurigram 1,Gonodhikar Parishad - GOP,226,0,-226,-100.0
Kurigram 1,Islamic Andolan Bangladesh,38670,3377,-35293,-91.3
Kurigram 1,Jatiya Party,50392,2689,-47703,-94.7
Kurigram 1,Zaker Party,2869,0,-2869,-100.0
Kurigram 2,Amar Bangladesh Party - AB Party,900,0,-900,-100.0
Kurigram 2,Bangladesh Jatiya Party,420,0,-420,-100.0
Kurigram 2,Bangladesh Jatiya Party - BJP,0,0,0,0
Kurigram 2,Bangladesh Nationalist Party - BNP,170335,170335,0,0.0
Kurigram 2,Communist Party of Bangladesh,656,0,-656,-100.0
Kurigram 2,Independent,312,0,-312,-100.0
Kurigram 2,Islamic Andolan Bangladesh,24719,0,-24719,-100.0
Kurigram 2,Jatiya Party,13736,0,-13736,-100.0
Kurigram 2,Jatiyo Nagorik Party - NCP,178869,179786,917,0.5
Kurigram 2,Nagorik Oikko,1091,0,-1091,-100.0
Kurigram 3,Bangladesh Jamaat-e-Islami,106933,107930,997,0.9
Kurigram 3,Bangladesh Nationalist Party - BNP,78982,79352,370,0.5
Kurigram 3,Gonodhikar Parishad - GOP,596,0,-596,-100.0
Kurigram 3,Independent,238,0,-238,-100.0
Kurigram 3,Islamic Andolan Bangladesh,33409,33380,-29,-0.1
Kurigram 3,Jatiya Party,2078,0,-2078,-100.0
Kurigram 4,Bangladesh Jamaat-e-Islami,106347,108210,1863,1.8
Kurigram 4,Bangladesh Nationalist Party - BNP,83762,84423,661,0.8
Kurigram 4,Bangladesh Samajtantrik Dal (Marxist),311,0,-311,-100.0
Kurigram 4,Bangladesh Samajtantrik Dal - BASAD,190,0,-190,-100.0
Kurigram 4,Independent,20728,0,-20728,-100.0
Kurigram 4,Islamic Andolan Bangladesh,6190,0,-6190,-100.0
Kurigram 4,Jatiya Party,2149,0,-2149,-100.0
Kushtia 1,Bangladesh Islami Front,235,241,6,2.6
Kushtia 1,Bangladesh Jamaat-e-Islami,85085,86682,1597,1.9
Kushtia 1,Bangladesh Nationalist Party - BNP,165085,165909,824,0.5
Kushtia 1,Gonodhikar Parishad - GOP,609,613,4,0.7
Kushtia 1,Independent,17812,17864,52,0.3
Kushtia 1,Islamic Andolan Bangladesh,4046,4063,17,0.4
Kushtia 1,Jatiya Party,1070,1094,24,2.2
Kushtia 1,Jatiya Samajtantrik Dal - JSD,200,203,3,1.5
Kushtia 2,Bangladesh Islami Front,0,1123,1123,0
Kushtia 2,Bangladesh Jamaat-e-Islami,189793,192083,2290,1.2
Kushtia 2,Bangladesh Nationalist Party - BNP,143085,143821,736,0.5
Kushtia 2,Communist Party of Bangladesh,777,805,28,3.6
Kushtia 2,Islamic Andolan Bangladesh,3845,3887,42,1.1
Kushtia 2,Islamic Front Bangladesh,1100,0,-1100,-100.0
Kushtia 3,Bangladesh Jamaat-e-Islami,180690,182476,1786,1.0
Kushtia 3,Bangladesh Nationalist Party - BNP,126909,127559,650,0.5
Kushtia 3,Bangladesh Republican Party - BRP,456,475,19,4.2
Kushtia 3,Bangladesh Samajtantrik Dal - BASAD,433,442,9,2.1
Kushtia 3,Gonodhikar Parishad - GOP,291,299,8,2.7
Kushtia 3,Islamic Andolan Bangladesh,5118,5153,35,0.7
Kushtia 4,Bangladesh Jamaat-e-Islami,146204,148201,1997,1.4
Kushtia 4,Bangladesh Labour Party,300,308,8,2.7
Kushtia 4,Bangladesh Minority Janta Party - BMJP,647,671,24,3.7
Kushtia 4,Bangladesh Nationalist Party - BNP,138574,139603,1029,0.7
Kushtia 4,Gonoforum,249,255,6,2.4
Kushtia 4,Islamic Andolan Bangladesh,13643,13739,96,0.7
Lakshmipur 1,Bangladesh Nationalist Party - BNP,85457,86811,1354,1.6
Lakshmipur 1,Bangladesh Samajtantrik Dal - BASAD,197,203,6,3.0
Lakshmipur 1,Gonodhikar Parishad - GOP,114,115,1,0.9
Lakshmipur 1,Islamic Andolan Bangladesh,10880,11156,276,2.5
Lakshmipur 1,Jatiya Party,410,414,4,1.0
Lakshmipur 1,Jatiyatabadi Ganotantrik Andolon - NDM,105,106,1,1.0
Lakshmipur 1,Jatiyo Nagorik Party - NCP,56437,59265,2828,5.0
Lakshmipur 2,Bangladesh Jamaat-e-Islami,127949,133698,5749,4.5
Lakshmipur 2,Bangladesh Kallyan Party,285,288,3,1.1
Lakshmipur 2,Bangladesh Nationalist Party - BNP,145124,146321,1197,0.8
Lakshmipur 2,Bangladesh Supreme Party - BSP,1779,1780,1,0.1
Lakshmipur 2,Gonodhikar Parishad - GOP,424,424,0,0.0
Lakshmipur 2,Islamic Andolan Bangladesh,6670,6774,104,1.6
Lakshmipur 2,Nagorik Oikko,249,253,4,1.6
Lakshmipur 3,Bangladesh Jamaat-e-Islami,117779,122802,5023,4.3
Lakshmipur 3,Bangladesh Nationalist Party - BNP,133765,135612,1847,1.4
Lakshmipur 3,Islamic Andolan Bangladesh,4971,5051,80,1.6
Lakshmipur 3,Jatiya Party,1306,1139,-167,-12.8
Lakshmipur 3,Liberal Democratic Party - LDP,483,488,5,1.0
Lakshmipur 3,National Peoples Party - NPP,286,289,3,1.0
Lakshmipur 4,,410,0,-410,-100.0
Lakshmipur 4,Bangladesh Jamaat-e-Islami,71159,73756,2597,3.6
Lakshmipur 4,Bangladesh Nationalist Party - BNP,113725,115199,1474,1.3
Lakshmipur 4,Bangladesh Samajtantrik Dal - BASAD,411,440,29,7.1
Lakshmipur 4,Gonodhikar Parishad - GOP,257,259,2,0.8
Lakshmipur 4,Independent,815,1229,414,50.8
Lakshmipur 4,Islamic Andolan Bangladesh,20795,21103,308,1.5
Lakshmipur 4,Jatiya Samajtantrik Dal - JSD,21922,22040,118,0.5
Lalmonirhat 1,Bangladesh Jamaat-e-Islami,128332,129572,1240,1.0
Lalmonirhat 1,Bangladesh Jatiyo Samajtantrik Dal - Jasod,225,0,-225,-100.0
Lalmonirhat 1,Bangladesh Labour Party,143,143,0,0.0
Lalmonirhat 1,Bangladesh Nationalist Party - BNP,137677,138686,1009,0.7
Lalmonirhat 1,Independent,8884,8954,70,0.8
Lalmonirhat 1,Islamic Andolan Bangladesh,2231,2242,11,0.5
Lalmonirhat 1,Jatiya Party,5121,5158,37,0.7
Lalmonirhat 1,Jatiya Samajtantrik Dal - JSD,0,226,226,0
Lalmonirhat 2,Bangladesh Jamaat-e-Islami,116236,117252,1016,0.9
Lalmonirhat 2,Bangladesh Nationalist Party - BNP,123343,123946,603,0.5
Lalmonirhat 2,Communist Party of Bangladesh,1074,0,-1074,-100.0
Lalmonirhat 2,Independent,3484,0,-3484,-100.0
Lalmonirhat 2,Islamic Andolan Bangladesh,6921,0,-6921,-100.0
Lalmonirhat 2,Jatiya Party,799,0,-799,-100.0
Lalmonirhat 2,Jonotar Dol,19939,0,-19939,-100.0
Lalmonirhat 3,Bangladesh Jamaat-e-Islami,55671,56244,573,1.0
Lalmonirhat 3,Bangladesh Nationalist Party - BNP,138691,139657,966,0.7
Lalmonirhat 3,Communist Party of Bangladesh,861,861,0,0.0
Lalmonirhat 3,Gonoshonghoti Andolon,427,427,0,0.0
Lalmonirhat 3,Islamic Andolan Bangladesh,3268,3283,15,0.5
Lalmonirhat 3,Jatiya Party,2133,2150,17,0.8
Madaripur 1,Bangladesh Khelafat Majlis,63511,0,-63511,-100.0
Madaripur 1,Bangladesh Labour Party,69,69,0,0.0
Madaripur 1,Bangladesh Nationalist Party - BNP,64291,64524,233,0.4
Madaripur 1,Communist Party of Bangladesh,206,208,2,1.0
Madaripur 1,Gonodhikar Parishad - GOP,3023,3026,3,0.1
Madaripur 1,Independent,39709,39870,161,0.4
Madaripur 1,Islamic Andolan Bangladesh,6142,6205,63,1.0
Madaripur 1,Jatiya Party,176,180,4,2.3
Madaripur 1,Khelafat Majlis,0,64909,64909,0
Madaripur 2,Bangladesh Kallyan Party,297,301,4,1.3
Madaripur 2,Bangladesh Khelafat Majlis,34917,0,-34917,-100.0
Madaripur 2,Bangladesh Nationalist Party - BNP,61097,61744,647,1.1
Madaripur 2,Bangladesh Samajtantrik Dal (Marxist),127,128,1,0.8
Madaripur 2,Independent,69209,72616,3407,4.9
Madaripur 2,Islamic Andolan Bangladesh,16663,16865,202,1.2
Madaripur 2,Jatiya Party,628,646,18,2.9
Madaripur 2,Khelafat Majlis,0,36169,36169,0
Madaripur 3,Bangladesh Jamaat-e-Islami,81961,84646,2685,3.3
Madaripur 3,Bangladesh Nationalist Party - BNP,95174,96188,1014,1.1
Madaripur 3,Bangladesh Samajtantrik Dal - BASAD,346,363,17,4.9
Madaripur 3,Bangladesh Supreme Party - BSP,2478,2507,29,1.2
Madaripur 3,Islamic Andolan Bangladesh,12877,13058,181,1.4
Magura 1,Bangladesh Congress,806,821,15,1.9
Magura 1,Bangladesh Jamaat-e-Islami,88036,89691,1655,1.9
Magura 1,Bangladesh Nationalist Party - BNP,183666,185338,1672,0.9
Magura 1,Bangladesh Samajtantrik Dal - BASAD,1185,1237,52,4.4
Magura 1,Gonodhikar Parishad - GOP,286,292,6,2.1
Magura 1,Islamic Andolan Bangladesh,13335,13414,79,0.6
Magura 1,Jatiya Party,1725,1767,42,2.4
Magura 2,Bangladesh Jamaat-e-Islami,114999,117018,2019,1.8
Magura 2,Bangladesh Nationalist Party - BNP,146696,147896,1200,0.8
Magura 2,Islamic Andolan Bangladesh,16118,16223,105,0.7
Magura 2,Jatiya Party,2908,2947,39,1.3
Manikganj 1,Bangladesh Jamaat-e-Islami,69611,71310,1699,2.4
Manikganj 1,Bangladesh Nationalist Party - BNP,136836,137773,937,0.7
