seat,rule,merged_name,merged_source,merged_party,merged_votes,into_name,into_sources,into_party,into_votes,similarity,note
Bogura 2,1,Shariful Islam Jinnah,ds,Jatiya Party (JaPa),ds=0,Shariful Islam Jinnah,tbs,Jatiya Party (JaPa),tbs=434,1.00,name+party match (sim=1.00)
Bogura 2,1,Shariful Islam Jinnah,dt,Jatiya Party (JaPa),dt=434,Shariful Islam Jinnah,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=434,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 2,1,Mahmudur Rahman Manna,ds,Nagorik Oikya (NO),ds=0,Mahmudur Rahman Manna,tbs,Nagorik Oikya (NO),tbs=3426,1.00,name+party match (sim=1.00)
Bogura 2,1,Mahmudur Rahman Manna,dt,Nagorik Oikya (NO),dt=3426,Mahmudur Rahman Manna,"ds,tbs",Nagorik Oikya (NO),ds=0; tbs=3426,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 3,1,Md. Noor Md.,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=111026,Nur Mohhammad,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=111026,0.72,name+party match (sim=0.72) [vote-boosted]
Bogura 3,1,Noor Mohammad,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=111026,Nur Mohhammad,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=111026; tbs=111026,0.73,name+party match (sim=0.73) [vote-boosted]
Bogura 3,1,Nur Mohammad,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=111026,Nur Mohhammad,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=111026; ds=111026; tbs=111026,0.73,name+party match (sim=0.73) [vote-boosted]
Bogura 3,1,Md. Abdul Mohit Talukder,ds,Bangladesh Nationalist Party (BNP),ds=127406,Md. Abdul Muhit Talukdar,tbs,Bangladesh Nationalist Party (BNP),tbs=127406,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 3,1,Md. Abdul Mohit Talukder,bss,Bangladesh Nationalist Party (BNP),bss=127406,Md. Abdul Muhit Talukdar,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=127406; tbs=127406,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 3,1,Md. Abdul Mohit Talukdar,dt,Bangladesh Nationalist Party (BNP),dt=127406,Md. Abdul Muhit Talukdar,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=127406; ds=127406; tbs=127406,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 3,1,Md. Shahjahan Ali Talukder,ds,Islami Andolan Bangladesh (IAB),ds=0,Md. Shahjahan Ali Talukdar,tbs,Islami Andolan Bangladesh (IAB),tbs=1789,1.00,name+party match (sim=1.00)
Bogura 3,1,Md. Shahjahan Ali Talukdar,dt,Islami Andolan Bangladesh (IAB),dt=1789,Md. Shahjahan Ali Talukdar,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=1789,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 3,1,Md. Shahinul Islam,ds,Jatiya Party (JaPa),ds=0,Md. Shahinul Islam,tbs,Jatiya Party (JaPa),tbs=1495,1.00,name+party match (sim=1.00)
Bogura 3,1,Md. Shahinul Islam,dt,Jatiya Party (JaPa),dt=1495,Md. Shahinul Islam,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=1495,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 4,1,Md. Idris Ali,ds,Islami Andolan Bangladesh (IAB),ds=0,Muha. Idris Ali,tbs,Islami Andolan Bangladesh (IAB),tbs=2954,0.86,name+party match (sim=0.86)
Bogura 4,1,Muhammad Idris Ali,dt,Islami Andolan Bangladesh (IAB),dt=2954,Muha. Idris Ali,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=2954,0.86,name+party match (sim=0.86) [vote-boosted]
Bogura 4,1,Md. Mosharraf Hossain,ds,Bangladesh Nationalist Party (BNP),ds=155339,Md. Mosharraf Hossain,tbs,Bangladesh Nationalist Party (BNP),tbs=155339,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 4,1,Md. Mosharraf Hossain,bss,Bangladesh Nationalist Party (BNP),bss=155339,Md. Mosharraf Hossain,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=155339; tbs=155339,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 4,1,Md. Mosharraf Hossain,dt,Bangladesh Nationalist Party (BNP),dt=155339,Md. Mosharraf Hossain,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=155339; ds=155339; tbs=155339,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 4,1,Md. Mustafa Faisal,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=108978,Md. Mostafa Faisal,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=108978,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 4,1,Md. Mustafa Faisal,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=108978,Md. Mostafa Faisal,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=108978; tbs=108978,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 4,1,Md. Mostafa Faisal,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=108975,Md. Mostafa Faisal,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=108978; ds=108978; tbs=108978,1.00,name+party match (sim=1.00)
Bogura 4,1,Shahin Mustafa Kamal,ds,Jatiya Party (JaPa),ds=0,Shaheen Mostafa Kamal,tbs,Jatiya Party (JaPa),tbs=1107,1.00,name+party match (sim=1.00)
Bogura 4,1,Shaheen Mostafa Kamal,dt,Jatiya Party (JaPa),dt=1107,Shaheen Mostafa Kamal,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=1107,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 5,1,Khan Qudrat E. Saqlain,ds,Bangladesh Liberal Democratic Party (LDP),ds=0,Khan Qudrat E Sakrain,tbs,Bangladesh Liberal Democratic Party (LDP),tbs=1134,0.91,name+party match (sim=0.91)
Bogura 5,1,Khan Qudrat-e-Saklayen,dt,Bangladesh Liberal Democratic Party (LDP),dt=1134,Khan Qudrat E. Saqlain,"ds,tbs",Bangladesh Liberal Democratic Party (LDP),ds=0; tbs=1134,0.87,name+party match (sim=0.87) [vote-boosted]
Bogura 5,1,Gulam Md. Siraj,ds,Bangladesh Nationalist Party (BNP),ds=248841,Golam Md. Siraj,tbs,Bangladesh Nationalist Party (BNP),tbs=248841,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 5,1,Ghulam Mohammad Siraj,bss,Bangladesh Nationalist Party (BNP),bss=248841,Golam Md. Siraj,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=248841; tbs=248841,0.94,name+party match (sim=0.94) [vote-boosted]
Bogura 5,1,Golam Mohammad Siraj,dt,Bangladesh Nationalist Party (BNP),dt=248841,Ghulam Mohammad Siraj,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=248841; ds=248841; tbs=248841,0.94,name+party match (sim=0.94) [vote-boosted]
Bogura 5,1,Mir Md. Mahmudur Rahman,ds,Islami Andolan Bangladesh (IAB),ds=0,Mir Md. Mahmudur Rahman,tbs,Islami Andolan Bangladesh (IAB),tbs=5558,1.00,name+party match (sim=1.00)
Bogura 5,1,Mir Md. Mahmudur Rahman,dt,Islami Andolan Bangladesh (IAB),dt=5558,Mir Md. Mahmudur Rahman,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=5558,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 5,1,Md. Dabibur Rahman,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=143329,Md. Dabibur Rahman,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=143329,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 5,1,Md Dabibur Rahman,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=143329,Md. Dabibur Rahman,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=143329; tbs=143329,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 5,1,Md. Dabibur Rahman,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=143329,Md. Dabibur Rahman,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=143329; ds=143329; tbs=143329,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 5,1,Shipan Kumar Ravidas,ds,Communist Party of Bangladesh (CPB),ds=0,Shipon Kumar Rabidas,tbs,Communist Party of Bangladesh (CPB),tbs=1782,0.91,name+party match (sim=0.91)
Bogura 5,1,Shipon Kumar Rabidas,dt,Communist Party of Bangladesh (CPB),dt=1782,Shipon Kumar Rabidas,"ds,tbs",Communist Party of Bangladesh (CPB),ds=0; tbs=1782,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Abdullah Al Waqi,ds,Jatiya Samajtantrik Dal (JSD),ds=0,Abdullah Al Waki,tbs,Jatiya Samajtantrik Dal (JSD),tbs=276,0.94,name+party match (sim=0.94)
Bogura 6,1,Abdullah-al-Waki,dt,Jatiya Samajtantrik Dal (JSD),dt=276,Abdullah Al Waki,"ds,tbs",Jatiya Samajtantrik Dal (JSD),ds=0; tbs=276,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Abu Numan Md. Mamunur Rashid,ds,Islami Andolan Bangladesh (IAB),ds=0,Abu Numan Md. Mamunur Rashid,tbs,Islami Andolan Bangladesh (IAB),tbs=2508,1.00,name+party match (sim=1.00)
Bogura 6,1,Abu Numan Md. Mamunur Rashid,dt,Islami Andolan Bangladesh (IAB),dt=2508,Abu Numan Md. Mamunur Rashid,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=2508,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Dilruba,ds,Bangladesh Samajtantrik Dal (Basad),ds=0,Dilruba,tbs,Bangladesh Samajtantrik Dal (Basad),tbs=795,1.00,name+party match (sim=1.00)
Bogura 6,1,Dilruba,dt,Bangladesh Samajtantrik Dal (Basad),dt=795,Dilruba,"ds,tbs",Bangladesh Samajtantrik Dal (Basad),ds=0; tbs=795,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Md. Abidur Rahman,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=0,Md. Abidur Rahman,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=97626,1.00,name+party match (sim=1.00)
Bogura 6,1,Md. Abidur Rahman,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=97626,Md. Abidur Rahman,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=0; tbs=97626,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Md. Abidur Rahman,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=97626,Md. Abidur Rahman,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=97626; ds=0; tbs=97626,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Tarique Rahman,ds,Bangladesh Nationalist Party (BNP),ds=0,Tarique Rahman,tbs,Bangladesh Nationalist Party (BNP),tbs=216284,1.00,name+party match (sim=1.00)
Bogura 6,1,Tariq Rahman,bss,Bangladesh Nationalist Party (BNP),bss=216284,Tarique Rahman,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=0; tbs=216284,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 6,1,Tarek Rahman,dt,Bangladesh Nationalist Party (BNP),dt=216284,Tarique Rahman,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=216284; ds=0; tbs=216284,0.86,name+party match (sim=0.86) [vote-boosted]
Bogura 7,1,Morshed Milton,ds,Bangladesh Nationalist Party (BNP),ds=158196,Morshed Milton,tbs,Bangladesh Nationalist Party (BNP),tbs=264212,1.00,name+party match (sim=1.00)
Bogura 7,1,Morshed Milton,bss,Bangladesh Nationalist Party (BNP),bss=264212,Morshed Milton,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=158196; tbs=264212,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 7,1,Morshed Milton,dt,Bangladesh Nationalist Party (BNP),dt=264212,Morshed Milton,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=264212; ds=158196; tbs=264212,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 7,1,Md. Ansar Ali,ds,Bangladesh Muslim League (BML),ds=0,Md. Ansar Ali,tbs,Bangladesh Muslim League (BML),tbs=536,1.00,name+party match (sim=1.00)
Bogura 7,1,Md. Ansar Ali,dt,Bangladesh Muslim League (BML),dt=536,Md. Ansar Ali,"ds,tbs",Bangladesh Muslim League (BML),ds=0; tbs=536,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 7,1,Md. Golam Rabbani,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=0,Md. Golam Rabbani,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=116665,1.00,name+party match (sim=1.00)
Bogura 7,1,Md. Golam Rabbani,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=116665,Md. Golam Rabbani,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=0; tbs=116665,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 7,1,Md. Golam Rabbani,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=116665,Md. Golam Rabbani,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=116665; ds=0; tbs=116665,1.00,name+party match (sim=1.00) [vote-boosted]
Bogura 7,1,Md. Shafiqul Islam,ds,Islami Andolan Bangladesh (IAB),ds=0,Md. Shafiqul Islam,tbs,Islami Andolan Bangladesh (IAB),tbs=2061,1.00,name+party match (sim=1.00)
Bogura 7,1,Md. Shafiqul Islam,dt,Islami Andolan Bangladesh (IAB),dt=2061,Md. Shafiqul Islam,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=2061,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Iqbal Chowdhury,ds,Independent Candidate (Independent),ds=17666,Iqbal Chowdhury,tbs,Independent Candidate (Independent),tbs=17666,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Iqbal Chowdhury,dt,Independent Candidate (Independent),dt=17666,Iqbal Chowdhury,"ds,tbs",Independent Candidate (Independent),ds=17666; tbs=17666,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,A. K. M. Kamruzzaman,ds,Independent Candidate (Independent),ds=35220,Akm Kamruzzaman,tbs,Independent Candidate (Independent),tbs=35220,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,A. K. M. Kamruzzaman,dt,Independent Candidate (Independent),dt=35220,A. K. M. Kamruzzaman,"ds,tbs",Independent Candidate (Independent),ds=35220; tbs=35220,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Md. Sharif Mridha,ds,Insaniyat Biplob Bangladesh (IBB),ds=139,Md. Sharif Mridha,tbs,Insaniyat Biplob Bangladesh (IBB),tbs=139,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Md. Sharif Mridha,dt,Insaniyat Biplob Bangladesh (IBB),dt=139,Md. Sharif Mridha,"ds,tbs",Insaniyat Biplob Bangladesh (IBB),ds=139; tbs=139,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Hussain Ahmed,ds,Islami Andolan Bangladesh (IAB),ds=907,Hussain Ahmed,tbs,Islami Andolan Bangladesh (IAB),tbs=907,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Hussain Ahmed,dt,Islami Andolan Bangladesh (IAB),dt=907,Hussain Ahmed,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=907; tbs=907,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,A. K. M. Aminul Islam,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=24430,Akm Aminul Islam,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=24430,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,"A, K, M, Aminul Islam",bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=35220,A. K. M. Aminul Islam,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=24430; tbs=24430,1.00,name+party match (sim=1.00)
Brahmanbaria 1,1,A. K. M. Aminul Islam,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=24430,A. K. M. Aminul Islam,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=35220; ds=24430; tbs=24430,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Md. Shah Alam,ds,Jatiya Party (JaPa),ds=265,Md. Shah Alam,tbs,Jatiya Party (JaPa),tbs=265,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Md. Shah Alam,dt,Jatiya Party (JaPa),dt=265,Md. Shah Alam,"ds,tbs",Jatiya Party (JaPa),ds=265; tbs=265,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Md. Habibur Rahman,ds,Independent Candidate (Independent),ds=106,Md. Habibur Rahman,tbs,Independent Candidate (Independent),tbs=106,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,Md. Habibur Rahman,dt,Independent Candidate (Independent),dt=106,Md. Habibur Rahman,"ds,tbs",Independent Candidate (Independent),ds=106; tbs=106,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,M. A. Hannan,ds,Bangladesh Nationalist Party (BNP),ds=68092,M. A. Hannan,tbs,Bangladesh Nationalist Party (BNP),tbs=68092,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,"M, A, Hannan",bss,Bangladesh Nationalist Party (BNP),bss=68092,M. A. Hannan,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=68092; tbs=68092,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 1,1,M. A. Hannan,dt,Bangladesh Nationalist Party (BNP),dt=68092,M. A. Hannan,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=68092; ds=68092; tbs=68092,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Ed. Md. Ziaul Haque Mridha,ds,Jatiya Party (JaPa),ds=0,Ad. Md. Ziaul Haque Mridha,tbs,Jatiya Party (JaPa),tbs=199,1.00,name+party match (sim=1.00)
Brahmanbaria 2,1,Adv. Md. Ziaul Haque Mridha,dt,Jatiya Party (JaPa),dt=199,Ad. Md. Ziaul Haque Mridha,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=199,0.98,name+party match (sim=0.98) [vote-boosted]
Brahmanbaria 2,1,Sn Tarun Dey,ds,Independent Candidate (Independent),ds=0,S. N. Tarun Dey,tbs,Independent Candidate (Independent),tbs=12560,1.00,name+party match (sim=1.00)
Brahmanbaria 2,1,S. N. Tarun Dey,dt,Independent Candidate (Independent),dt=12560,S. N. Tarun Dey,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=12560,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Taimur Reza Md. Shahzad,ds,Jatiya Samajtantrik Dal (JSD),ds=0,Taimur Reza Md. Shahjad,tbs,Jatiya Samajtantrik Dal (JSD),tbs=384,0.96,name+party match (sim=0.96)
Brahmanbaria 2,1,Taimur Reza Md. Shahzad,dt,Jatiya Samajtantrik Dal (JSD),dt=0,Taimur Reza Md. Shahjad,"ds,tbs",Jatiya Samajtantrik Dal (JSD),ds=0; tbs=384,0.96,name+party match (sim=0.96)
Brahmanbaria 2,1,Nesar Ahmad,ds,Islami Andolan Bangladesh (IAB),ds=0,Nesar Ahmed,tbs,Islami Andolan Bangladesh (IAB),tbs=3851,1.00,name+party match (sim=1.00)
Brahmanbaria 2,1,Nesar Ahmad,dt,Islami Andolan Bangladesh (IAB),dt=3851,Nesar Ahmed,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=3851,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Sharifa Akhter,ds,Amjanatar Dol,ds=0,Sharifa Akter,tbs,Amjanatar Dol,tbs=181,1.00,name+party match (sim=1.00)
Brahmanbaria 2,1,Sharifa Akter,dt,Amjanatar Dol,dt=181,Sharifa Akhter,"ds,tbs",Amjanatar Dol,ds=0; tbs=181,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Ashraf Uddin,ds,National Citizen Party (NCP),ds=0,Ashraf Uddin,tbs,National Citizen Party (NCP),tbs=20401,1.00,name+party match (sim=1.00)
Brahmanbaria 2,1,Ashraf Uddin,dt,National Citizen Party (NCP),dt=20401,Ashraf Uddin,"ds,tbs",National Citizen Party (NCP),ds=0; tbs=20401,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Md. Main Uddin,ds,Insaniyat Biplob Bangladesh (IBB),ds=0,Md. Main Uddin,tbs,Insaniyat Biplob Bangladesh (IBB),tbs=1419,1.00,name+party match (sim=1.00)
Brahmanbaria 2,1,Md. Main Uddin,dt,Insaniyat Biplob Bangladesh (IBB),dt=1419,Md. Main Uddin,"ds,tbs",Insaniyat Biplob Bangladesh (IBB),ds=0; tbs=1419,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Mohammed Junaid Al Habib,ds,Jamiat Ulema-e-Islam Bangladesh (JUIB),ds=80434,Md. Junayed Al Habib,tbs,Jamiat Ulema-e-Islam Bangladesh (JUIB),tbs=80434,0.82,name+party match (sim=0.82) [vote-boosted]
Brahmanbaria 2,1,Mohammad Junaid Al Habib,bss,Jamiat Ulema-e-Islam Bangladesh (JUIB),bss=80434,Mohammed Junaid Al Habib,"ds,tbs",Jamiat Ulema-e-Islam Bangladesh (JUIB),ds=80434; tbs=80434,0.86,name+party match (sim=0.86) [vote-boosted]
Brahmanbaria 2,1,Mohammad Junayed Al Habib,dt,Jamiat Ulema-e-Islam Bangladesh (JUIB),dt=80434,Mohammed Junaid Al Habib,"bss,ds,tbs",Jamiat Ulema-e-Islam Bangladesh (JUIB),bss=80434; ds=80434; tbs=80434,0.82,name+party match (sim=0.82) [vote-boosted]
Brahmanbaria 2,1,Rumin Farhana,ds,Independent Candidate (Independent),ds=118547,Rumin Farhana,tbs,Independent Candidate (Independent),tbs=118547,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Rumin Farhana,bss,Independent Candidate (Independent),bss=118547,Rumin Farhana,"ds,tbs",Independent Candidate (Independent),ds=118547; tbs=118547,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 2,1,Rumin Farhana,dt,Independent Candidate (Independent),dt=118547,Rumin Farhana,"bss,ds,tbs",Independent Candidate (Independent),bss=118547; ds=118547; tbs=118547,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Ataullah,ds,National Citizen Party (NCP),ds=62547,Ataullah,tbs,National Citizen Party (NCP),tbs=62547,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Ataullah,bss,National Citizen Party (NCP),bss=62547,Ataullah,"ds,tbs",National Citizen Party (NCP),ds=62547; tbs=62547,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Ataullah,dt,National Citizen Party (NCP),dt=62547,Ataullah,"bss,ds,tbs",National Citizen Party (NCP),bss=62547; ds=62547; tbs=62547,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Md. Abu Hanif,ds,Insaniyat Biplob Bangladesh (IBB),ds=0,Md. Abu Hanif,tbs,Insaniyat Biplob Bangladesh (IBB),tbs=3345,1.00,name+party match (sim=1.00)
Brahmanbaria 3,1,Md. Abu Hanif,dt,Insaniyat Biplob Bangladesh (IBB),dt=3345,Md. Abu Hanif,"ds,tbs",Insaniyat Biplob Bangladesh (IBB),ds=0; tbs=3345,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Niazul Karim,ds,Islami Andolan Bangladesh (IAB),ds=0,Niazul Karim,tbs,Islami Andolan Bangladesh (IAB),tbs=6231,1.00,name+party match (sim=1.00)
Brahmanbaria 3,1,Niazul Karim,dt,Islami Andolan Bangladesh (IAB),dt=6321,Niazul Karim,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=6231,1.00,name+party match (sim=1.00)
Brahmanbaria 3,1,Md. Omar Yusuf Khan,ds,Independent Candidate (Independent),ds=0,Md. Omar Yousuf Khan,tbs,Independent Candidate (Independent),tbs=278,1.00,name+party match (sim=1.00)
Brahmanbaria 3,1,Md. Omar Yusuf Khan,dt,Independent Candidate (Independent),dt=278,Md. Omar Yousuf Khan,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=278,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Md. Rezaul Islam Bhuiyan,ds,Jatiya Party (JaPa),ds=0,Md. Rezaul Islam Bhuiyan,tbs,Jatiya Party (JaPa),tbs=3891,1.00,name+party match (sim=1.00)
Brahmanbaria 3,1,Md. Rezaul Islam Bhuiyan,dt,Jatiya Party (JaPa),dt=3891,Md. Rezaul Islam Bhuiyan,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=3891,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Md. Khaled Hossain Mahbub,ds,Bangladesh Nationalist Party (BNP),ds=209636,Md. Khaled Hossain Mahbub,tbs,Bangladesh Nationalist Party (BNP),tbs=209636,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Md. Khaled Hossain Mahbub,bss,Bangladesh Nationalist Party (BNP),bss=209636,Md. Khaled Hossain Mahbub,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=209636; tbs=209636,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Md. Khaled Hossain Mahbub,dt,Bangladesh Nationalist Party (BNP),dt=209636,Md. Khaled Hossain Mahbub,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=209636; ds=209636; tbs=209636,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 3,1,Ayesha Akhter,ds,Bangladesh Islami Front (BIF),ds=0,Ayesha Akter,tbs,Bangladesh Islami Front (BIF),tbs=1344,1.00,name+party match (sim=1.00)
Brahmanbaria 3,1,Ayesha Akter,dt,Bangladesh Islami Front (BIF),dt=1344,Ayesha Akhter,"ds,tbs",Bangladesh Islami Front (BIF),ds=0; tbs=1344,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 4,1,Md. Jasim,ds,Islami Andolan Bangladesh (IAB),ds=0,Md. Jasim,tbs,Islami Andolan Bangladesh (IAB),tbs=2277,1.00,name+party match (sim=1.00)
Brahmanbaria 4,1,Md. Jasim,dt,Islami Andolan Bangladesh (IAB),dt=2277,Md. Jasim,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=2277,1.00,name+party match (sim=1.00) [vote-boosted]
Brahmanbaria 4,1,Md. Zahirul Haque Chowdhury,ds,Gono Odhikar Parishad (GOP),ds=0,Md. Zahirul Haque Chowdhury,tbs,Gono Odhikar Parishad (GOP),tbs=117,1.00,name+party match (sim=1.00)
Brahmanbaria 4,1,Md. Jahirul Haque Chowdhury,dt,Gono Odhikar Parishad (GOP),dt=117,Md. Zahirul Haque Chowdhury,"ds,tbs",Gono Odhikar Parishad (GOP),ds=0; tbs=117,0.96,name+party match (sim=0.96) [vote-boosted]
