seat,rule,merged_name,merged_source,merged_party,merged_votes,into_name,into_sources,into_party,into_votes,similarity,note
Pirojpur 1,1,Masood Saidi,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=132659,Masud Sayeedi,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=132659; tbs=132659,0.91,name+party match (sim=0.91) [vote-boosted]
Pirojpur 1,1,Masud Saeedi,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=132659,Masud Sayeedi,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=132659; ds=132659; tbs=132659,0.96,name+party match (sim=0.96) [vote-boosted]
Pirojpur 1,1,Alamgir Hossain,ds,Bangladesh Nationalist Party (BNP),ds=107105,Alamgir Hossain,tbs,Bangladesh Nationalist Party (BNP),tbs=107105,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 1,1,Alamgir Hossain,bss,Bangladesh Nationalist Party (BNP),bss=107105,Alamgir Hossain,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=107105; tbs=107105,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 1,1,Alamgir Hossain,dt,Bangladesh Nationalist Party (BNP),dt=107105,Alamgir Hossain,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=107105; ds=107105; tbs=107105,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Faisal Khan,ds,Amar Bangladesh Party (AB),ds=390,Faisal Khan,tbs,Amar Bangladesh Party (AB),tbs=390,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Faisal Khan,dt,Amar Bangladesh Party (AB),dt=390,Faisal Khan,"ds,tbs",Amar Bangladesh Party (AB),ds=390; tbs=390,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Md. Abul Kalam Azad,ds,Islami Andolan Bangladesh (IAB),ds=6697,Md. Abul Kalam Azad,tbs,Islami Andolan Bangladesh (IAB),tbs=6697,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Md. Abul Kalam Azad,dt,Islami Andolan Bangladesh (IAB),dt=6697,Md. Abul Kalam Azad,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=6697; tbs=6697,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Md. Anisur Rahman,dt,Gono Odhikar Parishad (GOP),dt=145,Md. Anisur Rahman,tbs,Gono Odhikar Parishad (GOP),tbs=145,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Md. Mahibul Hossain,dt,Jatiya Party (JaPa),dt=4705,Md. Mahibul Hossain,tbs,Jatiya Party (JaPa),tbs=4705,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Mahmud Hossain,ds,Independent Candidate (Independent),ds=16219,Mahmud Hossain,tbs,Independent Candidate (Independent),tbs=16219,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Mahmud Hossain,dt,Independent Candidate (Independent),dt=16219,Mahmud Hossain,"ds,tbs",Independent Candidate (Independent),ds=16219; tbs=16219,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Shamim Sayeedi,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=96897,Shamim Saeedi,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=96897,0.96,name+party match (sim=0.96) [vote-boosted]
Pirojpur 2,1,Shamim Saidi,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=96897,Shamim Sayeedi,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=96897; tbs=96897,0.92,name+party match (sim=0.92) [vote-boosted]
Pirojpur 2,1,Shamim Saeedi,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=96897,Shamim Sayeedi,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=96897; ds=96897; tbs=96897,0.96,name+party match (sim=0.96) [vote-boosted]
Pirojpur 2,1,Ahmed Sohel Monjur,ds,Bangladesh Nationalist Party (BNP),ds=105185,Ahmed Sohail Manzur,tbs,Bangladesh Nationalist Party (BNP),tbs=105185,0.90,name+party match (sim=0.90) [vote-boosted]
Pirojpur 2,1,Ahmad Sohail Manzoor,bss,Bangladesh Nationalist Party (BNP),bss=105185,Ahmed Sohail Manzur,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=105185; tbs=105185,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 2,1,Ahmed Sohel Manjur,dt,Bangladesh Nationalist Party (BNP),dt=105185,Ahmad Sohail Manzoor,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=105185; ds=105185; tbs=105185,0.90,name+party match (sim=0.90) [vote-boosted]
Pirojpur 2,2,Md. Mahibul Hossain,ds,Jatiya Party (Manju) (JP–Manju),ds=4705,Md. Mahibul Hossain,"dt,tbs",Jatiya Party (JaPa),dt=4705; tbs=4705,1.00,"name+votes match, party differs: Jatiya Party (Manju) (JP–Manju) → Jatiya Party (JaPa)"
Pirojpur 2,3,Md. Mahibul Hossain,"ds,dt,tbs",Jatiya Party (Manju) (JP–Manju),ds=4705; dt=4705; tbs=4705,Md. Mahibul Hossain,"ds,dt,tbs",Jatiya Party (Manju) (JP–Manju),ds=4705; dt=4705; tbs=4705,1.00,JaPa → JP-Manju override (was Jatiya Party (JaPa))
Pirojpur 3,1,Md. Rustom Ali Faraji,ds,Islami Andolan Bangladesh (IAB),ds=35968,Md. Rustam Ali Farazi,tbs,Islami Andolan Bangladesh (IAB),tbs=35968,0.90,name+party match (sim=0.90) [vote-boosted]
Pirojpur 3,1,Md. Rustam Ali Farazi,dt,Islami Andolan Bangladesh (IAB),dt=35968,Md. Rustam Ali Farazi,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=35968; tbs=35968,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Ruhul Amin Dulal,ds,Bangladesh Nationalist Party (BNP),ds=63791,Md. Ruhul Amin Dulal,tbs,Bangladesh Nationalist Party (BNP),tbs=63791,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Ruhul Amin Dulal,bss,Bangladesh Nationalist Party (BNP),bss=63791,Md. Ruhul Amin Dulal,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=63791; tbs=63791,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Ruhul Amin Dulal,dt,Bangladesh Nationalist Party (BNP),dt=63791,Md. Ruhul Amin Dulal,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=63791; ds=63791; tbs=63791,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Touhiduzzaman,ds,Independent Candidate (Independent),ds=0,Tauhiduzzaman,tbs,Independent Candidate (Independent),tbs=231,1.00,name+party match (sim=1.00)
Pirojpur 3,1,Touhiduzzaman,dt,Independent Candidate (Independent),dt=231,Tauhiduzzaman,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=231,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Shamim Hamidi,ds,National Citizen Party (NCP),ds=36616,Md. Shamim Hamidi,tbs,National Citizen Party (NCP),tbs=36616,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Shamim Hamidi,bss,National Citizen Party (NCP),bss=36616,Md. Shamim Hamidi,"ds,tbs",National Citizen Party (NCP),ds=36616; tbs=36616,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Shamim Hamidi,dt,National Citizen Party (NCP),dt=36616,Md. Shamim Hamidi,"bss,ds,tbs",National Citizen Party (NCP),bss=36616; ds=36616; tbs=36616,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Karim Sikder,ds,Jatiya Samajtantrik Dal (JSD),ds=0,Karim Sikdar,tbs,Jatiya Samajtantrik Dal (JSD),tbs=212,1.00,name+party match (sim=1.00)
Pirojpur 3,1,Karim Sikder,dt,Jatiya Samajtantrik Dal (JSD),dt=212,Karim Sikdar,"ds,tbs",Jatiya Samajtantrik Dal (JSD),ds=0; tbs=212,1.00,name+party match (sim=1.00) [vote-boosted]
Pirojpur 3,1,Md. Mashrequl Azam,ds,Jatiya Party (JaPa),ds=0,Md. Mashreful Azam,tbs,Jatiya Party (JaPa),tbs=169,0.94,name+party match (sim=0.94)
Pirojpur 3,1,Md. Mashrekul Azam (Rabi),dt,Jatiya Party (JaPa),dt=169,Md. Mashreful Azam,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=169,0.94,name+party match (sim=0.94) [vote-boosted]
Rajbari 1,1,Md. Ali Biswas,ds,Zaker Party (ZP),ds=0,Md. Ali Biswas,tbs,Zaker Party (ZP),tbs=8087,1.00,name+party match (sim=1.00)
Rajbari 1,1,Mohammad Ali Biswas,dt,Zaker Party (ZP),dt=8087,Md. Ali Biswas,"ds,tbs",Zaker Party (ZP),ds=0; tbs=8087,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 1,1,Ali Nawaz Mahmud Khayum,ds,Bangladesh Nationalist Party (BNP),ds=154541,Ali Newaz Mahmud Khaiyam,tbs,Bangladesh Nationalist Party (BNP),tbs=154541,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 1,1,Ali Newaz Mahmud Khayyam,bss,Bangladesh Nationalist Party (BNP),bss=154541,Ali Newaz Mahmud Khaiyam,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=154541; tbs=154541,0.96,name+party match (sim=0.96) [vote-boosted]
Rajbari 1,1,Ali Newaz Mahmud Khaiyam,dt,Bangladesh Nationalist Party (BNP),dt=154541,Ali Newaz Mahmud Khaiyam,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=154541; ds=154541; tbs=154541,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 1,1,Md. Nurul Islam,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=101092,Md. Nurul Islam,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=101092,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 1,1,Md. Nurul Islam,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=101092,Md. Nurul Islam,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=101092; tbs=101092,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 1,1,Md. Nurul Islam,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=101092,Md. Nurul Islam,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=101092; ds=101092; tbs=101092,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 1,1,Khondaker Habibur Rahman,ds,Jatiya Party (JaPa),ds=0,Khondokar Habibur Rahman,tbs,Jatiya Party (JaPa),tbs=2586,1.00,name+party match (sim=1.00)
Rajbari 1,1,Khondaker Habibur Rahman,dt,Jatiya Party (JaPa),dt=2586,Khondokar Habibur Rahman,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=2586,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Md. Nasirul Haque Sabu,ds,Independent Candidate (Independent),ds=0,Nasirul Haque Sabu,tbs,Independent Candidate (Independent),tbs=36338,1.00,name+party match (sim=1.00)
Rajbari 2,1,Md. Nasirul Haque Sabu,dt,Independent Candidate (Independent),dt=36338,Md. Nasirul Haque Sabu,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=36338,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Sohel Molla,ds,Independent Candidate (Independent),ds=0,Sohel Molla,tbs,Independent Candidate (Independent),tbs=1219,1.00,name+party match (sim=1.00)
Rajbari 2,1,Sohel Molla,dt,Independent Candidate (Independent),dt=1219,Sohel Molla,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=1219,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Zahid Sheikh,ds,Gono Odhikar Parishad (GOP),ds=0,Jahid Sheikh,tbs,Gono Odhikar Parishad (GOP),tbs=633,0.92,name+party match (sim=0.92)
Rajbari 2,1,Zahid Sheikh,dt,Gono Odhikar Parishad (GOP),dt=633,Jahid Sheikh,"ds,tbs",Gono Odhikar Parishad (GOP),ds=0; tbs=633,0.92,name+party match (sim=0.92) [vote-boosted]
Rajbari 2,1,Jamil Hijazi,ds,National Citizen Party (NCP),ds=67299,Jamil Hijazi,tbs,National Citizen Party (NCP),tbs=67299,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Jamil Hijazi,bss,National Citizen Party (NCP),bss=67299,Jamil Hijazi,"ds,tbs",National Citizen Party (NCP),ds=67299; tbs=67299,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Jamil Hijazi,dt,National Citizen Party (NCP),dt=67299,Jamil Hijazi,"bss,ds,tbs",National Citizen Party (NCP),bss=67299; ds=67299; tbs=67299,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Md. Harun Ur Rashid,ds,Bangladesh Nationalist Party (BNP),ds=237254,Md. Harun Or Rashid,tbs,Bangladesh Nationalist Party (BNP),tbs=237254,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Md. Haroon-or-Rashid,bss,Bangladesh Nationalist Party (BNP),bss=237254,Md. Harun Or Rashid,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=237254; tbs=237254,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Md. Harun-or-Rashid,dt,Bangladesh Nationalist Party (BNP),dt=237254,Md. Haroon-or-Rashid,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=237254; ds=237254; tbs=237254,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Mohd. Abdul Malek,ds,Islami Andolan Bangladesh (IAB),ds=0,Md. Abdul Malek,tbs,Islami Andolan Bangladesh (IAB),tbs=8503,0.94,name+party match (sim=0.94)
Rajbari 2,1,Mohammad Abdul Malek,dt,Islami Andolan Bangladesh (IAB),dt=8503,Mohd. Abdul Malek,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=8503,0.94,name+party match (sim=0.94) [vote-boosted]
Rajbari 2,1,Kazi Minhazul Alam,ds,Khelafat Majlis,ds=0,Kazi Minhazul Alam,tbs,Khelafat Majlis,tbs=321,1.00,name+party match (sim=1.00)
Rajbari 2,1,Kazi Minhajul Alam,dt,Khelafat Majlis,dt=321,Kazi Minhazul Alam,"ds,tbs",Khelafat Majlis,ds=0; tbs=321,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Md. Abdul Malek Mondal,ds,Bangladesh Sangskritik Muktijote (BSM),ds=0,Md. Abdul Malek Mondal,tbs,Bangladesh Sangskritik Muktijote (BSM),tbs=266,1.00,name+party match (sim=1.00)
Rajbari 2,1,Md. Abdul Malek Mondol,dt,Bangladesh Sangskritik Muktijote (BSM),dt=266,Md. Abdul Malek Mondal,"ds,tbs",Bangladesh Sangskritik Muktijote (BSM),ds=0; tbs=266,1.00,name+party match (sim=1.00) [vote-boosted]
Rajbari 2,1,Md. Shafiul Azam Khan,ds,Jatiya Party (JaPa),ds=0,Md. Shafiul Azam Khan,tbs,Jatiya Party (JaPa),tbs=2052,1.00,name+party match (sim=1.00)
Rajbari 2,1,Md. Shafiul Azam Khan,dt,Jatiya Party (JaPa),dt=2052,Md. Shafiul Azam Khan,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=2052,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Al Saad,ds,Independent Candidate (Independent),ds=0,Md. Al Saad,tbs,Independent Candidate (Independent),tbs=663,1.00,name+party match (sim=1.00)
Rajshahi 1,1,Md. Al-Saad,dt,Independent Candidate (Independent),dt=663,Md. Al Saad,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=663,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Mir Md. Shahjahan,ds,Gono Odhikar Parishad (GOP),ds=0,Mir Md. Shahjahan,tbs,Gono Odhikar Parishad (GOP),tbs=407,1.00,name+party match (sim=1.00)
Rajshahi 1,1,Mir Md. Shahjahan,dt,Gono Odhikar Parishad (GOP),dt=407,Mir Md. Shahjahan,"ds,tbs",Gono Odhikar Parishad (GOP),ds=0; tbs=407,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Sharif Uddin,ds,Bangladesh Nationalist Party (BNP),ds=169902,Md. Sharif Uddin,tbs,Bangladesh Nationalist Party (BNP),tbs=169902,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Sharif Uddin,bss,Bangladesh Nationalist Party (BNP),bss=169902,Md. Sharif Uddin,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=169902; tbs=169902,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Sharif Uddin,dt,Bangladesh Nationalist Party (BNP),dt=169902,Md. Sharif Uddin,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=169902; ds=169902; tbs=169902,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Mujibur Rahman,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=171786,Md. Mujibur Rahman,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=171786,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Mujibur Rahman,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=171786,Md. Mujibur Rahman,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=171786; tbs=171786,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Mujibur Rahman,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=171786,Md. Mujibur Rahman,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=171786; ds=171786; tbs=171786,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 1,1,Md. Abdur Rahman,ds,Amar Bangladesh Party (AB),ds=0,Md. Abdur Rahman,tbs,Amar Bangladesh Party (AB),tbs=1100,1.00,name+party match (sim=1.00)
Rajshahi 1,1,Md. Abdur Rahman,dt,Amar Bangladesh Party (AB),dt=1100,Md. Abdur Rahman,"ds,tbs",Amar Bangladesh Party (AB),ds=0; tbs=1100,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Md. Shamsul Alam,ds,Nagorik Oikya (NO),ds=0,Md. Shamsul Alam,tbs,Nagorik Oikya (NO),tbs=552,1.00,name+party match (sim=1.00)
Rajshahi 2,1,Mohammad Samsul Alam,dt,Nagorik Oikya (NO),dt=552,Md. Shamsul Alam,"ds,tbs",Nagorik Oikya (NO),ds=0; tbs=552,0.97,name+party match (sim=0.97) [vote-boosted]
Rajshahi 2,1,Md. Mizanur Rahman,ds,Bangladesh Nationalist Party (BNP),ds=188546,Md. Mizanur Rahman Minu,tbs,Bangladesh Nationalist Party (BNP),tbs=128546,0.91,name+party match (sim=0.91)
Rajshahi 2,1,Md. Mizanur Rahman Minu,bss,Bangladesh Nationalist Party (BNP),bss=128546,Md. Mizanur Rahman Minu,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=188546; tbs=128546,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Md. Mizanur Rahman Minu,dt,Bangladesh Nationalist Party (BNP),dt=128546,Md. Mizanur Rahman Minu,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=128546; ds=188546; tbs=128546,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Md. Jahangir,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=100370,Md. Jahangir,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=100370,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Mohammad Jahangir,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=100370,Md. Jahangir,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=100370; tbs=100370,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Mohammad Jahangir,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=100370,Mohammad Jahangir,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=100370; ds=100370; tbs=100370,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Saleh Ahmed,ds,Independent Candidate (Independent),ds=0,Saleh Ahmed,tbs,Independent Candidate (Independent),tbs=801,1.00,name+party match (sim=1.00)
Rajshahi 2,1,Saleh Ahmed,dt,Independent Candidate (Independent),dt=801,Saleh Ahmed,"ds,tbs",Independent Candidate (Independent),ds=0; tbs=801,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 2,1,Md. Saeed Noman,ds,Amar Bangladesh Party (AB),ds=0,Mu Saeed Noman,tbs,Amar Bangladesh Party (AB),tbs=796,0.92,name+party match (sim=0.92)
Rajshahi 2,1,Md. Saeed Noman,dt,Amar Bangladesh Party (AB),dt=786,Md. Saeed Noman,"ds,tbs",Amar Bangladesh Party (AB),ds=0; tbs=796,1.00,name+party match (sim=1.00)
Rajshahi 2,1,Md. Mezbaul Islam,dt,Bangladesh Labour Party,dt=387,Md. Mejbaul Islam,ds,Bangladesh Labour Party,ds=0,0.94,name+party match (sim=0.94)
Rajshahi 3,1,Md. Afzal Hossain,ds,Jatiya Party (JaPa),ds=0,Md. Afzal Hossain,tbs,Jatiya Party (JaPa),tbs=2390,1.00,name+party match (sim=1.00)
Rajshahi 3,1,Md. Afzal Hossain,dt,Jatiya Party (JaPa),dt=2390,Md. Afzal Hossain,"ds,tbs",Jatiya Party (JaPa),ds=0; tbs=2390,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Md. Shafiqul Haque Milon,ds,Bangladesh Nationalist Party (BNP),ds=176318,Md. Shafiqul Haque Milon,tbs,Bangladesh Nationalist Party (BNP),tbs=176318,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Mohammad Shafiqul Haque Milon,bss,Bangladesh Nationalist Party (BNP),bss=176318,Md. Shafiqul Haque Milon,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=176318; tbs=176318,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Mohammad Shafiqul Haque Milon,dt,Bangladesh Nationalist Party (BNP),dt=176318,Mohammad Shafiqul Haque Milon,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=176318; ds=176318; tbs=176318,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Md. Fazlur Rahman,ds,Islami Andolan Bangladesh (IAB),ds=0,Md. Fazlur Rahman,tbs,Islami Andolan Bangladesh (IAB),tbs=1154,1.00,name+party match (sim=1.00)
Rajshahi 3,1,Md. Fazlur Rahman,dt,Islami Andolan Bangladesh (IAB),dt=1154,Md. Fazlur Rahman,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=1154,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Md. Abul Kalam Azad,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=137927,Md. Abul Kalam Azad,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=137927,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Md. Abul Kalam Azad,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=137927,Md. Abul Kalam Azad,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=137927; tbs=137927,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Md. Abul Kalam Azad,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=137927,Md. Abul Kalam Azad,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=137927; ds=137927; tbs=137927,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Mosammat Habiba Begum,dt,Independent Candidate (Independent),dt=1177,Mst. Habiba Begum,tbs,Independent Candidate (Independent),tbs=1177,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 3,1,Md. Said Parvez,dt,Amjanatar Dol,dt=295,Md. Saeed Parvez,ds,Amjanatar Dol,ds=0,1.00,name+party match (sim=1.00)
Rajshahi 4,1,D. M. D. Ziaur Rahman,ds,Bangladesh Nationalist Party (BNP),ds=109461,D. M. D. Ziaur Rahman,tbs,Bangladesh Nationalist Party (BNP),tbs=109461,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 4,1,"D, M, D Ziaur Rahman",bss,Bangladesh Nationalist Party (BNP),bss=109461,D. M. D. Ziaur Rahman,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=109461; tbs=109461,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 4,1,D. M. D. Ziaur Rahman,dt,Bangladesh Nationalist Party (BNP),dt=109461,D. M. D. Ziaur Rahman,"bss,ds,tbs",Bangladesh Nationalist Party (BNP),bss=109461; ds=109461; tbs=109461,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 4,1,Md. Abdul Bari Sarkar,ds,Bangladesh Jamaat-e-Islami (Jamaat),ds=115226,Md. Abdul Bari Sardar,tbs,Bangladesh Jamaat-e-Islami (Jamaat),tbs=115226,0.95,name+party match (sim=0.95) [vote-boosted]
Rajshahi 4,1,Md. Abdul Bari Sardar,bss,Bangladesh Jamaat-e-Islami (Jamaat),bss=115226,Md. Abdul Bari Sardar,"ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),ds=115226; tbs=115226,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 4,1,Md. Abdul Bari Sardar,dt,Bangladesh Jamaat-e-Islami (Jamaat),dt=115226,Md. Abdul Bari Sardar,"bss,ds,tbs",Bangladesh Jamaat-e-Islami (Jamaat),bss=115226; ds=115226; tbs=115226,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 4,1,Md. Tajul Islam Khan,ds,Islami Andolan Bangladesh (IAB),ds=0,Md. Tajul Islam Khan,tbs,Islami Andolan Bangladesh (IAB),tbs=670,1.00,name+party match (sim=1.00)
Rajshahi 4,1,Md. Tajul Islam Khan,dt,Islami Andolan Bangladesh (IAB),dt=670,Md. Tajul Islam Khan,"ds,tbs",Islami Andolan Bangladesh (IAB),ds=0; tbs=670,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 4,1,Md. Fazlul Haque,dt,Jatiya Party (JaPa),dt=1759,Md. Fazlul Haque,tbs,Jatiya Party (JaPa),tbs=1759,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 5,1,Md. Altaf Hossain Molla,ds,Bangladesh Supreme Party (BSP),ds=0,Md. Altaf Hossain Molla,tbs,Bangladesh Supreme Party (BSP),tbs=938,1.00,name+party match (sim=1.00)
Rajshahi 5,1,Md. Altaf Hossain Molla,dt,Bangladesh Supreme Party (BSP),dt=938,Md. Altaf Hossain Molla,"ds,tbs",Bangladesh Supreme Party (BSP),ds=0; tbs=938,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 5,1,Nazrul Islam,ds,Bangladesh Nationalist Party (BNP),ds=153425,Prof. Nazrul Islam,tbs,Bangladesh Nationalist Party (BNP),tbs=153425,1.00,name+party match (sim=1.00) [vote-boosted]
Rajshahi 5,1,Professor Nazrul Islam,bss,Bangladesh Nationalist Party (BNP),bss=153425,Prof. Nazrul Islam,"ds,tbs",Bangladesh Nationalist Party (BNP),ds=153425; tbs=153425,1.00,name+party match (sim=1.00) [vote-boosted]
