seat_name,candidate,party,votes,num_sources,sources,vote_details,comment
Lakshmipur 1,Md. Billal Hossain,Bangladesh Samajtantrik Dal (Basad),203,3,"ds,dt,tbs",ds=0; dt=203; tbs=203,
Lakshmipur 1,Md. Kausar Alam,Gono Odhikar Parishad (GOP),115,3,"ds,dt,tbs",ds=0; dt=115; tbs=106,
Lakshmipur 1,Md. Alamgir Hossain,Nationalist Democratic Movement (NDM),106,3,"ds,dt,tbs",ds=0; dt=106; tbs=106,
Lakshmipur 2,Md. Abul Khair Bhuiyan,Bangladesh Nationalist Party (BNP),146321,4,"bss,ds,dt,tbs",bss=146321; ds=146321; dt=146321; tbs=146321,
Lakshmipur 2,S. U. M. Ruhul Amin Bhuiyan,Bangladesh Jamaat-e-Islami (Jamaat),133698,4,"bss,ds,dt,tbs",bss=133698; ds=133698; dt=133698; tbs=133698,
Lakshmipur 2,Helal Uddin,Islami Andolan Bangladesh (IAB),6774,3,"ds,dt,tbs",ds=0; dt=6774; tbs=6774,
Lakshmipur 2,Md. Ibrahim Mia,Bangladesh Supreme Party (BSP),1780,3,"ds,dt,tbs",ds=0; dt=1780; tbs=1780,
Lakshmipur 2,Abul Bashar,Gono Odhikar Parishad (GOP),424,3,"ds,dt,tbs",ds=0; dt=424; tbs=424,
Lakshmipur 2,Md. Farhad Mia,Bangladesh Kallyan Party (BKP),288,3,"ds,dt,tbs",ds=0; dt=288; tbs=288,
Lakshmipur 2,Mohammad Rezaul Karim,Nagorik Oikya (NO),253,3,"ds,dt,tbs",ds=0; dt=253; tbs=253,
Lakshmipur 3,Md. Shahid Uddin Chowdhury Annie,Bangladesh Nationalist Party (BNP),135612,4,"bss,ds,dt,tbs",bss=135612; ds=135612; dt=135612; tbs=135612,
Lakshmipur 3,Md. Rezaul Karim,Bangladesh Jamaat-e-Islami (Jamaat),122802,4,"bss,ds,dt,tbs",bss=122802; ds=122802; dt=122802; tbs=122802,
Lakshmipur 3,Md. Ibrahim,Islami Andolan Bangladesh (IAB),5051,3,"ds,dt,tbs",ds=0; dt=5051; tbs=5051,
Lakshmipur 3,A. K. M. Mohi Uddin,Jatiya Party (JaPa),1139,3,"ds,dt,tbs",ds=0; dt=1139; tbs=1339,
Lakshmipur 3,Md. Shamsuddin,Bangladesh Liberal Democratic Party (LDP),488,3,"ds,dt,tbs",ds=0; dt=488; tbs=488,
Lakshmipur 3,Salim Mahmud,National People's Party (NPP),289,3,"ds,dt,tbs",ds=0; dt=289; tbs=289,
Lakshmipur 4,A. B. M. Ashraf Uddin (Nizan),Bangladesh Nationalist Party (BNP),115199,4,"bss,ds,dt,tbs",bss=115199; ds=115199; dt=115199; tbs=115199,
Lakshmipur 4,Md. Ashrafur Rahman Hafizullah,Bangladesh Jamaat-e-Islami (Jamaat),73756,4,"bss,ds,dt,tbs",bss=73756; ds=73756; dt=73756; tbs=73756,
Lakshmipur 4,Tania Robb,Jatiya Samajtantrik Dal (JSD),22040,3,"ds,dt,tbs",ds=0; dt=22040; tbs=22040,
Lakshmipur 4,Khaled Saifullah,Islami Andolan Bangladesh (IAB),21103,3,"ds,dt,tbs",ds=0; dt=21103; tbs=21103,
Lakshmipur 4,Milan Krishna Mondal,Bangladesh Samajtantrik Dal (Basad),440,3,"ds,dt,tbs",ds=0; dt=440; tbs=440,
Lakshmipur 4,Nurul Huda Chowdhury,Independent Candidate (Independent),422,3,"ds,dt,tbs",ds=0; dt=422; tbs=422,
Lakshmipur 4,Sharaf Uddin Azad,Independent Candidate (Independent),411,2,"ds,dt",ds=0; dt=411,
Lakshmipur 4,A. N. M. Manjur Morshed,Independent Candidate (Independent),396,3,"ds,dt,tbs",ds=0; dt=396; tbs=396,
Lakshmipur 4,Md. Redowan Ullah,Gono Odhikar Parishad (GOP),259,3,"ds,dt,tbs",ds=0; dt=259; tbs=259,
Lalmonirhat 1,Md. Hasan Razib Prodhan,Bangladesh Nationalist Party (BNP),138686,4,"bss,ds,dt,tbs",bss=138686; ds=138686; dt=138686; tbs=138686,
Lalmonirhat 1,Md. Anwarul Islam Raju,Bangladesh Jamaat-e-Islami (Jamaat),129572,4,"bss,ds,dt,tbs",bss=129572; ds=129572; dt=129572; tbs=129572,
Lalmonirhat 1,Shihab Ahmed,Independent Candidate (Independent),7959,2,"ds,dt",ds=0; dt=7959,
Lalmonirhat 1,Md. Mashiur Rahman Ranga,Jatiya Party (JaPa),5158,2,"ds,dt",ds=0; dt=5158,
Lalmonirhat 1,Muhammad Fazlul Karim Shaharia,Islami Andolan Bangladesh (IAB),2242,2,"ds,dt",ds=0; dt=2242,
Lalmonirhat 1,Md. Rezaul Karim Sarkar,Independent Candidate (Independent),804,2,"ds,dt",ds=0; dt=804,
Lalmonirhat 1,Habib Md. Farooq,Jatiya Samajtantrik Dal (JSD),226,2,"ds,dt",ds=0; dt=226,
Lalmonirhat 1,Abu Sama Md. Redwanul Haque,Independent Candidate (Independent),191,2,"ds,dt",ds=0; dt=191,
Lalmonirhat 1,Md. Shubho Ahmed,Bangladesh Labour Party,143,2,"ds,dt",ds=0; dt=143,
Lalmonirhat 2,Md. Rokon Uddin Babul,Bangladesh Nationalist Party (BNP),123946,4,"bss,ds,dt,tbs",bss=123946; ds=123946; dt=123343; tbs=118359,
Lalmonirhat 2,Md. Firoz Haidar,Bangladesh Jamaat-e-Islami (Jamaat),117252,4,"bss,ds,dt,tbs",bss=6694; ds=117252; dt=116236; tbs=107886,vote-mismatch: spread=94%
Lalmonirhat 2,Md. Elahan Uddin,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Lalmonirhat 2,Md. Mahfuzur Rahman,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Lalmonirhat 2,Md. Momtaz Ali,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Lalmonirhat 2,Md. Shamim Kamal,Janotar Dol,0,2,"ds,dt",ds=0; dt=0,
Lalmonirhat 2,Nimai Chandra Roy,Communist Party of Bangladesh (CPB),0,2,"ds,dt",ds=0; dt=0,
Lalmonirhat 3,Asadul Habib Dulu,Bangladesh Nationalist Party (BNP),139651,4,"bss,ds,dt,tbs",bss=139657; ds=139651; dt=138691; tbs=139651,
Lalmonirhat 3,Md. Abu Taher,Bangladesh Jamaat-e-Islami (Jamaat),56244,4,"bss,ds,dt,tbs",bss=56244; ds=56244; dt=56244; tbs=56244,
Lalmonirhat 3,Md. Aminul Islam,Islami Andolan Bangladesh (IAB),3283,2,"ds,dt",ds=0; dt=3283,
Lalmonirhat 3,Md. Zahid Hasan,Jatiya Party (JaPa),2150,2,"ds,dt",ds=0; dt=2150,
Lalmonirhat 3,Madhu Sudan Roy,Communist Party of Bangladesh (CPB),861,2,"ds,dt",ds=0; dt=861,
Lalmonirhat 3,Deepak Kumar Roy,Ganosanhati Andolan (GSA),427,2,"ds,dt",ds=0; dt=427,
Madaripur 1,Sayed Uddin Ahmad Hanzala,Khelafat Majlis,64909,4,"bss,ds,dt,tbs",bss=64909; ds=64909; dt=64909; tbs=64909,
Madaripur 1,Nadira Akhter,Bangladesh Nationalist Party (BNP),64524,4,"bss,ds,dt,tbs",bss=64524; ds=64524; dt=64524; tbs=64524,
Madaripur 1,Kamal Zaman Mollah,Independent Candidate (Independent),36564,3,"ds,dt,tbs",ds=0; dt=36564; tbs=36564,
Madaripur 1,Akram Hossain,Islami Andolan Bangladesh (IAB),6205,3,"ds,dt,tbs",ds=0; dt=6205; tbs=6205,
Madaripur 1,Sazzad Hossain Siddiquee,Independent Candidate (Independent),3059,3,"ds,dt,tbs",ds=0; dt=3059; tbs=3059,
Madaripur 1,Rajib Mollah,Gono Odhikar Parishad (GOP),3026,3,"ds,dt,tbs",ds=0; dt=3026; tbs=3026,
Madaripur 1,Md. Imran Hasan,Independent Candidate (Independent),247,3,"ds,dt,tbs",ds=0; dt=247; tbs=247,
Madaripur 1,Abdul Ali,Communist Party of Bangladesh (CPB),208,3,"ds,dt,tbs",ds=0; dt=208; tbs=208,
Madaripur 1,Mohammad Jahirul Islam Mintu,Jatiya Party (JaPa),180,3,"ds,dt,tbs",ds=0; dt=180; tbs=180,
Madaripur 1,Md. Hafizur Rahman,Bangladesh Labour Party,69,3,"ds,dt,tbs",ds=0; dt=69; tbs=69,
Madaripur 2,Md. Jahandar Ali Mia,Bangladesh Nationalist Party (BNP),61744,4,"bss,ds,dt,tbs",bss=61744; ds=61744; dt=61744; tbs=61744,
Madaripur 2,Milton Baidya,Independent Candidate (Independent),46476,4,"bss,ds,dt,tbs",bss=46476; ds=46476; dt=46476; tbs=46476,
Madaripur 2,Abdus Sobahan,Khelafat Majlis,36169,3,"ds,dt,tbs",ds=0; dt=36169; tbs=36169,
Madaripur 2,Ali Ahmed Chowdhury,Islami Andolan Bangladesh (IAB),16865,3,"ds,dt,tbs",ds=0; dt=16865; tbs=16865,
Madaripur 2,Muha Kamrul Islam Sayed,Independent Candidate (Independent),14519,3,"ds,dt,tbs",ds=0; dt=14519; tbs=14519,
Madaripur 2,Shahidul Islam Khan,Independent Candidate (Independent),6043,3,"ds,dt,tbs",ds=0; dt=6043; tbs=6043,
Madaripur 2,Md. Reyazul Islam,Independent Candidate (Independent),2799,3,"ds,dt,tbs",ds=0; dt=2799; tbs=2779,
Madaripur 2,Md. Mohidul Islam,Jatiya Party (JaPa),646,3,"ds,dt,tbs",ds=0; dt=646; tbs=646,
Madaripur 2,Subal Chandra Majumder,Bangladesh Kallyan Party (BKP),301,3,"ds,dt,tbs",ds=0; dt=301; tbs=301,
Madaripur 2,Mohammad Didar Hossain,Bangladesh Samajtantrik Dal (Basad),128,3,"ds,dt,tbs",ds=0; dt=128; tbs=128,
Madaripur 3,Anishur Rahman,Bangladesh Nationalist Party (BNP),96188,4,"bss,ds,dt,tbs",bss=96188; ds=96188; dt=96188; tbs=96188,
Madaripur 3,Md. Rafiqul Islam,Bangladesh Jamaat-e-Islami (Jamaat),84646,4,"bss,ds,dt,tbs",bss=84646; ds=84646; dt=84646; tbs=84646,
Madaripur 3,Md. Azizul Haque,Islami Andolan Bangladesh (IAB),13058,3,"ds,dt,tbs",ds=0; dt=13058; tbs=13058,
Madaripur 3,Nitai Chakrabarty,Bangladesh Supreme Party (BSP),2507,3,"ds,dt,tbs",ds=0; dt=2507; tbs=2507,
Madaripur 3,Aminul Islam,Bangladesh Samajtantrik Dal (Basad),363,3,"ds,dt,tbs",ds=0; dt=363; tbs=363,
Magura 1,Md. Monowar Hossain,Bangladesh Nationalist Party (BNP),185338,4,"bss,ds,dt,tbs",bss=185338; ds=185338; dt=185338; tbs=185338,
Magura 1,Abdul Mateen,Bangladesh Jamaat-e-Islami (Jamaat),89691,4,"bss,ds,dt,tbs",bss=89691; ds=89691; dt=89691; tbs=89691,
Magura 1,Md. Nazirul Islam,Islami Andolan Bangladesh (IAB),13414,3,"ds,dt,tbs",ds=13414; dt=13414; tbs=13414,
Magura 1,Md. Zakir Hossain Mollah,Jatiya Party (JaPa),1767,3,"ds,dt,tbs",ds=1767; dt=1767; tbs=1767,
Magura 1,Shompa Basu,Bangladesh Samajtantrik Dal (Basad),1237,3,"ds,dt,tbs",ds=1237; dt=1237; tbs=1237,
Magura 1,Kazi Rezaul Hossain,Bangladesh Congress,821,3,"ds,dt,tbs",ds=821; dt=821; tbs=821,
Magura 1,Md. Khalilur Rahman,Gono Odhikar Parishad (GOP),292,3,"ds,dt,tbs",ds=292; dt=292; tbs=292,
Magura 2,Nitai Roy Chowdhury,Bangladesh Nationalist Party (BNP),147896,4,"bss,ds,dt,tbs",bss=147896; ds=147896; dt=147896; tbs=147896,
Magura 2,Md. Mushtarshed Billah,Bangladesh Jamaat-e-Islami (Jamaat),117018,4,"bss,ds,dt,tbs",bss=117018; ds=117018; dt=117018; tbs=117018,
Magura 2,Mostofa Kamal,Islami Andolan Bangladesh (IAB),16223,3,"ds,dt,tbs",ds=16223; dt=16223; tbs=16223,
Magura 2,Moshiyar Rahman,Jatiya Party (JaPa),2947,3,"ds,dt,tbs",ds=2947; dt=2947; tbs=2947,
Manikganj 1,S. A. Jinnah Kabir,Bangladesh Nationalist Party (BNP),137773,4,"bss,ds,dt,tbs",bss=137773; ds=137773; dt=137773; tbs=137773,
Manikganj 1,Md. Tozammel Hoque,Independent Candidate (Independent),77818,4,"bss,ds,dt,tbs",bss=77818; ds=77818; dt=77818; tbs=77818,
Manikganj 1,Abu Bakar Siddiqui,Bangladesh Jamaat-e-Islami (Jamaat),71310,3,"ds,dt,tbs",ds=71310; dt=71310; tbs=71310,
Manikganj 1,Md. Abdul Ali Bepari,Independent Candidate (Independent),6966,2,"dt,tbs",dt=6966; tbs=6966,
Manikganj 1,Md. Khorshed Alam,Islami Andolan Bangladesh (IAB),3247,3,"ds,dt,tbs",ds=3247; dt=3247; tbs=3247,
Manikganj 1,Mohammad Ilias Hossain,Gono Odhikar Parishad (GOP),1066,3,"ds,dt,tbs",ds=1066; dt=1066; tbs=1066,
Manikganj 1,Mohammad Shahjahan Khan,Janotar Dol,283,3,"ds,dt,tbs",ds=283; dt=283; tbs=283,
Manikganj 2,Moinul Islam Khan,Bangladesh Nationalist Party (BNP),175776,4,"bss,ds,dt,tbs",bss=175776; ds=175776; dt=175776; tbs=175776,
Manikganj 2,Md. Salah Uddin,Khelafat Majlis,81531,4,"bss,ds,dt,tbs",bss=81531; ds=81531; dt=81531; tbs=81531,
Manikganj 2,S. M. Abdul Mannan,Jatiya Party (JaPa),7081,3,"ds,dt,tbs",ds=7081; dt=7081; tbs=7081,
Manikganj 2,Mohammad Ali,Islami Andolan Bangladesh (IAB),3847,3,"ds,dt,tbs",ds=3847; dt=3847; tbs=3847,
Manikganj 3,Afroza Khanam,Bangladesh Nationalist Party (BNP),167345,4,"bss,ds,dt,tbs",bss=167345; ds=167345; dt=167345; tbs=167345,
Manikganj 3,Muhammad Saeed Noor,Khelafat Majlis,64242,4,"bss,ds,dt,tbs",bss=64242; ds=64242; dt=64242; tbs=64242,
Manikganj 3,Md. Ataur Rahman Ata,Independent Candidate (Independent),20551,3,"ds,dt,tbs",ds=0; dt=20551; tbs=20551,
Manikganj 3,Rafiqul Islam Khan,Independent Candidate (Independent),3610,3,"ds,dt,tbs",ds=0; dt=3610; tbs=3610,
Manikganj 3,Md. Shahjahan Ali,Jatiya Samajtantrik Dal (JSD),3510,3,"ds,dt,tbs",ds=0; dt=3510; tbs=3510,
Manikganj 3,Shamsuddin,Islami Andolan Bangladesh (IAB),2787,3,"ds,dt,tbs",ds=0; dt=2787; tbs=2787,
Manikganj 3,Abul Bashar Badhsha,Jatiya Party (JaPa),1966,3,"ds,dt,tbs",ds=0; dt=1966; tbs=1966,
Manikganj 3,Moyazzem Hossain Khan Majlish,Jatiya Party (Manju) (JP–Manju),1337,3,"ds,dt,tbs",ds=0; dt=1337; tbs=1327,
Manikganj 3,Mofizul Islam Khan Kamal,Independent Candidate (Independent),684,3,"ds,dt,tbs",ds=0; dt=684; tbs=684,
Meherpur 1,Md. Tajuddin Khan,Bangladesh Jamaat-e-Islami (Jamaat),123271,4,"bss,ds,dt,tbs",bss=123271; ds=123271; dt=123271; tbs=123271,
Meherpur 1,Masood Arun,Bangladesh Nationalist Party (BNP),105441,4,"bss,ds,dt,tbs",bss=105441; ds=105441; dt=105441; tbs=105441,
Meherpur 1,Md. Abdul Hamid,Jatiya Party (JaPa),1429,3,"ds,dt,tbs",ds=0; dt=1429; tbs=1429,
Meherpur 1,Moha Mizanur Rahman,Communist Party of Bangladesh (CPB),792,3,"ds,dt,tbs",ds=0; dt=792; tbs=792,
Meherpur 2,Md. Nazmul Huda,Bangladesh Jamaat-e-Islami (Jamaat),96306,4,"bss,ds,dt,tbs",bss=96306; ds=96306; dt=94658; tbs=96306,
Meherpur 2,Md. Amzad Hossain,Bangladesh Nationalist Party (BNP),85988,4,"bss,ds,dt,tbs",bss=85988; ds=85988; dt=85452; tbs=85988,
Meherpur 2,Md. Abdul Baki,Jatiya Party (JaPa),1791,2,"ds,dt",ds=0; dt=1791,
Moulvibazar 1,Nasir Uddin Ahmed,Bangladesh Nationalist Party (BNP),98282,4,"bss,ds,dt,tbs",bss=98282; ds=98282; dt=98277; tbs=98282,
Moulvibazar 1,Mohammad Aminul Islam,Bangladesh Jamaat-e-Islami (Jamaat),83013,4,"bss,ds,dt,tbs",bss=83013; ds=83013; dt=78214; tbs=83013,
Moulvibazar 1,Ahmed Riaz Uddin,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 1,Belal Ahmed,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 1,Md. Abdun Noor,Gono Odhikar Parishad (GOP),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 2,Md. Shawkatul Islam,Bangladesh Nationalist Party (BNP),88381,4,"bss,ds,dt,tbs",bss=88381; ds=88381; dt=66707; tbs=88381,vote-mismatch: spread=25%
Moulvibazar 2,Md. Sayeed Ali,Bangladesh Jamaat-e-Islami (Jamaat),53458,4,"bss,ds,dt,tbs",bss=53458; ds=53458; dt=50598; tbs=53458,
Moulvibazar 2,Abdul Quddus,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 2,M. Jimiur Rahman Chowdhury,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 2,Md. Abdul Malik,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 2,Md. Fazlul Haque Khan,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 2,Nawab Ali Abbas Khan,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 2,Sadia Noshin Tasnim Chowdhury,Socialist Party of Bangladesh (Marxist) (SPB-M),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 3,Nasser Rahman,Bangladesh Nationalist Party (BNP),156757,4,"bss,ds,dt,tbs",bss=156757; ds=156757; dt=154545; tbs=156757,
Moulvibazar 3,Md. Abdul Mannan,Bangladesh Jamaat-e-Islami (Jamaat),77636,4,"bss,ds,dt,tbs",bss=77636; ds=77636; dt=74362; tbs=77636,
Moulvibazar 3,Ahmed Bilal,Khelafat Majlis,1361,2,"ds,dt",ds=0; dt=1361,
Moulvibazar 3,Jahar Lal Dutta,Communist Party of Bangladesh (CPB),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 4,Md. Mujibur Rahman Chowdhury,Bangladesh Nationalist Party (BNP),169608,4,"bss,ds,dt,tbs",bss=169608; ds=169608; dt=168958; tbs=170877,
Moulvibazar 4,Sheikh Noor E Alam Hamidi,Khelafat Majlis,49189,4,"bss,ds,dt,tbs",bss=49189; ds=49189; dt=49389; tbs=50204,
Moulvibazar 4,Md. Mohsin Mia,Independent Candidate (Independent),33911,2,"ds,dt",ds=0; dt=33911,
Moulvibazar 4,Pritam Das,National Citizen Party (NCP),71,2,"ds,dt",ds=0; dt=71,
Moulvibazar 4,Md. Abul Hasan,Bangladesh Samajtantrik Dal (Basad),0,2,"ds,dt",ds=0; dt=0,
Moulvibazar 4,Mohammad Zarif Hossain,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Munshiganj 1,Md. Abdullah,Bangladesh Nationalist Party (BNP),167562,4,"bss,ds,dt,tbs",bss=167562; ds=167562; dt=167562; tbs=167562,
Munshiganj 1,A. K. M. Fakhruddin Razi,Bangladesh Jamaat-e-Islami (Jamaat),101568,4,"bss,ds,dt,tbs",bss=101568; ds=101568; dt=101568; tbs=101568,
Munshiganj 1,Mohammad Momin Ali,Independent Candidate (Independent),30678,3,"ds,dt,tbs",ds=0; dt=30678; tbs=30678,
Munshiganj 1,Md. Atiqur Rahman Khan,Islami Andolan Bangladesh (IAB),9039,3,"ds,dt,tbs",ds=0; dt=9039; tbs=9039,
Munshiganj 1,Abdur Rahman,Communist Party of Bangladesh (CPB),443,3,"ds,dt,tbs",ds=0; dt=443; tbs=443,
Munshiganj 1,Rokeya Akhtar,Insaniyat Biplob Bangladesh (IBB),320,3,"ds,dt,tbs",ds=0; dt=320; tbs=320,
Munshiganj 2,Abdus Salam Azad,Bangladesh Nationalist Party (BNP),121154,4,"bss,ds,dt,tbs",bss=121154; ds=121154; dt=121154; tbs=121154,
Munshiganj 2,Majedul Islam,National Citizen Party (NCP),58573,4,"bss,ds,dt,tbs",bss=58573; ds=58573; dt=58573; tbs=58573,
Munshiganj 2,"K. , M. , Billal",Islami Andolan Bangladesh (IAB),13387,3,"ds,dt,tbs",ds=0; dt=13387; tbs=13367,
Munshiganj 2,Md. Noman Mia,Jatiya Party (JaPa),2857,3,"ds,dt,tbs",ds=0; dt=2857; tbs=2857,
Munshiganj 2,Ashiq Mahmud,Bangladesh Islami Front (BIF),651,3,"ds,dt,tbs",ds=0; dt=651; tbs=651,
Munshiganj 3,Md. Kamruzzaman,Bangladesh Nationalist Party (BNP),124691,4,"bss,ds,dt,tbs",bss=124691; ds=124691; dt=124691; tbs=124691,
Munshiganj 3,Md. Mohiuddin,Independent Candidate (Independent),88936,4,"bss,ds,dt,tbs",bss=88936; ds=88936; dt=88936; tbs=88936,
Munshiganj 3,Noor Hossain Noorani,Khelafat Majlis,54456,3,"ds,dt,tbs",ds=0; dt=54456; tbs=54456,
Munshiganj 3,Suman Dewan,Islami Andolan Bangladesh (IAB),6392,3,"ds,dt,tbs",ds=0; dt=6392; tbs=6392,
Munshiganj 3,Md. Arifuzzaman (Didar),Jatiya Party (JaPa),804,3,"ds,dt,tbs",ds=0; dt=804; tbs=804,
Munshiganj 3,Sheikh Md. Kamal Hossain,Communist Party of Bangladesh (CPB),304,3,"ds,dt,tbs",ds=0; dt=304; tbs=304,
Munshiganj 3,Sheikh Md. Shimul,Revolutionary Workers Party of Bangladesh (RWPB),174,3,"ds,dt,tbs",ds=0; dt=174; tbs=174,
Munshiganj 3,Anis Mollah,Bangladesh Labour Party,155,3,"ds,dt,tbs",ds=0; dt=155; tbs=294,vote-mismatch: spread=47%
Mymensingh 1,Mohammed Salman Omar,Independent Candidate (Independent),108265,4,"bss,ds,dt,tbs",bss=108265; ds=108265; dt=108265; tbs=108265,
Mymensingh 1,Syed Imran Saleh,Bangladesh Nationalist Party (BNP),101926,4,"bss,ds,dt,tbs",bss=101926; ds=101926; dt=101926; tbs=101926,
Mymensingh 1,Md. Tajul Islam,Khelafat Majlis,53222,3,"ds,dt,tbs",ds=0; dt=53222; tbs=53222,
Mymensingh 1,: Md. Zillur Rahman,Islami Andolan Bangladesh (IAB),3125,3,"ds,dt,tbs",ds=0; dt=3125; tbs=315,vote-mismatch: spread=90%
Mymensingh 1,Mohammad Rashedul Haque,Bangladesh Labour Party,274,2,"dt,tbs",dt=274; tbs=274,
Mymensingh 1,Md. A. Razzaq,Socialist Party of Bangladesh (Marxist) (SPB-M),224,3,"ds,dt,tbs",ds=0; dt=224; tbs=224,
Mymensingh 1,Azharul Islam,Communist Party of Bangladesh (CPB),174,3,"ds,dt,tbs",ds=0; dt=174; tbs=174,
Mymensingh 10,Mohammad Akhtaruzzaman,Bangladesh Nationalist Party (BNP),75585,4,"bss,ds,dt,tbs",bss=75585; ds=75585; dt=75585; tbs=75585,
Mymensingh 10,Abu Bakar Siddiqur Rahman,Independent Candidate (Independent),67013,4,"bss,ds,dt,tbs",bss=67013; ds=67013; dt=67013; tbs=67013,
Mymensingh 10,Md. Ismail,Bangladesh Jamaat-e-Islami (Jamaat),66063,3,"ds,dt,tbs",ds=0; dt=66063; tbs=66063,
Mymensingh 10,Md. Habibullah Belali,Islami Andolan Bangladesh (IAB),2504,3,"ds,dt,tbs",ds=0; dt=2504; tbs=2504,
Mymensingh 10,Md. Matiur Rahman,Independent Candidate (Independent),386,2,"ds,dt",ds=0; dt=386,
Mymensingh 10,Md. Al Amin (Sohan),Jatiya Party (JaPa),369,3,"ds,dt,tbs",ds=0; dt=369; tbs=945,vote-mismatch: spread=61%
Mymensingh 10,"A. , K. , M. , Shamsul Alam",Ganosanhati Andolan (GSA),364,3,"ds,dt,tbs",ds=0; dt=364; tbs=364,
Mymensingh 10,Syed Mahmud Morshed,Bangladesh Liberal Democratic Party (LDP),322,3,"ds,dt,tbs",ds=0; dt=322; tbs=322,
Mymensingh 10,Md. Saifus Salehin,Communist Party of Bangladesh (CPB),299,3,"ds,dt,tbs",ds=0; dt=299; tbs=299,
Mymensingh 11,Fakhr Uddin Ahmed,Bangladesh Nationalist Party (BNP),111230,4,"bss,ds,dt,tbs",bss=111230; ds=111230; dt=111230; tbs=111230,
Mymensingh 11,Muhammad Morshed Alam,Independent Candidate (Independent),66016,4,"bss,ds,dt,tbs",bss=66016; ds=66016; dt=66016; tbs=66016,
Mymensingh 11,Zahidul Islam,National Citizen Party (NCP),22195,3,"ds,dt,tbs",ds=0; dt=22195; tbs=22195,
Mymensingh 11,Mohammad Anwarul Islam,Gono Odhikar Parishad (GOP),1855,3,"ds,dt,tbs",ds=0; dt=1855; tbs=391,vote-mismatch: spread=79%
Mymensingh 11,Md. Mustafa Kamal,Islami Andolan Bangladesh (IAB),391,3,"ds,dt,tbs",ds=0; dt=391; tbs=1855,vote-mismatch: spread=79%
Mymensingh 2,Muhammadullah,Khelafat Majlis,146202,4,"bss,ds,dt,tbs",bss=146202; ds=146202; dt=146202; tbs=146202,
Mymensingh 2,Motahar Hossain Talukder,Bangladesh Nationalist Party (BNP),118438,4,"bss,ds,dt,tbs",bss=118438; ds=118438; dt=118438; tbs=118438,
Mymensingh 2,Shah Shahid Sarwar,Independent Candidate (Independent),48874,3,"ds,dt,tbs",ds=0; dt=48874; tbs=48874,
Mymensingh 2,Golam Maula Bhuiyan,Islami Andolan Bangladesh (IAB),3857,3,"ds,dt,tbs",ds=0; dt=3857; tbs=3857,
Mymensingh 2,Md. Julhas Uddin Sheikh,Bangladesh Supreme Party (BSP),1071,3,"ds,dt,tbs",ds=0; dt=1071; tbs=1071,
Mymensingh 2,Md. Emdadul Haque Khan,Jatiya Party (JaPa),725,3,"ds,dt,tbs",ds=0; dt=725; tbs=725,
Mymensingh 2,Mohammad Abu Bakar Siddique,Independent Candidate (Independent),494,3,"ds,dt,tbs",ds=0; dt=494; tbs=494,
Mymensingh 2,Md. Abu Bakar Siddiq,Independent Candidate (Independent),494,1,tbs,tbs=494,
Mymensingh 3,M. Iqbal Hossain,Bangladesh Nationalist Party (BNP),75320,4,"bss,ds,dt,tbs",bss=75320; ds=75320; dt=75320; tbs=75320,
Mymensingh 3,Ahmed Tayebur Rahman,Independent Candidate (Independent),65995,4,"bss,ds,dt,tbs",bss=65995; ds=65995; dt=85995; tbs=65995,vote-mismatch: spread=23%
Mymensingh 3,Md. Abu Taher Khan,Bangladesh Nezame Islam Party (BNIP),25706,3,"ds,dt,tbs",ds=0; dt=25706; tbs=25706,
Mymensingh 3,Md. Shariful Islam,Islami Andolan Bangladesh (IAB),2745,3,"ds,dt,tbs",ds=0; dt=2745; tbs=2745,
Mymensingh 3,A. K. M. Ariful Hasan,Socialist Party of Bangladesh (Marxist) (SPB-M),354,3,"ds,dt,tbs",ds=0; dt=354; tbs=354,
Mymensingh 4,Md. Abu Wahab Akand Wahid,Bangladesh Nationalist Party (BNP),179668,4,"bss,ds,dt,tbs",bss=179668; ds=179668; dt=179668; tbs=179688,
Mymensingh 4,Mohammad Kamrul Ahsan,Bangladesh Jamaat-e-Islami (Jamaat),171880,4,"bss,ds,dt,tbs",bss=171880; ds=171880; dt=171880; tbs=171880,
Mymensingh 4,Md. Nasir Uddin,Islami Andolan Bangladesh (IAB),8701,3,"ds,dt,tbs",ds=0; dt=8701; tbs=8701,
